filename,location,pages,mentions,source
2013_Peters.txt,Ashanti Belt,76,"A  correlation  between  increased  Ba  and  base  metals  also  suggests  seafloor  hydrothermal 
activity in a proximal setting to a volcanic source (c.f., Burnham, 1962; Lydon, 1988; Ҫaǧatay 1993; 
Herrington  et  al.,  2005). For  the  most  part,  higher  Ba  values  in  the  GB  correlate  with  higher 
concentrations  of  Mn,  implying  that  the  manganese  deposits  formed  in  oxidising  conditions 
proximally. The manganese mineralization of the GB is similar to primary manganese mineralization seen 
throughout  the  WAC  that  is  interpreted  as  volcanogenic  in  character. For  example,  the  VHMS 
mineralization in the Tiebélé belt is intercalated with chert and manganese units (Sections 1.1 and 2.4) 
in  carbonaceous  manganese  rocks  (Ilboudo,  2010)  and  is  characterized  by  sphalerite-galena-
chalcopyrite-pyrite-bornite  assemblages 
that  are  volcanogenic. Additionally, 
the  manganese-
carbonates  of  the  Nsuta  deposit  in  the  Ashanti  Belt  in  Ghana  are  hosted  by  a  volcano-sedimentary 
sequence  in  basalt-andesite  units  (Nyame,  2008),  and  indicate  a  volcanic  setting. Furthermore  the 
Tambão  (supergene)  deposit  in  Burkina  Faso  (Figure  1.1)  is  sited  above  primary  manganese-rich 
carbonate  that  is  hosted  in  volcanic  units  (Colin  et  al.,  2005).","llm,rules"
2013_Peters.txt,Australia,83,"including  Finland,  Australia,  Mid-West  United  States  and  Canada  (Stern  et  al.,  1995;  Hill  and 
Bickford, 2001; Väisänen and Westerlund, 2007; Li et al., 2013). The volcanic facies are similar due 
to  analogous  depositional  environments,  many  of  which  are  mineralised  in  volcanogenic  massive 
sulphides. 83","llm,rules"
2013_Peters.txt,BIR-1,32,"The  elements  in  the  sample  were  ionized  by  the  plasma  and  became  positively  charged  by 
losing  their  loosely  bound  electrons. These  positively  charged  ions  then  moved  into  the  quadrupole 
where  they  were  sorted  based  on  their  mass  to  charge  ratio,  after  which,  they  moved  to  a  detector 
which  received  the  ion  signal  that  was  proportional  to  the  concentration. The  concentration  of  the 
sample  could  be  determined  through  calibration  with  certified  reference  material,  such  as  single  or 
multi-element  reference  standards. Every  ICP-MS  determination  was  accompanied  by  control 
standards  BCR-1,  BHVO-1  and  BIR-1  and  for  all  elements  the  deviation  was  less  than  10%  from 
recommended values. 32",rules
2013_Peters.txt,Banfora,"22,23","Baratoux  et  al. (2011)  argued  that  the 
sedimentary  basins  in  western  Burkina  Faso  exhibited  complicated  strato-structural  relationships, 
making it difficult to establish local stratigraphy. However, recent studies by WAXI (2013) concluded 
that the stratigraphy of the WAC is dependent on the spatial and temporal distribution of belts relative 
to accretionary terranes. Importantly, a detailed stratigraphic study was conducted by Baratoux et al. (2011) across three 
greenstone  belts  in  western  Burkina  Faso  (namely  the  Boromo,  Houndé  and  Banfora  belts)  (Figure 
1.1). Their  study  confirmed  that  the  belts  are  composed  of  calc-alkaline  andesite  and  dacite, 
intercalated  tuff  layers,  pyroclastic  flows,  Mn-Fe    rich  chert  layers  and  volcaniclastic  sedimentary 
rocks  that  overlie  basal  units  of  tholeiitic basalt. || older  than  the  calc-alkaline  series  of  lavas  for  the  Boromo,  Houndé  and  Banfora  belts. However, 
craton-wide studies by WAXI (2013) indicated that the stratigraphic order of volcanic rocks cannot be 
generalised  (some  belts  do  not  host  tholeiitic  and/or  calc-alkaline  volcanic  rocks)  and  thus  the 
stratigraphy of each greenstone belt must be established independently. 2.2. Granitoid and dolerite emplacement 
The emplacement of tonalite-trondjemite-granodiorite (TTG) plutons and granites in the WAC 
is restricted to 2200, 2160-2130 and 2100-2070 Ma according to Pawlig et al. (2006) and Gueye et al. (2008).","llm,rules"
2013_Peters.txt,Banfora belt,22,"Baratoux  et  al. (2011)  argued  that  the 
sedimentary  basins  in  western  Burkina  Faso  exhibited  complicated  strato-structural  relationships, 
making it difficult to establish local stratigraphy. However, recent studies by WAXI (2013) concluded 
that the stratigraphy of the WAC is dependent on the spatial and temporal distribution of belts relative 
to accretionary terranes. Importantly, a detailed stratigraphic study was conducted by Baratoux et al. (2011) across three 
greenstone  belts  in  western  Burkina  Faso  (namely  the  Boromo,  Houndé  and  Banfora  belts)  (Figure 
1.1). Their  study  confirmed  that  the  belts  are  composed  of  calc-alkaline  andesite  and  dacite, 
intercalated  tuff  layers,  pyroclastic  flows,  Mn-Fe    rich  chert  layers  and  volcaniclastic  sedimentary 
rocks  that  overlie  basal  units  of  tholeiitic basalt.",llm
2013_Peters.txt,Banfora belts,27,"Three field seasons were planned for between January 2012 and December 2013; however, only 
two  were  completed. The field  area  was  officially  declared  unsafe  in January  2013  because  of civil 
war in the neighbouring country of Mali, and access to the GB was restricted to foreigners. Due to the 
restricted access, a comparative study was undertaken using geochemical data by Ilboudo (2010) for 
the Tiebélé Dome in southern Burkina Faso, and Baratoux et al. (2011) for the Boromo, Houndé and 
Banfora belts, in order to investigate similarities and differences with the samples from the GB. The January 2012 field season was a reconnaissance season intended to gain insight into the size 
of  the  field  area  and  ideal  locations  for  sampling. Limited  sampling  and  mapping  was  completed 
during  this  time.",llm
2013_Peters.txt,Baoule-Mossi domain,"16,22","1. INTRODUCTION 
1.1. Preamble 
Volcano-sedimentary  belts  make  up  a  large  part  of  the  stratigraphy  of  the  Palaeoproterozoic 
Baoulé-Mossi domain (West Africa) in northeast Burkina Faso (Figure 1.1). The belts are composed 
of  dominantly  lower  to  middle  greenschist  metamorphosed  volcanic,  pyroclastic  and  sedimentary 
rocks  with  extensive  units  of  basalt-andesite,  dacite  and  less  substantial  amounts  of  pyroclastite 
(Milési et al., 1989, 1991; Leube et al., 1990; Ledru et al., 1991). Carbonaceous and Mn-Fe bearing 
chemical sedimentary units are intercalated with the volcanic rocks (Blanchot et al., 1972; Béssoles, 
1977; Wright, 1985; Leube et al., 1990; Melcher, 1995; Kříbek et al., 2008). The volcanic sequences of the Baoulé-Mossi domain were first described in the Birim Valley in 
Ghana  (Kitson,  1918)  and  were  classified  as  tholeiitic  basalts  and  calc-alkaline  lavas. || 2. REVIEW OF WEST AFRICAN GEOLOGY 
2.1. Stratigraphy 
The West African Craton (WAC) is made up of Archaean and Palaeoproterozoic rocks and is 
divided  into  the  Reguibat  Rise  in  the  north  and  the  Leo-Man  Rise  in  the  south  (Thiéblemont  et  al., 
2004)  (Figure  1.1). The  Leo-Man  consists  of  two  domains,  namely  the  Archaean  Kénema-Man 
domain  (3.54  Ga)  in  the  southwest  and the  Palaeoproterozoic  Baoulé-Mossi  domain  (2.3-1.8  Ga)  in 
the  east  (Feybesse  et  al.,  2006),  with  the  exception  of  the  Kénieba-  Kédougou  and  Kayes  Inliers, 
located  between  Mali  and  Senegal  (Figure  1.1). The  Birimian  Supergroup  makes  up  part  of  the 
Baoulé-Mossi  domain  and  was  deposited  ca. 2.3  Ga  (Feybesse  et  al.,  2006;  Pawlig  et  al.,  2006).",llm
2013_Peters.txt,Barberton greenstone belt of South Africa,74,"Although  considered  rare  in  mafic,  non-viscous  lavas,  flow 
banding has been recorded in the Archaean Barberton greenstone belt of South Africa (Robbins et al., 
2010) and occurs in the southern Bouroum belt in Burkina Faso (WAXI, 2013) (Figure 1.1). The  coherent  and  autoclastic  units  of  the  study  area  formed  as  a  result  of  effusive  eruptions. Effusive eruptions are typical of basaltic liquids, particularly when submerged beneath the confining 
water column. Effusive eruptions are characterized by the ability of lava to flow (low viscosity) rather 
than explode (Parfitt and Wilson, 2008) because volatiles escape passively through vesicle formation 
(McPhie et al., 1993; Bardintzeff and McBirney, 2000; Parfitt and Wilson, 2008). The  coherent  and  autoclastic  facies  are  interpreted  to  have  formed  proximally  to  the  volcanic 
source. However, because basaltic lavas have low viscosities, they are able to flow laterally between 
tens and hundreds of metres before solidification.",llm
2013_Peters.txt,Barsalogo,17,"The Essakane, Falagountou, Taparko and Inata goldfields are represented in north-northeast of 
Burkina Faso. The Billiata and Tambão Mn deposits and the Tin Edia Mn-Fe-V deposit are located on the western margin of 
the Oudalan-Gorouol belt. The Barsalogo diamond fields are located north of the Goren belt. 17",llm
2013_Peters.txt,Barsalogo diamond field,24,"2.4. Metallogenesis 
Metallogenesis in the northeast of Burkina Faso includes gold, diamonds,  Mn-Fe, silver, lead, 
molybdenum,  copper  and  zinc  (Hastings,  1982;  Milési  et  al.,  1989,  1992;  Hein  et  al.,  2004; 
Tshibubudze  et  al.,  2009). In  the  Oudalan-Gorouol  belt,  manganese  deposits  occur  at  Tambão  and 
Billiata  (Figure  1.1)  and  Fe-Ti-V  mineralization  occurs  in  the  Tin  Edia  deposit. Gold  occurrences 
include  commercially  mined  goldfields  such  as  Essakane,  Inata  and  Taparko  goldfields,  as  well  as 
artisanally mined deposits such as Falagountou artisanal mine. They occur as shear and quartz vein-
hosted deposits. Diamondiferous lamproite and lamprophyre plugs and dykes crop out NNW of Kaya 
in the Pissila batholith in the Barsalogo diamond field, with rare kimberlite pipes (WAXI, 2013).",llm
2013_Peters.txt,Barsalogo diamond fields,8,"The Essakane, Falagountou, Taparko and Inata goldfields are 
represented in north-northeast of Burkina Faso. The Billiata and Tambão Mn deposits and the 
Tin Edia Mn-Fe-V deposit are located on the western margin of the Oudalan-Gorouol belt. The 
Barsalogo diamond fields are located north of the Goren belt. Figure 2.1. The Goren volcano-sedimentary belt is presented showing the locations of Kaya, Mané, 
Guilla, Korsimoro, Sirgui artisanal mine and Tangapella hill. Northwest and northeast trending 
shears  and  thrusts  are  represented  as  well  as  WNW  trending  shears  of  the  Wabo-Tampelse 
Event.",llm
2013_Peters.txt,Beauvais,19,"Kongossi 
is 60 km from Kaya and lies at the northeastern end of the belt. The belt is composed of two 100 km 
parallel  branches  that  are  characterized  by  topographic  highs;  the  branches  are  separated  by  a 
relatively flat lying region up to 20 km wide. An extensive ferricrete profile covers the GB as is typical for the West African craton in general 
(Brown  et  al.,  1994;  Beauvais  et  al.,  2008). The  ferricrete  formed  during  the  Cretaceous  Period  but 
was remobilised during the Palaeogene-Neogene in discrete erosion events, with 40Ar/39Ar dates of 59-
45 Ma, 29-18 Ma, 18-11 Ma, 6 Ma and 3 Ma (Brown et al., 1994; Beauvais et al., 2008). The last three 
erosional  periods  were  responsible  for  the  formation  of  distinct  three-level  pediment  surfaces  seen 
throughout the GB (WAXI, 2013). 1.3.",rules
2013_Peters.txt,Benin,19,"1.2. Location and physiography 
Burkina  Faso  is  situated in  West  Africa  and is  bordered  by  Ghana,  Benin, Togo,  Mali,  Niger 
and Côte d’Ivoire. It is a landlocked country that covers an area of 274 300 km2. It lies mostly in the 
Sahel climatic zone. The  Sahelian  zone  is  characterized  by  hot  and  arid  conditions. Burkina  Faso  has  an  average 
daily temperature of 32° C and less than 25 cm of rainfall annually, particularly in the northern and 
northeastern regions (McFarland et al., 1998).","llm,rules"
2013_Peters.txt,Bickford,83,"including  Finland,  Australia,  Mid-West  United  States  and  Canada  (Stern  et  al.,  1995;  Hill  and 
Bickford, 2001; Väisänen and Westerlund, 2007; Li et al., 2013). The volcanic facies are similar due 
to  analogous  depositional  environments,  many  of  which  are  mineralised  in  volcanogenic  massive 
sulphides. 83",rules
2013_Peters.txt,Billiata,"17,24,8","2.4. Metallogenesis 
Metallogenesis in the northeast of Burkina Faso includes gold, diamonds,  Mn-Fe, silver, lead, 
molybdenum,  copper  and  zinc  (Hastings,  1982;  Milési  et  al.,  1989,  1992;  Hein  et  al.,  2004; 
Tshibubudze  et  al.,  2009). In  the  Oudalan-Gorouol  belt,  manganese  deposits  occur  at  Tambão  and 
Billiata  (Figure  1.1)  and  Fe-Ti-V  mineralization  occurs  in  the  Tin  Edia  deposit. Gold  occurrences 
include  commercially  mined  goldfields  such  as  Essakane,  Inata  and  Taparko  goldfields,  as  well  as 
artisanally mined deposits such as Falagountou artisanal mine. They occur as shear and quartz vein-
hosted deposits. Diamondiferous lamproite and lamprophyre plugs and dykes crop out NNW of Kaya 
in the Pissila batholith in the Barsalogo diamond field, with rare kimberlite pipes (WAXI, 2013). || The Essakane, Falagountou, Taparko and Inata goldfields are 
represented in north-northeast of Burkina Faso. The Billiata and Tambão Mn deposits and the 
Tin Edia Mn-Fe-V deposit are located on the western margin of the Oudalan-Gorouol belt. The 
Barsalogo diamond fields are located north of the Goren belt. Figure 2.1. The Goren volcano-sedimentary belt is presented showing the locations of Kaya, Mané, 
Guilla, Korsimoro, Sirgui artisanal mine and Tangapella hill. Northwest and northeast trending 
shears  and  thrusts  are  represented  as  well  as  WNW  trending  shears  of  the  Wabo-Tampelse 
Event. || The Essakane, Falagountou, Taparko and Inata goldfields are represented in north-northeast of 
Burkina Faso. The Billiata and Tambão Mn deposits and the Tin Edia Mn-Fe-V deposit are located on the western margin of 
the Oudalan-Gorouol belt. The Barsalogo diamond fields are located north of the Goren belt. 17",llm
2013_Peters.txt,Birim Valley,16,"1. INTRODUCTION 
1.1. Preamble 
Volcano-sedimentary  belts  make  up  a  large  part  of  the  stratigraphy  of  the  Palaeoproterozoic 
Baoulé-Mossi domain (West Africa) in northeast Burkina Faso (Figure 1.1). The belts are composed 
of  dominantly  lower  to  middle  greenschist  metamorphosed  volcanic,  pyroclastic  and  sedimentary 
rocks  with  extensive  units  of  basalt-andesite,  dacite  and  less  substantial  amounts  of  pyroclastite 
(Milési et al., 1989, 1991; Leube et al., 1990; Ledru et al., 1991). Carbonaceous and Mn-Fe bearing 
chemical sedimentary units are intercalated with the volcanic rocks (Blanchot et al., 1972; Béssoles, 
1977; Wright, 1985; Leube et al., 1990; Melcher, 1995; Kříbek et al., 2008). The volcanic sequences of the Baoulé-Mossi domain were first described in the Birim Valley in 
Ghana  (Kitson,  1918)  and  were  classified  as  tholeiitic  basalts  and  calc-alkaline  lavas.",rules
2013_Peters.txt,Birim Valley in Ghana,16,"1. INTRODUCTION 
1.1. Preamble 
Volcano-sedimentary  belts  make  up  a  large  part  of  the  stratigraphy  of  the  Palaeoproterozoic 
Baoulé-Mossi domain (West Africa) in northeast Burkina Faso (Figure 1.1). The belts are composed 
of  dominantly  lower  to  middle  greenschist  metamorphosed  volcanic,  pyroclastic  and  sedimentary 
rocks  with  extensive  units  of  basalt-andesite,  dacite  and  less  substantial  amounts  of  pyroclastite 
(Milési et al., 1989, 1991; Leube et al., 1990; Ledru et al., 1991). Carbonaceous and Mn-Fe bearing 
chemical sedimentary units are intercalated with the volcanic rocks (Blanchot et al., 1972; Béssoles, 
1977; Wright, 1985; Leube et al., 1990; Melcher, 1995; Kříbek et al., 2008). The volcanic sequences of the Baoulé-Mossi domain were first described in the Birim Valley in 
Ghana  (Kitson,  1918)  and  were  classified  as  tholeiitic  basalts  and  calc-alkaline  lavas.",llm
2013_Peters.txt,Boromo,"23,27","Three field seasons were planned for between January 2012 and December 2013; however, only 
two  were  completed. The field  area  was  officially  declared  unsafe  in January  2013  because  of civil 
war in the neighbouring country of Mali, and access to the GB was restricted to foreigners. Due to the 
restricted access, a comparative study was undertaken using geochemical data by Ilboudo (2010) for 
the Tiebélé Dome in southern Burkina Faso, and Baratoux et al. (2011) for the Boromo, Houndé and 
Banfora belts, in order to investigate similarities and differences with the samples from the GB. The January 2012 field season was a reconnaissance season intended to gain insight into the size 
of  the  field  area  and  ideal  locations  for  sampling. Limited  sampling  and  mapping  was  completed 
during  this  time. || older  than  the  calc-alkaline  series  of  lavas  for  the  Boromo,  Houndé  and  Banfora  belts. However, 
craton-wide studies by WAXI (2013) indicated that the stratigraphic order of volcanic rocks cannot be 
generalised  (some  belts  do  not  host  tholeiitic  and/or  calc-alkaline  volcanic  rocks)  and  thus  the 
stratigraphy of each greenstone belt must be established independently. 2.2. Granitoid and dolerite emplacement 
The emplacement of tonalite-trondjemite-granodiorite (TTG) plutons and granites in the WAC 
is restricted to 2200, 2160-2130 and 2100-2070 Ma according to Pawlig et al. (2006) and Gueye et al. (2008).",llm
2013_Peters.txt,Boromo and Hounde belts,54,"A  variety  of  geochemical  methods  was  used  in  attempt  to 
classify the samples in order to characterize the tectonic setting for volcanic rocks of the GB. Geochemical data for volcanic rocks from the Boromo and Houndé belts, Oudalan-Gorouol belt 
and Tiebélé belt  were used in a comparative study of volcanic units across several different belts in 
Burkina Faso. Data from Baratoux et al. (2011) include 7 tholeiitic basalt samples and 6 calc-alkaline 
volcanic samples that were reported for the Boromo and Houndé belts in western Burkina Faso. Data 
from Ilboudo (2010) were reported for the Tiebélé region in the south of the country. Tshibubudze and 
Hein  (2013)  reported  data  for  two  meta-volcanic  samples  (major-elements  only)  from  the  Oudalan-
Gorouol belt (OGB) in the northeast of Burkina Faso.",llm
2013_Peters.txt,Boromo and Hounde belts in western Burkina Faso,54,"A  variety  of  geochemical  methods  was  used  in  attempt  to 
classify the samples in order to characterize the tectonic setting for volcanic rocks of the GB. Geochemical data for volcanic rocks from the Boromo and Houndé belts, Oudalan-Gorouol belt 
and Tiebélé belt  were used in a comparative study of volcanic units across several different belts in 
Burkina Faso. Data from Baratoux et al. (2011) include 7 tholeiitic basalt samples and 6 calc-alkaline 
volcanic samples that were reported for the Boromo and Houndé belts in western Burkina Faso. Data 
from Ilboudo (2010) were reported for the Tiebélé region in the south of the country. Tshibubudze and 
Hein  (2013)  reported  data  for  two  meta-volcanic  samples  (major-elements  only)  from  the  Oudalan-
Gorouol belt (OGB) in the northeast of Burkina Faso.",llm
2013_Peters.txt,"Boromo and Hounde belts, western Burkina Faso",21,"(3) Chapter Four presents field results including volcanic and sedimentary textures, rock types, field 
relationships and characteristic features of the rocks and images. (4)  Chapter  Five  presents  the  results  of  petrographic  studies  of  selected  samples  of  volcanic  rocks, 
including  their  mineralogy  and  modal  abundances,  metamorphic  mineralogies,  alteration 
mineralogies, and primary and secondary textures. (5) Chapter Six presents geochemical data, from major to trace element graphs, results, interpretations 
and  a  brief  comparative  study  with  geochemical  work  from  the  Boromo  and  Houndé  belts  of 
western  Burkina  Faso  (Baratoux  et  al.,  2011),  the  Tiebélé  dome  in  southern  Burkina  Faso 
(Ilboudo,  2010)  and  the  Oudalan-Gorouol  belt  in  northeast  Burkina  Faso  (Tshibubudze  et  al., 
2013). (6) Chapter Seven presents the Discussion. The GB, and several belts from northeastern and western 
Burkina Faso, is contextualized within a regional and global framework. (7) Chapter Eight presents a summation in a Conclusion.",llm
2013_Peters.txt,Boromo belt,"17,22,8","Baratoux  et  al. (2011)  argued  that  the 
sedimentary  basins  in  western  Burkina  Faso  exhibited  complicated  strato-structural  relationships, 
making it difficult to establish local stratigraphy. However, recent studies by WAXI (2013) concluded 
that the stratigraphy of the WAC is dependent on the spatial and temporal distribution of belts relative 
to accretionary terranes. Importantly, a detailed stratigraphic study was conducted by Baratoux et al. (2011) across three 
greenstone  belts  in  western  Burkina  Faso  (namely  the  Boromo,  Houndé  and  Banfora  belts)  (Figure 
1.1). Their  study  confirmed  that  the  belts  are  composed  of  calc-alkaline  andesite  and  dacite, 
intercalated  tuff  layers,  pyroclastic  flows,  Mn-Fe    rich  chert  layers  and  volcaniclastic  sedimentary 
rocks  that  overlie  basal  units  of  tholeiitic basalt. || Figure  1.1. Volcano-sedimentary  belts  of  southeast  and  northeast  Burkina  Faso  and  northwestern  Ghana. Volcano-
sedimentary  belts  from  the  northeast  Burkina  Faso  are  modified after  Hein  et  al. (2004);  the  study  area  is  located  in  the 
Goren belt and expanded in Inset A. Location of Tiebélé dome of southern Burkina Faso with Zn anomalies as defined by 
Ilboudo  (2010)  is  presented  in  Inset  B. The  Perkoa  and  Gaoua  deposits  are  located  in  the  Boromo  belt  in  Burkina  Faso, 
southwest of Ouagadougou. || LIST OF FIGURES 
Figure  1.1. Volcano-sedimentary  belts  of  southeast  and  northeast  Burkina  Faso  and  northwestern 
Ghana. Volcano-sedimentary belts from the northeast Burkina Faso are modified after Hein et 
al. (2004);  the  study  area  is  located  in  the  Goren  belt  and  expanded  in  Inset  A. Location  of 
Tiebélé  dome  of  southern  Burkina  Faso  with  Zn  anomalies  as  defined  by  Ilboudo  (2010)  is 
presented in Inset B. The Perkoa and Gaoua deposits are located in the Boromo belt in Burkina 
Faso, southwest of Ouagadougou.",llm
