filename,location,pages,mentions,source
2015_LeBrun_Siguiri.txt,ArcGIS,37,"For  more  details  on  the 
geochemistry techniques used, see the methodology section of Chapter four. GIS AND 3D MODELLING 
Data  integration,  spatial  analysis  and  3D  modelling  were  carried  out  in  ArcGIS  and 
LeapFrog Mining 3D computer programs. ORGANISATION OF THIS THESIS 
This thesis is presented as a series of three refereed journal publications tied together 
by  an  introduction  and  a  conclusion  chapter,  following  the  University  of  Western  Australia 
regulations  outlined  in  the  Postgraduate  Research  and  Scholarships  Handbook. Regulation 
30.(1)(b) states that: ""A typescript may be structured in any of a range of ways, including, but 
not limited to: a monograph; a paper or series of papers suitable for publication in scholarly 
journals; or a combination of published and unpublished work "". This thesis includes:  
1)  an  introduction  (Chapter  one)  that  presents  the  current  state  of  knowledge,  the 
gaps  this  thesis  aims  to  address  and  details  the  approach  used  to  address  these 
knowledge gaps; 
2)  one paper submitted to a special issue on West Africa of the journal Precambrian 
Research 
(Chapter  two). This  paper  presents  the 
lithostratigraphy  and 
37",rules
2015_LeBrun_Siguiri.txt,Archaean,136,"Rey, P. F., and Houseman, G., 2006, Lithospheric scale gravitational flow: the impact of body 
forces  on  orogenic  processes  from  Archaean  to  Phanerozoic:  Geological  Society, 
London, Special Publications, v. 253, p. 153-167. Sanderson, D. J., and Marchini, W., 1984, Transpression: Journal of Structural Geology, v.",rules
2015_LeBrun_Siguiri.txt,Archean Kenema-Man domain,90,"paleo-orientation  before,  during  and  after  gold  mineralization. In  turn,  these  paleo-
orientations are used to assess the role stress-switches have had on mineralization. This paper 
is  the  first  study  to  put  the  geology  of  the  Siguiri  district  together  and  to  highlight  the 
structures  that  control  gold  mineralization  at  a  deposit  and  district-scale  and  that  may 
represent  local  expressions  of  more  fundamental  structures  controlling  the  location  of  the 
Siguiri district within the Siguiri Basin. Geological context and exploration history 
The Siguiri district is located in the north-western part of the Paleoproterozoic Baoulé-
Mossi domain, which covers the majority of the Man-Leo shield in West  Africa. The Birimian 
terranes  (ca. 2210-2040  Ma;  Davis  et  al.,  2015;  Figure  16)  of  the  Paleoproterozoic  Baoulé-
Mossi domain were accreted against the Archean Kénéma-Man domain, in the south-western 
part of the West African Craton, during the Eburnean orogeny (ca.",llm
2015_LeBrun_Siguiri.txt,Archean Kénéma-Man Craton,36,"absolute timing constraint that could later be used to relate the overall deformation history in 
Siguiri  to  that  of  the  overall  West  African  Craton  during  the  Eburnean  orogeny. The  second 
site,  Saraya,  was  chosen  for  its  peculiar  lithostratigraphy,  displaying  volcanic  rocks  not 
encountered  in  the  district. This  site  was  also  selected  for  dating,  lithostratigraphic  and 
structural observations. In addition to these two regional localities,  a transect from Siguiri to 
the  Archean  Kénéma-Man  Craton  was  completed. This  transect 
focused  on 
the 
lithostratigraphic and structural characterisation of the Siguiri Basin sediments, extrusives and 
intrusives  rocks  as  well  as  the  igneous  and  gneissic  rocks  located  along  and  beyond  the 
Sassandra fault. For more details on how structural readings were taken during fieldwork, see 
the methodology section of Chapter three.",rules
2015_LeBrun_Siguiri.txt,Arsenopyrite Observed In The Siguiri District,23,"FIGURE 45: LA-ICP-MS AND EPMA DATA FROM THE DIFFERENT GENERATIONS OF PYRITE AND ARSENOPYRITE OBSERVED IN 
THE SIGUIRI DISTRICT. V2S PYRITE (A) IS REPRESENTED IN ORANGE. V3A PYRITE (B) IS REPRESENTED IN RED. V3B PYRITE IS 
REPRESENTED  IN  BLUE  AND  V3B  ARSENOPYRITE  IN  PINK  (C). D4S  PYRITE  IS  REPRESENTED  IN  GREEN  (D)  AND  FINALLY, 
SANU TINTI  STYLE  DISSEMINATED PYRITE  IS  REPRESENTED  IN  BLACK. REGRESSION  LINES  ARE  IN  BLACK  FOR PYRITE  AND 
PINK FOR ARSENOPYRITE IN E) AND I).",rules
2015_LeBrun_Siguiri.txt,Ashanti,"120,47","(2013) also 
recognized  this  event,  defined  as  D4,  a  NW-SE  compression. Regionally  and  in  many  other 
areas  of  the  Craton  (Ashanti,  Prestea,  Kalana;  Milési  et  al. 1992),  this  deformation  event  is 
typically associated with the main phase of gold mineralization. However, this event does not 
appear to be mineralized in the Siguiri district. Finally, Steyn (2012) recognized a last deformation event, termed D3, associated with 
an E-W extension and which was not found to be mineralized in gold. This deformation event 
was not recognized by the present study, Milési et al. || As an example, numerous orogenic gold deposits hosted in sedimentary basins around 
the  world  are  interpreted  to  be  sitting  on  early  structures  highlighted  in  the  field  through 
lithofacies  variations. For  example,  the  Kirkland  Lake  deposit  hosted  along  the  Kirkland-Lake 
Cadillac fault that marks the unconformity between the Timiskaming sediments and the Abitibi 
Supergroup  in  Canada  (Hyde,  1980). Similarly  in  the  Western  Australian  Yilgarn  craton,  gold 
deposits such as Ant Hill, Bullant, Porphyry and Wattlebird are hosted along the Ballard-Zuleika 
Shear Zone and highlighted by the Kurrawang Group sediments (Robert et al., 2005; Mueller et 
al., 1996; Weinberg et al., n.d.). In the West African Craton, the giant Obuasi deposit in Ghana 
is hosted along the  Ashanti fault separating the Birimian sediments from the ""late orogenic"" 
Tarkwaian sediments of the Ashanti Belt (Perrouty et al., 2012; Sestini, 1973). Also located in the West African Craton, the world-class orogenic gold district of Siguiri 
(Steyn, 2012; Lebrun et al., in review 2015; Chapter 3) is hosted in the north of the Siguiri Basin 
(Guinea), about 200 km south-west of Bamako in Mali and 150 km north of Kankan, the second 
53","llm,rules"
2015_LeBrun_Siguiri.txt,Ashanti Belt,"193,47","As an example, numerous orogenic gold deposits hosted in sedimentary basins around 
the  world  are  interpreted  to  be  sitting  on  early  structures  highlighted  in  the  field  through 
lithofacies  variations. For  example,  the  Kirkland  Lake  deposit  hosted  along  the  Kirkland-Lake 
Cadillac fault that marks the unconformity between the Timiskaming sediments and the Abitibi 
Supergroup  in  Canada  (Hyde,  1980). Similarly  in  the  Western  Australian  Yilgarn  craton,  gold 
deposits such as Ant Hill, Bullant, Porphyry and Wattlebird are hosted along the Ballard-Zuleika 
Shear Zone and highlighted by the Kurrawang Group sediments (Robert et al., 2005; Mueller et 
al., 1996; Weinberg et al., n.d.). In the West African Craton, the giant Obuasi deposit in Ghana 
is hosted along the  Ashanti fault separating the Birimian sediments from the ""late orogenic"" 
Tarkwaian sediments of the Ashanti Belt (Perrouty et al., 2012; Sestini, 1973). Also located in the West African Craton, the world-class orogenic gold district of Siguiri 
(Steyn, 2012; Lebrun et al., in review 2015; Chapter 3) is hosted in the north of the Siguiri Basin 
(Guinea), about 200 km south-west of Bamako in Mali and 150 km north of Kankan, the second 
53 || Parra-Avila,  L. A.,  2015,  4D  Evolution  of  the  Paleoproterozoic  Baoulé-Mossi  Domain  of  the 
West African Craton: PhD thesis, University of Western Australia 
Parra-Avila,  L. A.,  Bourassa,  L., Miller,  J., Perrouty,  S.,  Fiorentini, M. L. and  McCuaig,  T. C.,  in 
review 2015, Age constraints of the Wassa and Benso Mesothermal Gold Deposits, Ashanti 
Belt, Ghana, West Africa: Journal of African Earth Sciences 
Passchier, C.","llm,rules"
2015_LeBrun_Siguiri.txt,"Ashanti Belt, Ghana",193,"Milési, J.-P., Ledru, P., Feybesse, J.-L., Dommanget, A., and Marcoux, E., 1992, Early Proterozoic 
ore  deposits  and  tectonics  of  the  Birimian  orogenic  belt,  West  Africa:  Precambrian 
Research, v. 58, p. 305-344. Miller,  J.,  Bourassa,  Y.,  Fougerouse,  D.,  Davis,  J.,  Ulrich,  S.,  Apau,  D.,  Jessell,  M.,  McCuaig,  C. and  Perrouty,  S.,  in  review  2015,  Structural  evolution  of  gold  systems  in  the  world  class 
Ashanti  Belt,  Ghana :  insights  into  the  evolution  of  a  world  class  gold  district:  Economic 
Geology 
Miller, J. M., Davis, J., Baratoux, L., McCuaig, T.",llm
2015_LeBrun_Siguiri.txt,Ashanti belt,193,"363-371. Oberthür,  T.,  Vetter,  U.,  Davis,  D. W.,  and  Amanor,  J. A.,  1998,  Age  constraints  on  gold 
mineralization  and  Paleoproterozoic  crustal  evolution  in  the  Ashanti  belt  of  southern 
Ghana: Precambrian Research, v. 89, p. 129-143.",llm
2015_LeBrun_Siguiri.txt,Ashanti fault system,88,"Introduction 
Orogenic gold mineralization is common across the Paleoproterozoic Birimian rocks of 
the West African Craton e.g. Lawrence et al., (2013a); Milési et al. (1989); Milési et al., (1992). The  location  of  orogenic  gold  deposits  is  typically  controlled  by  complex  regional-scale  fault 
networks (Goldfarb et al., 2001; Groves et al., 2000). In West Africa, the Ashanti fault system in 
Ghana, is one example of such a network, and its many faults host some of the biggest vein-
hosted  and  fault-vein-hosted  orogenic  gold  deposits  (e.g.,  Obuasi,  Allibone  et  al.,  2002; 
Fougerouse  et  al.,  this  volume). The  Siguiri  district  (240  t/7.9  Moz;  AngloGold  Ashanti  Ltd., 
2013;  AngloGold  Ashanti  Ltd.,  n.d.)  is  unusual  in  West  Africa  because  it  is  not  located  on  a 
recognized  large  regional  scale  fault  system.",llm
2015_LeBrun_Siguiri.txt,Ashanti in Ghana,129,"Prior to the switch, fluids are stored under 
high  pressure  in  the  rock  mass  and  fluid  mobility  and  veining  are  minor. When  the  switch 
occurs, a stress threshold is overcome allowing the barrier to be breached and fluids to flow 
into an organized vein network. Geodynamic interpretation and drivers of stress-switches 
Drivers of the different stress-switches observed in the Siguiri district may have a local 
cause, including: 1) continuous local overburden build up; 2) fault irregularities; 3) earthquake 
focal  behaviour  dynamics,  or  4)  a  regional  scale mechanism,  such  as  plate  convergence  rate 
drop (Upton and Craw, 2013; Goldfarb et al., 2001; Beroza and Zoback, 1993). However, stress-
switches  have  been  documented  in  many  other  orogenic  gold  systems  around  the  world, 
including Archean examples (Bouiller and Robert, 1992;  Holyland and Ojala, 1997; Nguyen et 
al., 1998; Goldfarb et al., 2001; McCuaig and Hronsky, 2014; e.g. in the Yilgarn: the Waroonga 
and  New-Holland-Genesis  deposits,  Thébaud  et  al.,  2013). In  the  Birimian  of  West  Africa, 
stress-switches have been recognised as one of the crucial triggers for mineralization in several 
gold  deposits  (Ashanti  in  Ghana,  Sadiola,  Loulo  and  possibly  Morila  in  Mali,  Allibone  et  al., 
2002a;  Masurel  et  al.,  this  volume;  Lawrence  et  al.,  2013a;  McFarlane  et  al.,  2011).",llm
2015_LeBrun_Siguiri.txt,Atlantic,50,"The Siguiri Basin is bordered to the west and south by the mafic to felsic volcanic rocks 
of  the  Kéniéro  Range  (dated  at  2093±2  Ma;  Feybesse  et  al.,  1999),  the  komatiite  suite  of 
Niandan,  and  by  a  large  volume  of  granodiorite  (ca. 2090-2070  Ma,  Egal  et  al.,  2002;  Figure 
3B). To  the  south  the  Sassandra  fault  separates  the  Siguiri  Basin  from  the  Kénéma-Man 
Archean domain (Egal et al., 2002), host to the Archean Simandou banded iron formations. To 
the  east,  the  Siguiri  Basin  is  bordered  by  the  intermediate  to  felsic  calc-alkaline  Niani  suite, 
dated  at  2212±6  Ma,  and  by  the  Yanfolila  greenstone  belt  which  has  an  intercalation  of 
volcanoclastic  sedimentary  rocks  and  dominantly  mafic  to  intermediate  volcanics. To  the 
north,  the  Siguiri  Basin  is  overlain  unconformably  by  the  flat-lying  sandstones  of  the 
Neoproterozoic Taoudeni Basin. Mesozoic sills, volcanic flows and ENE-WSW dykes related to 
the south Atlantic opening also cut across or overlie the Siguiri Basin (Abouchami et al.",rules
2015_LeBrun_Siguiri.txt,Australia,"27,27,55","Gold  coating  was  conducted  at  the  John  de  Laeter  Centre  for  Isotope  Research  of 
Curtin University, in Perth. All mounts were analysed by Sensitivity High Resolution Ion Microprobe (SHRIMP II) at 
the  John  de  Laeter  Centre  for  Isotope  Research  of  Curtin  University,  in  Perth  (Australia). Analytical conditions and operational procedures are standard (Claoue-Long, 1995; Compston 
et al., 1984; Wingate and Kirkland, 2013). For each sample, an average of fifteen analyses of 
the standard BR266 (559 Ma, 903 ppm U; Stern, 2001) or M257 (561 Ma, 840 ppm U; Nasdala 
et al., 2008) was  carried out  over the twenty-four hour SHRIMP session. Raw data reduction 
was completed following Wingate and Kirkland, (2013) directions using SQUID (Ludwig, 2000). 61 || of Indonesia. I would also like to thank my friend Raphaël Doutre. Our friendship has been long 
lasting, following each other from the slopes of French volcanoes to the forests of Canada, the 
sandy beaches of Australia, and supporting one another for many years. I sincerely hope it will 
stay this way for the years to come (you may have to get out of your office every now and then 
for  this  to  happen  though!). I  also  thank  Jasmin  Pierucci,  for  being  by  my  side  during  the 
harsher times of this journey, coping with the accumulated stress I could not evacuate at the 
gym and supporting me in my enterprise. Thank you for being my best reason to take time off. || of Indonesia. I would also like to thank my friend Raphaël Doutre. Our friendship has been long 
lasting, following each other from the slopes of French volcanoes to the forests of Canada, the 
sandy beaches of Australia, and supporting one another for many years. I sincerely hope it will 
stay this way for the years to come (you may have to get out of your office every now and then 
for  this  to  happen  though!). I  also  thank  Jasmin  Pierucci,  for  being  by  my  side  during  the 
harsher times of this journey, coping with the accumulated stress I could not evacuate at the 
gym and supporting me in my enterprise. Thank you for being my best reason to take time off.","llm,rules"
2015_LeBrun_Siguiri.txt,BD4,156,"Since no least altered shale and greywacke could be sampled 
directly  in  the  Kintinian  Formation,  Kintinian  samples  BD1  and  BD4  were  normalised  to  a 
sample of shale and greywacke representative of the Siguiri district. The Fatoya samples F and 
O  were  therefore  chosen  for  the  normalisation  of  BD1  and  BD4,  respectively. Geochemical 
data were plotted using ioGAS. 171",rules
