filename,location,pages,mentions,source,location_type,geocode_lat,geocode_lon,geocode_str,geocode_type,accuracy
2011_Peters_East Markoye_2011.txt,Ghana,"38,43,53,55,56,9,9","A 
Classification of Igneous Rocks and Glossary of terms: Recommendations of the 
International Union of Geological Sciences Subcommission on the Systematics of 
Igneous Rocks. Blackwell Scientific Publications, Oxford, U.K. 236 pp. Leube, A., Hirdes, W., Mauer, R., Kesse, G. O., (1990). The early Proterozoic Birimian 
Supergroup of Ghana and some aspects of its associated gold mineralization. || P., Johan, V., Tegyey, M., Calvez, J. Y., Lagny, P., 
(1989). West  African  gold  deposits,  in  their  lower  Proterozoic  lithostructural  setting. Chronique de la Recherche Miniere, 497, 3–98. Milesi,  J.P.,  Ledru,  P.,  Ankrah,  P.,  Johan,  V.,  Marcoux,  E.,  Vinchon,  C.,  (1991). The 
metallogenic  relationship  between  Birimian  and  Tarkwaian  gold  deposits  in  Ghana. || R.,  (1998). A  review  of  Wanganui  Basin,  New  Zealand: 
global 
reference 
section 
for 
shallow  marine,  Plio–Pleistocene 
(2.5–0  Ma) 
cyclostratigraphy. Sedimentary Geology, 122, 37-52. Davis,  D. W.,  Hirdes,  W.,  Schaltegger,  Nunoo,  A.,  (1994). U–Pb  age  constraints  on 
deposition and provenance of Birimian and gold-bearing Tarkwaian sediments in Ghana, 
West Africa. || These  authors  mentioned  that  the  Tarkwa 
Group formed as a result of erosion of Birimian rocks and overlies the Birimian Supergroup 
unconformably. Milesi  et  al. (1989,  1992)  stated  that  the  region  to  the  east  of  the  town  of 
Markoye  is  made  up  Tarkwa  Group  sediments. Tshibubudze  et  al. (2009)  disagreed  with 
these conclusions as the stratigraphy does not match the type section for the Tarkwa Group in 
Ghana (Milesi et al., 1989, 1991; Bossiere et al., 1996). Brown  et  al. || This  is  shown  by  the  lower  greywacke  unit  in  the  stratigraphic  succession, 
having  a much higher abundance of lithic fragments  and igneous minerals  compared to  the 
overlying units. The Dembam Conglomerate Member and those described by Tshibubudze et 
al.,  (2009)  lower  down  in  the  stratigraphy  may  have  been  deposited  very  rapidly,  possibly 
within 1 day. Perhaps this occurred during times of flood. This negates the idea of the field 
area’s original classification of Tarkwa Group rocks (Milesi et al., 1989, 1992). The Tarkwa 
Group, in the type section in Ghana overlies the Birimian supracrustal rocks unconformably. The  Dembam  Conglomerate  Member  is  interbedded  within  greywacke  from  the  Birimian 
Supergroup and does not fit the description for the Tarkwaian Group, post-orogenic molasse 
deposits, as described in Ghana (Milesi et al., 1991; Leube et al., 1990). || sequence  with  occasional  mud  drapes  making  up  the  Bouma  Te/f  layer  of  the  sequence. Layers A and B often occur together in coarser grained sediments which is the case for the 
greywackes (Boggs, 2004) as shown by Figure 14. Figure 14: Classic model of the Bouma Cycle (Shanmugam, 1997). Stratigraphically, the entire field area was previously assigned to the metasedimentary rocks 
of the Tarkwa Group (Milesi et al., 1989, 1992; Castaing et al., 2003) which represents the 
erosional  product  of  the  Birimian  Supergroup. The  correlation  with  the  Tarkwa  Group  was 
based on the single conglomerate unit in the study area and several conglomerate bands near 
the  Essakane  gold  mine  (Milesi  et  al.,  1989,  1991;  Bossiere  et  al.,  1996). The  Tarkwaian 
conglomerates in the type section in Ghana consist mostly of quartz vein clasts and a minor 
proportion  of  quartzite  pebbles  in  a  dark,  fine-grained,  sandy  matrix. || These  authors  mentioned  that  the  Tarkwa 
Group formed as a result of erosion of Birimian rocks and overlies the Birimian Supergroup 
unconformably. Milesi  et  al. (1989,  1992)  stated  that  the  region  to  the  east  of  the  town  of 
Markoye  is  made  up  Tarkwa  Group  sediments. Tshibubudze  et  al. (2009)  disagreed  with 
these conclusions as the stratigraphy does not match the type section for the Tarkwa Group in 
Ghana (Milesi et al., 1989, 1991; Bossiere et al., 1996). Brown  et  al.","llm,rules",PLACE,8.0300284,-1.0800271,Ghana,APPROXIMATE,
2011_Peters_East Markoye_2011.txt,Goren Greenstone Belt,5,"(2004)  concluded  that  the 
Goren  Greenstone  Belt  of  north-east  Burkina  Faso  is  made  up  of  metamorphosed  volcanic 
and pyroclastic rock units that are intercalated with metasedimentary rocks, thus revising the 
type section stratigraphy of that belt. This research focuses on different geological aspects and provides a holistic study of the field 
area. Due  to  the  lack  of  field  work  in  the  region,  basic  stratigraphy  is  not  known  in  many 
parts  of  the  WAC. However,  Tshibubudze  and  Hein  (in  review)  have  established  a 
stratigraphy  for  the  OGGB  in  a  large  way. The  study  area  characterizes  the  greywacke 
sequence,  establishes  its  internal  stratigraphy  and  looks  at  its  relationships  with  intrusive 
rocks that crop out throughout the region. The rocks in the field area are well exposed which 
is not the case for other parts of the belt, making correlation difficult.","llm,rules",GEOLOGICAL_UNIT,,,no-geocode-result,no-geocode-result,
2011_Peters_East Markoye_2011.txt,Goren Segment,54,"Birimian 
lithological  succession  and  structural  evolution  in  the  Goren  Segment  of  the  Boromo-
Goren Greenstone Belt, Burkina Faso. Journal of African Earth Sciences, 39, 1–23. Hein,  K. A. A.,  (2010). Succession  of  structural  events  in  the  Goren  greenstone  belt 
(Burkina  Faso):  Implications  for  West  African  tectonics.",llm,PLACE,,,no-geocode-result,no-geocode-result,
2011_Peters_East Markoye_2011.txt,Goren greenstone belt,54,"Birimian 
lithological  succession  and  structural  evolution  in  the  Goren  Segment  of  the  Boromo-
Goren Greenstone Belt, Burkina Faso. Journal of African Earth Sciences, 39, 1–23. Hein,  K. A. A.,  (2010). Succession  of  structural  events  in  the  Goren  greenstone  belt 
(Burkina  Faso):  Implications  for  West  African  tectonics.",llm,GEOLOGICAL_UNIT,33.0563927,35.2369919,"Goren, Maale Yosef Regional Council, Acre Subdistrict, North District, Israel",APPROXIMATE,
2011_Peters_East Markoye_2011.txt,Gurupi belt,55,"Hirdes, W., Davis, D. W., (2002). U-Pd geochronology of Palaeoproterozoic rocks in the 
southern  part  of  the  Kedougou-Kenieba  Inlier,  Senegal,  West  Africa:  Evidence  for 
diachronous accretionary development of the Eburnean province. Precambrian Research, 
118, 83-99. Klein, E.L., Moura, C.A.V., (2009). São Luis craton and Gurupi belt (Brazil): possible 
links with the West African craton and surroundings Pan-African belts.",llm,GEOLOGICAL_UNIT,-11.72794,-49.068046,"Gurupi, Região Geográfica Imediata de Gurupi, Região Geográfica Intermediária de Gurupi, Tocantins, North Region, Brazil",APPROXIMATE,
2011_Peters_East Markoye_2011.txt,Ivory Coast,58,"Evolution of a Paleoproterozoic ‘‘weak type” orogeny in the West African Craton (Ivory 
Coast). Tectonophysics, 477, 145–159. Vernon, R. H., Clarke, G. L., (2008). Principles of metamorphic geology.","llm,rules",PLACE,7.9897371,-5.5679458,Côte d'Ivoire,APPROXIMATE,
2011_Peters_East Markoye_2011.txt,Kalvag Melange,"54,57","Blackwell 
Scientific Publishing, London, 351-388. Furnes,  H.,  Ravanas,  R.,  (1995). The  use  of  geochemical  data  in  determining  the 
provenance and tectonic setting of ancient sedimentary successions:the Kalvag Melange, 
western  Norwegion  Caledonides. In:  Plint  A. G. (Ed.),  Sedimentary  Facies  Analysis:  A 
tribute to the research and teaching of Harold G. || J., (2005). Sedimentary architecture 
of a Plio-Pleistocene proto-back-arc basin: Wanganui Basin, New Zealand. Sedimentary 
Geology, 181, 107-145. Ravanas,  R.,  (1991). A  sedimentological,  geochemical  and  provenance  study  of  the 
Kalvag  Melange,  western  Norwegian  Caledonides,  Thesis  (unpublished). University  of 
Bergen, 212 pp.",llm,PLACE,,,no-geocode-result,no-geocode-result,
2011_Peters_East Markoye_2011.txt,Kedougou-Kenieba Inlier,"54,57","Journal  of  African  Earth 
Sciences, 56, 83-94. Hein, K.A.A., Matabane, M.R., in review . The gold-bearing intrusion-related deposits of 
the FE3 opencast gold mines, Sadiola goldfield, Kedougou-Kéniéba Inlier, western Mali. Ore Geology Reviews. 53 || Pawlig, S., Gueye, M., Klischies, R., Schwarz, S., Wemmer, K., Siegesmund, S., (2006). Geochemical and Sr–Nd isotopic data on the Birimian of the Kedougou-Kenieba Inlier 
(Eastern Senegal): implications on the Palaeoproterozoic evolution of the West African 
Craton. South African Journal of Geology, 109, 411–427. Proust, J. N., Lamarche, G., Nodder, S., Kamp, P. J.",llm,GEOLOGICAL_UNIT,,,no-geocode-result,no-geocode-result,
2011_Peters_East Markoye_2011.txt,London,54,"Blackwell 
Scientific Publishing, London, 351-388. Furnes,  H.,  Ravanas,  R.,  (1995). The  use  of  geochemical  data  in  determining  the 
provenance and tectonic setting of ancient sedimentary successions:the Kalvag Melange, 
western  Norwegion  Caledonides. In:  Plint  A. G. (Ed.),  Sedimentary  Facies  Analysis:  A 
tribute to the research and teaching of Harold G.","llm,rules",PLACE,51.5074456,-0.1277653,"London, Greater London, England, United Kingdom",APPROXIMATE,
2011_Peters_East Markoye_2011.txt,Markoye Shear,"11,11,57","Earth-Science 
Reviews, 12, 1-33. Tshibubudze, A., Hein,  K. A. A., Marquis, P.,  (2009). The Markoye Shear  Zone in  NE 
Burkina Faso. Journal of African Earth Sciences, 55, 245–256. || Tshibubudze et al. (2009) described the Markoye Shear Zone and 
the  Takabangou  Shear  Zone,  which  trend  NNE  and  are  steeply-east  dipping. Hein  (2010) 
10 || The  tonalite  intruded  a  granite  adamellite 
west of the Markoye Shear Zone. To the east, it intrudes Palaeoproterozoic sedimentary and 
volcanic sequences (Tshibubudze and Hein, in review). A swarm of late dolerite dykes which 
trend WNW and NW cross-cut the supracrustal rocks of the Birimian Supergroup. They are 
dated at 250 Ma. Tshibubudze et al. (2009) classified dolerite dykes with the same trend in 
the north-east of Burkina Faso, at Essakane, which also cross-cut supracrustal rocks including 
greywacke and siltstone.","llm,rules",PLACE,,,no-geocode-result,no-geocode-result,
2011_Peters_East Markoye_2011.txt,"Montana, USA",28,"This type 
of  alteration  is  common  and  can  affect  mafic  to  felsic  rocks  during  crystallisation. An 
example  where  deuteric  alteration  affects  quartz  monzonites,  similar  in  composition  to  the 
dykes  of  the  field  area,  is  from  the  Boulder  Batholith  in  Montana,  USA. In  this  case,  the 
alteration is related to the formation of ore deposits hosted within the intrusion (Neuerburg, 
1958). 27",llm,PLACE,47.3752671,-109.638757,"Montana, United States",APPROXIMATE,
2011_Peters_East Markoye_2011.txt,Mt. Todd (Yimuyn Manjerr) Mine,54,"Relative timing of deformational, metamorphic and 
mineralisation events at the Mt. Todd (Yimuyn Manjerr) Mine, Pine Creek Inlier, 
Northern Territory, Australia. Ore Geology Reviews, 22, 143-175. Hein,  K. A. A.,  Morel,  V.,  Kagone,  O.,  Kiemde,  F.,  Mayes,  K.,  (2004).",llm,GEOLOGICAL_UNIT,34.1667992,131.2062283,"Mine, Yamaguchi Prefecture, Japan",APPROXIMATE,
2011_Peters_East Markoye_2011.txt,NE Burkina Faso,57,"Earth-Science 
Reviews, 12, 1-33. Tshibubudze, A., Hein,  K. A. A., Marquis, P.,  (2009). The Markoye Shear  Zone in  NE 
Burkina Faso. Journal of African Earth Sciences, 55, 245–256.",llm,PLACE,10.3777812,-4.6882653,"Ne, Niangoloko, Comoé, Waterfalls, Burkina Faso",APPROXIMATE,
2011_Peters_East Markoye_2011.txt,New Jersey,52,"Principles of Sedimentology and stratigraphy: Fourth Edition, Pearson 
Prentice Hall, New Jersey, 662 pp. Bossiere,  G.,  Bonkoungou,  I.,  Peucat,  J. J.,  Pupin,  J. P.,  (1996). Origin  and  age  of 
Palaeoproterozoic  conglomerates  and  sandstones  of  the  Tarkwaian  Group  in  Burkina 
Faso, West Africa. Precambrian Research, 80, 153-172.","llm,rules",PLACE,40.0757384,-74.4041622,"New Jersey, United States",APPROXIMATE,
2011_Peters_East Markoye_2011.txt,New Zealand,"10,10,43","A similar, modern environment exists in the Wanganui Basin in New Zealand. The Wanganui 
Basin is a shallow marine environment from the Plio-Pleistocene and exhibits a full range of 
sedimentary facies. It is still being in-filled today with sediment from an active volcanic arc 
(Carter and Naish.,  1998). Thick sequences of  greywacke and thin conglomerate beds from 
the Mezozoic are deposited in the 5 km deep basin and overlie basement rocks (Proust et al., 
2005). The basin is interpreted to occupy a back-arc setting today at the convergent margin of 
the  Pacific  and  Australian  plates,  where  rapid  deposition  has  taken  place  due  to  eustatic 
changes  (Carter  and  Naish.,  1998). The  Wanganui  Basin  is  infilled  with  shales,  sandstones 
and  thick  greywacke  sequences  with  intercalated  conglomerate  beds. || This  is  a  good 
correlation  to  the  sediments  of  the  Birimian  Supergroup  and  particularly  the  4  km  thick 
sequence of greywacke in the study area. It is typical for thick sedimentary sequences to be 
deposited  during  the  spreading  of  a  back-arc  environment  like  in  back-arc  environments  in 
Norway  (between  Solund  and  Bremanger)  and  New  Zealand  (Ravanas,  1991;  Ravanas  and 
Furnes, 1995; Carter and Naish., 1998). Sediment sourced from the arc settings  was transported in river systems that travelled from 
the uplifted regions, towards the basin. The sediment was then deposited in a deltaic system. The  greywackes  were  deposited  in  this  deltaic  system  on  a  steep  submarine  slope  which 
allowed for rapid deposition, gravity sliding and slumping, synonymous with turbiditic flows. The erosion rate of the arc is interpreted as getting progressively slower throughout the filling 
of  the  basin. || according to Leube et al. (1990) and Milesi et al. (1991) is classified as being predominantly 
conglomerate units with smaller sandstone and phyllite units. The  formation  of  thick  greywacke  sequences  generally  relates  to  rapid  deposition  as  to 
disallow  sorting  of  material. In  review  of  large  greywacke  units  in  modern  day  or  recent 
geological  environments,  the  Wanganui  Basin  in  New  Zealand  is  described  by  Carter  and 
Naish  (1998)  and  Proust  et  al. (2005)  as  a  shallow  marine  environment  that  is  Plio-
Pleistocene  in  age. || according to Leube et al. (1990) and Milesi et al. (1991) is classified as being predominantly 
conglomerate units with smaller sandstone and phyllite units. The  formation  of  thick  greywacke  sequences  generally  relates  to  rapid  deposition  as  to 
disallow  sorting  of  material. In  review  of  large  greywacke  units  in  modern  day  or  recent 
geological  environments,  the  Wanganui  Basin  in  New  Zealand  is  described  by  Carter  and 
Naish  (1998)  and  Proust  et  al. (2005)  as  a  shallow  marine  environment  that  is  Plio-
Pleistocene  in  age.","llm,rules",PLACE,-41.5000831,172.8344077,New Zealand,APPROXIMATE,
2011_Peters_East Markoye_2011.txt,Northern Territory,"54,54,56","G., Page, R. W., (1988). Tectonic evolution of the Pine 
Creek Inlier, Nothern Territory. Precambrian Research, 40/41, 543-564. Nesse,  W. D.,  (2000). || Relative timing of deformational, metamorphic and 
mineralisation events at the Mt. Todd (Yimuyn Manjerr) Mine, Pine Creek Inlier, 
Northern Territory, Australia. Ore Geology Reviews, 22, 143-175. Hein,  K. A. A.,  Morel,  V.,  Kagone,  O.,  Kiemde,  F.,  Mayes,  K.,  (2004). || Relative timing of deformational, metamorphic and 
mineralisation events at the Mt. Todd (Yimuyn Manjerr) Mine, Pine Creek Inlier, 
Northern Territory, Australia. Ore Geology Reviews, 22, 143-175. Hein,  K. A. A.,  Morel,  V.,  Kagone,  O.,  Kiemde,  F.,  Mayes,  K.,  (2004).","llm,rules",PLACE,-19.8516101,133.2303375,"Northern Territory, Australia",APPROXIMATE,
