filename,page,mention,location,source
2010_Mohale_GIS interpretation of NE Burkina Faso.txt,"39,4","A 
B 
Figure 4.7: A-RGB 432 false colour composite with areas of healthy and dense vegetation shown in red 
and  areas  of  less  vegetation  shown  in  light  red. Rivers  are  marked  in  blue  and  cities  (City  of 
Ouagadougou) in cyan blue (B) and drainage systems are shown in red indicating that there is vegetation 
along the river (B). Using the image above, a map showing locations of roads and cities as well as small villages was made 
using CorelDraw X3 ® Software (Fig. 4.8). 39 || Figure 4.4: RGB 742 showing sand dunes in light green on the image. Figure 4.5: Outcrop locations in grey. Figure 4.6: Sharp lithological contacts (orange). Figure 4.7: A-RGB 432 false colour composite with areas of healthy and dense vegetation shown in red 
and  areas  of  less  vegetation  shown  in  light  right. Rivers  are  marked  in  blue  and  cities  (City  of 
Ouagadougou) in cyan blue (B) and drainage systems are shown in red indicating that there is vegetation 
along the river (B). Figure 4.8: Locality map of Burkina Faso showing cities, towns, villages and roads.",City of Ouagadougou,llm
2010_Mohale_GIS interpretation of NE Burkina Faso.txt,17,"Dori Shear Zone, north trending Kargouna Shear Zone, Takabougou Shear Zone and Bom Kodjelé Shear 
Zone (Tshibubudze et al., 2010). The  Goren  Greenstone  Belt  (GGB)  forms  part  of  the  largest  Boromo-Goren  Greenstone  Belt 
(BGGB) .The GGB segment of the BGGB trends SE across the Yatenga, Bam, and Sanmatenga districts 
(Hein et al., 2004). In the GGB there are two Birimian formations: the Lower and Upper Birimian which 
are described based on studies done by Attoh (1982) and Feybesse et al. (1990) and craton-scale studies 
by Milési et al. (1989), Abouchami et al. (1990), Hottin and Ouedraogo (1992)  and Boher et al (1992).",Dori Shear Zone,llm
2010_Mohale_GIS interpretation of NE Burkina Faso.txt,16,"(2008) 
The Oudalan–Gorouol greenstone belt (OGGB) hosts gold deposits at Essakane, Gossey, Korizena 
and  Falagountou  (Tshibubudze  et  al.,  2010). In  the  OGGB,  the  Birimian  supracrustal  sequences  are 
dominated  by  meta-volcaniclastic  greywacke  that  is  intercalated  with  meta-conglomerate,  siltone  and 
shale, carbonate (dolomite) and volcanic units (pillow lavas). The OGGB is surrounded by plutonic rocks 
including granite, TTG suite granitoids and granite gneiss (Tshibubudze et al., 2010). It is crosscut by the 
NNE trending Markoye Shear Zone, NE trending Tin Takanet-Bellekcire Shear Zone, westerly trending 
16",Essakane,llm
2010_Mohale_GIS interpretation of NE Burkina Faso.txt,16,"(2008) 
The Oudalan–Gorouol greenstone belt (OGGB) hosts gold deposits at Essakane, Gossey, Korizena 
and  Falagountou  (Tshibubudze  et  al.,  2010). In  the  OGGB,  the  Birimian  supracrustal  sequences  are 
dominated  by  meta-volcaniclastic  greywacke  that  is  intercalated  with  meta-conglomerate,  siltone  and 
shale, carbonate (dolomite) and volcanic units (pillow lavas). The OGGB is surrounded by plutonic rocks 
including granite, TTG suite granitoids and granite gneiss (Tshibubudze et al., 2010). It is crosscut by the 
NNE trending Markoye Shear Zone, NE trending Tin Takanet-Bellekcire Shear Zone, westerly trending 
16",Falagountou,llm
2010_Mohale_GIS interpretation of NE Burkina Faso.txt,11,"1.2 Location and physiography 
The study area for the project is north east Burkina Faso. Burkina Faso is a landlocked country located in 
western  Africa,  north  of  Ghana  (Fig  1.1). It  shares  borders  with  six  countries  namely  Benin  in  the 
southeast, Ivory Coast in the south west, Togo and Ghana in the south, Mali in the north and Niger in the 
east. It  has  an  area  of  274.200  km2  and  an  annual  population  growth  of  2.7%.The  capital  city  is 
Ouagadougou. The official language is French and regional languages include Dioula and Mooré. 11",Ghana,llm
2010_Mohale_GIS interpretation of NE Burkina Faso.txt,17,"The studies indicate that the  
1) Lower Birimian which includes a volcano-sedimentary package with intercalated fluvial deltaic meta-
sediments is unconformably overlain by the: 
2) Upper Birimian which is a volcanic-volcanoclastic package. Further investigations on lithologies and structures completed by  Hein et al. 2004 at Sanmatenga 
district  indicate  that  the  deposition  of  the  volcanic,  metasedimentary  and  turbidic  rocks  in  the  Gorem 
segment  of  the  BGGB  is  in  three  conformable  successions:  a  lower  volcano-  sedimentary  succession, 
mafic-intermediate  volcanic  succession,  and an  upper  volcano-sedimentary  succession. The  successions 
indicate  interplay  of  marine-deltaic  sedimentary  processes  and  volcanic  activity. The  deposition  was 
interpreted to have occurred within a marginal marine setting adjacent to an emergent volcanic centre or 
island arc setting (Hein et al., 2004). The conformable nature (angular unconformity) of the successions: 
the 1) Lower Birimian and 2) Upper Birimian does not provide any case of separation into two formations 
in the Sanmatenga district described from previous studies by Attoh (1982) and Feybesse et al., (1990).",Gorem segment,llm
2010_Mohale_GIS interpretation of NE Burkina Faso.txt,44,"zone cuts the Goren greenstone belt and the BSZ cuts the OGGB and this is in accordance with what has 
been documented in literature. Greenstone belts and laterite profiles 
Since no GIS work has been done on the greenstone belts, there is no confirmation of association of 
greenstone  belts  with  laterite  profiles  found  throughout  the  study  area. From  the  interpretation  it  was 
found  that  the  laterite  profiles  have  the  same  orientation  as  the  greenstone  belts  and  cover  most  of  the 
study  area  where  greenstone  belts  are  located. Studies  by  Hein,  (2008)  show  that  dykes  in  northern 
Burkina Faso have laterite skirts and from the interpretation done in this study most of the dolerite dykes 
interpreted  had  the  laterite  skirts. The  four  greenstone  belts  Goren,  Bouroum,  Oudalan-Gorouol,  and 
Yalogo  greenstone  belts  locations  were  defined. A  Goren  Greenstone  Belt  is  cut  by  a  series  of  NE 
trending joint sets and the SSZ.",Goren,llm
2010_Mohale_GIS interpretation of NE Burkina Faso.txt,17,"Dori Shear Zone, north trending Kargouna Shear Zone, Takabougou Shear Zone and Bom Kodjelé Shear 
Zone (Tshibubudze et al., 2010). The  Goren  Greenstone  Belt  (GGB)  forms  part  of  the  largest  Boromo-Goren  Greenstone  Belt 
(BGGB) .The GGB segment of the BGGB trends SE across the Yatenga, Bam, and Sanmatenga districts 
(Hein et al., 2004). In the GGB there are two Birimian formations: the Lower and Upper Birimian which 
are described based on studies done by Attoh (1982) and Feybesse et al. (1990) and craton-scale studies 
by Milési et al. (1989), Abouchami et al. (1990), Hottin and Ouedraogo (1992)  and Boher et al (1992).",Goren Greenstone Belt,llm
2010_Mohale_GIS interpretation of NE Burkina Faso.txt,"16,44","2.2 Structures 
In NE Burkina Faso there are four greenstone belts, of which three have been studied, namely, the 
Goren  and  Oudalan-Gorouol  greenstone belts (Fig. 2.1)  which have  been  studied  by  Hein  et  al. (2004) 
Hein  et  al. (2010)  and  Tshibubudze  et  al. (2009)  and  the  Yalogo  greenstone  belt  which  has  not  been 
studied to date. Figure 2.1: Greenstone belts of Burkina Faso after Béziat et al. || zone cuts the Goren greenstone belt and the BSZ cuts the OGGB and this is in accordance with what has 
been documented in literature. Greenstone belts and laterite profiles 
Since no GIS work has been done on the greenstone belts, there is no confirmation of association of 
greenstone  belts  with  laterite  profiles  found  throughout  the  study  area. From  the  interpretation  it  was 
found  that  the  laterite  profiles  have  the  same  orientation  as  the  greenstone  belts  and  cover  most  of  the 
study  area  where  greenstone  belts  are  located. Studies  by  Hein,  (2008)  show  that  dykes  in  northern 
Burkina Faso have laterite skirts and from the interpretation done in this study most of the dolerite dykes 
interpreted  had  the  laterite  skirts. The  four  greenstone  belts  Goren,  Bouroum,  Oudalan-Gorouol,  and 
Yalogo  greenstone  belts  locations  were  defined. A  Goren  Greenstone  Belt  is  cut  by  a  series  of  NE 
trending joint sets and the SSZ.",Goren greenstone belt,llm
2010_Mohale_GIS interpretation of NE Burkina Faso.txt,16,"(2008) 
The Oudalan–Gorouol greenstone belt (OGGB) hosts gold deposits at Essakane, Gossey, Korizena 
and  Falagountou  (Tshibubudze  et  al.,  2010). In  the  OGGB,  the  Birimian  supracrustal  sequences  are 
dominated  by  meta-volcaniclastic  greywacke  that  is  intercalated  with  meta-conglomerate,  siltone  and 
shale, carbonate (dolomite) and volcanic units (pillow lavas). The OGGB is surrounded by plutonic rocks 
including granite, TTG suite granitoids and granite gneiss (Tshibubudze et al., 2010). It is crosscut by the 
NNE trending Markoye Shear Zone, NE trending Tin Takanet-Bellekcire Shear Zone, westerly trending 
16",Gossey,llm
2010_Mohale_GIS interpretation of NE Burkina Faso.txt,11,"1.2 Location and physiography 
The study area for the project is north east Burkina Faso. Burkina Faso is a landlocked country located in 
western  Africa,  north  of  Ghana  (Fig  1.1). It  shares  borders  with  six  countries  namely  Benin  in  the 
southeast, Ivory Coast in the south west, Togo and Ghana in the south, Mali in the north and Niger in the 
east. It  has  an  area  of  274.200  km2  and  an  annual  population  growth  of  2.7%.The  capital  city  is 
Ouagadougou. The official language is French and regional languages include Dioula and Mooré. 11",Ivory Coast,llm
2010_Mohale_GIS interpretation of NE Burkina Faso.txt,17,"Dori Shear Zone, north trending Kargouna Shear Zone, Takabougou Shear Zone and Bom Kodjelé Shear 
Zone (Tshibubudze et al., 2010). The  Goren  Greenstone  Belt  (GGB)  forms  part  of  the  largest  Boromo-Goren  Greenstone  Belt 
(BGGB) .The GGB segment of the BGGB trends SE across the Yatenga, Bam, and Sanmatenga districts 
(Hein et al., 2004). In the GGB there are two Birimian formations: the Lower and Upper Birimian which 
are described based on studies done by Attoh (1982) and Feybesse et al. (1990) and craton-scale studies 
by Milési et al. (1989), Abouchami et al. (1990), Hottin and Ouedraogo (1992)  and Boher et al (1992).",Kargouna Shear Zone,llm
2010_Mohale_GIS interpretation of NE Burkina Faso.txt,"19,21,4","2.3.2 Map updating using high resolution satellite imagery: A case of the kingdom of Swaziland, 2002. A case study of the Kingdom of Swaziland on map updating using high resolution satellite imagery 
was completed because the map for the area is old, outdated and largely exist in analogue form. This work 
19 || Figure  2.3.2:  Updated  national  road  network  map  overlaid  on  mosaiced  SPOT  satellite  images  of  the 
Kingdom of Swaziland. 2.3.3 Photo geology presented by Drury, 1987. Methodology 
The methodology deals with extraction of geological structures to produce geological maps from 
aerial photos and satellite images. The following criteria are used to extract data: Colour and colour tones, 
topography  and  geometry,  stream  drainage  patterns,  vegetation  anomalies. IDRISI  software  package, 
remote sensing and GIS are used considering the following four criteria: 
21 || LIST OF FIGURES 
Figure 1.1: Map of Burkina Faso showing study area. Figure 1.2: Geological map of Burkina Faso showing study area (Hottin & Ouedraogo, 1992). Figure 2.1: Greenstone belts of Burkina Faso after Béziat et al. (2008). Figure 2.3.1: Flow diagram showing assessment of severity of degradation in the Save catchment. Figure  2.3.2:  Updated  national  road  network  map  overlaid  on  mosaiced  SPOT  satellite  images  of  the 
Kingdom of Swaziland.",Kingdom of Swaziland,llm
2010_Mohale_GIS interpretation of NE Burkina Faso.txt,16,"(2008) 
The Oudalan–Gorouol greenstone belt (OGGB) hosts gold deposits at Essakane, Gossey, Korizena 
and  Falagountou  (Tshibubudze  et  al.,  2010). In  the  OGGB,  the  Birimian  supracrustal  sequences  are 
dominated  by  meta-volcaniclastic  greywacke  that  is  intercalated  with  meta-conglomerate,  siltone  and 
shale, carbonate (dolomite) and volcanic units (pillow lavas). The OGGB is surrounded by plutonic rocks 
including granite, TTG suite granitoids and granite gneiss (Tshibubudze et al., 2010). It is crosscut by the 
NNE trending Markoye Shear Zone, NE trending Tin Takanet-Bellekcire Shear Zone, westerly trending 
16",Korizena,llm
2010_Mohale_GIS interpretation of NE Burkina Faso.txt,22,"Baban and Kamaruzaman Wan Yusuf, 2001 
Study area: Langkawi Islands 
Data collection and methodology 
The study area has a Landsat TM satellite image for Langkawi Island, acquired on March 1995 was 
analysed using IDRISI, a raster-based GIS software program. Image was atmospherically corrected using 
the  darkest  pixel  approach  and  geocorrected  with  a mean  square  (RMS)  error of  less  than  half a  pixel. Using IDRISI, with composite images of the bands TM3, TM4 and TM5 an unsupervised classification of 
land use/cover was performed on the basis of spectral signatures for nine clustering areas. Secondary data 
was used to support this work. This consisted of a 1990 topographic map of scale 1:500 000, 1990 land 
use map of scale 1:150 000 and 1986 map at scale 1:100 000 and ground truth data from 255 sampled 
points. This  was  followed  by  a  supervised  classification  for  land  use/cover  where  training  sites  were 
selected on the basis of the unsupervised classified image.",Langkawi Island,llm
2010_Mohale_GIS interpretation of NE Burkina Faso.txt,22,"Baban and Kamaruzaman Wan Yusuf, 2001 
Study area: Langkawi Islands 
Data collection and methodology 
The study area has a Landsat TM satellite image for Langkawi Island, acquired on March 1995 was 
analysed using IDRISI, a raster-based GIS software program. Image was atmospherically corrected using 
the  darkest  pixel  approach  and  geocorrected  with  a mean  square  (RMS)  error of  less  than  half a  pixel. Using IDRISI, with composite images of the bands TM3, TM4 and TM5 an unsupervised classification of 
land use/cover was performed on the basis of spectral signatures for nine clustering areas. Secondary data 
was used to support this work. This consisted of a 1990 topographic map of scale 1:500 000, 1990 land 
use map of scale 1:150 000 and 1986 map at scale 1:100 000 and ground truth data from 255 sampled 
points. This  was  followed  by  a  supervised  classification  for  land  use/cover  where  training  sites  were 
selected on the basis of the unsupervised classified image.",Langkawi Islands,llm
2010_Mohale_GIS interpretation of NE Burkina Faso.txt,18,"(Tshibubudze et al., 2009). The MSZ has undergone at least two phases of reactivation which happened at 
the same time as two phases of regional deformation. The first deformation, D1 resulted in the formation 
of  NNW-NW  trending  folds  and  thrusts  during  dextral-reverse  displacement  of  the  MSZ. The  second 
deformation, D2 involved a period of SE-NW crustal shortening and sinistral-reverse displacement on the 
MSZ and is correlated to the Eburnean Orogeny approximately 2.1 Ga (Tshibubudze et al., 2009). Sabce Shear Zone 
The Sabce Shear Zone (SSZ) is a NE trending sinistral-reverse shear zone. It is represented by a 
branch  of  the  main  zone  at  Tangapella.",MSZ,llm
2010_Mohale_GIS interpretation of NE Burkina Faso.txt,11,"1.2 Location and physiography 
The study area for the project is north east Burkina Faso. Burkina Faso is a landlocked country located in 
western  Africa,  north  of  Ghana  (Fig  1.1). It  shares  borders  with  six  countries  namely  Benin  in  the 
southeast, Ivory Coast in the south west, Togo and Ghana in the south, Mali in the north and Niger in the 
east. It  has  an  area  of  274.200  km2  and  an  annual  population  growth  of  2.7%.The  capital  city  is 
Ouagadougou. The official language is French and regional languages include Dioula and Mooré. 11",Mali,llm
