filename,page,mention,location,source
2013_Ramabulana_Sadiola Hill petrology.txt,11,"late transcurrent deformation events (D1-D2), which led to the development of the MTZ and the SMFZ 
(Ledru et al. 1991; Dabo and Aifa, 2010,2011; Lawrence et al. 2013). Figure 3: Geological map of the KKI located in the eastern part of Senegal (West Africa) with sample 
localities (modified after Ledru et al. 1991). Symbol explanation: Eburnian granitoids: 1-4 ; Mako 
Group: 4 = volcano-sedimentary series; 5 = intermediate to mafic volcanics; 6 = mafic volcanics; 
Dialé-Daléma Group: 7 = intermediate volcanics; 8 = volcanogenic sediments and tuff; 9 = 
intermediate volcanics; 10 = undifferentiated detrital sediments; 11 = limestone; 12 = tourmaline-
bearing sediments; 13 = undifferentiated flyschic sediments.",KKI,llm
2013_Ramabulana_Sadiola Hill petrology.txt,10,"2.2 -2.0 Ga (Abouchami et al. 1990; Liégeois 
et al. 1991). The KKI consist of volcano-sedimentary greenstone belts intruded by granites (Gueye et al 2007). The volcano-sedimentary units are separated into two lithostratigraphic supergroups, the Mako Group 
in the west and the Diale-Dalema Group in the east (Bassot and Cen-Vachette, 1984; Bassot, 1987). The Mako Group was defined by Witschard (1965) and Bassot (1966) as being made up of 
metamorphosed and deformed volcanic and volcano-sedimentary sequences which have been intruded 
by granitoids of the Kakadian Batholith and smaller massifs.",Kakadian Batholith,llm
2013_Ramabulana_Sadiola Hill petrology.txt,"10,5,9","Abstract 
The Sadiola Hill deposit in Western Mali is located within the Kedougou-Kéniéba Inlier (KKI) which 
is part of the West African Craton. The deposit is situated within the Sadiola goldfield and comprises 
meta-sedimentary rocks and volcanic intrusions. The meta-sedimentary rocks are meta-greywacke and 
marble which have been metamorphosed to hornblende-hornfels and epidote-chlorite facies. The two 
facies are characteristic of contact metamorphism. The volcanic intrusions are tonalite-granodiorite 
and quartz-feldspar porphyry dykes which cross-cut the meta-sedimentary rocks. The dykes are part 
of the Sekokoto pluton (2083 ± 7 Ma) and are responsible for contact metamorphism in the meta-
sedimentary rocks. || Fig. 2: Geological sketch map showing major tectonic units of the West African Craton (After Boher 
et al. 1992) and location of the Kedougou-Kenieba Inlier (rectangle) 
2.1.1 Geology of the Kedougou-Kenieba Inlier 
The Kedougou-Kenieba Inlier (KKI) is the westernmost exposed part of the WAC in eastern Senegal 
and western Mali (Dia et al., 1997). The KKI is a triangular-shaped area bounded by the Mauritanide 
Hercynian Belt on its western side and is covered to the north, east and south by Neoproterozoic and 
Palaeozoic formations of the Taoudeni basin (Gueye et al. 2007). The KKI consist of Birimian 
formations formed during the Eburnean orogeny at ca. || The Man Shield crops out in the Kedougou-Kenieba Inlier in the western part of the Birimian 
Supergroup.",Kedougou-Kenieba Inlier,llm
2013_Ramabulana_Sadiola Hill petrology.txt,6,"Chapter 1: Introduction 
The Sadiola Hill gold mine is located within the Sadiola goldfield in the Kedougou-Kenieba inlier 
(KKI), which is part of the West African Craton (WAC) and is situated in western Mali. The Sadiola 
goldfield is located close to the Alamoutala-Sekokoto-Kakadian plutonic system and mineralisation 
has been shown to have a relationship with the tonalite-granodiorite plutons and diorite dykes. The 
goldfield also hosts the FE3, FE4, Timbabougouni mines, and FE2 and Tambali prospects. The 
relative association of mineralisation with highly deformed and metamorphosed rocks of the Birimian 
Supergroup makes it difficult to derive an ore genetic model. The model is important for regional and 
in-mine exploration, but also significant for understanding geologic evolution of the host rocks. A number of different ore genesis models have been proposed for Sadiola Hill deposit.",Kedougou-Kenieba inlier,llm
2013_Ramabulana_Sadiola Hill petrology.txt,12,"mine are mined by Société D’Exploitation des Mines d’Or de Sadiola S.A (SEMOS), which is a Joint 
Venture between AngloGold Ashanti, IFC and the government of Mali. The Sadiola goldfield is located within folded and altered sedimentary rocks of the Kofi Supergroup, 
which have been intruded by a number of felsic intrusions. The metasedimentary rocks consist of fine 
grained greywacke and impure carbonates with minor tuffs and acid volcanics (Hanssen et al., 1998). These lithologies show evidence of macroscopic to mesoscopic slump structures (Hein and 
Tshibubudze, 2007a, b). Carbonate, greywacke, quartz-feldspar-porphyry and diorite are the main 
host to the Sadiola deposit (Boshoff et al., 1998). The Sadiola Hill deposit is located along a diorite 
intruded marble-greywacke contact east of the SMFZ (Hanssen et al., 1998).",Kofi Supergroup,llm
2013_Ramabulana_Sadiola Hill petrology.txt,11,"late transcurrent deformation events (D1-D2), which led to the development of the MTZ and the SMFZ 
(Ledru et al. 1991; Dabo and Aifa, 2010,2011; Lawrence et al. 2013). Figure 3: Geological map of the KKI located in the eastern part of Senegal (West Africa) with sample 
localities (modified after Ledru et al. 1991). Symbol explanation: Eburnian granitoids: 1-4 ; Mako 
Group: 4 = volcano-sedimentary series; 5 = intermediate to mafic volcanics; 6 = mafic volcanics; 
Dialé-Daléma Group: 7 = intermediate volcanics; 8 = volcanogenic sediments and tuff; 9 = 
intermediate volcanics; 10 = undifferentiated detrital sediments; 11 = limestone; 12 = tourmaline-
bearing sediments; 13 = undifferentiated flyschic sediments.",MTZ,llm
2013_Ramabulana_Sadiola Hill petrology.txt,10,"2.2 -2.0 Ga (Abouchami et al. 1990; Liégeois 
et al. 1991). The KKI consist of volcano-sedimentary greenstone belts intruded by granites (Gueye et al 2007). The volcano-sedimentary units are separated into two lithostratigraphic supergroups, the Mako Group 
in the west and the Diale-Dalema Group in the east (Bassot and Cen-Vachette, 1984; Bassot, 1987). The Mako Group was defined by Witschard (1965) and Bassot (1966) as being made up of 
metamorphosed and deformed volcanic and volcano-sedimentary sequences which have been intruded 
by granitoids of the Kakadian Batholith and smaller massifs.",Mako Group,llm
2013_Ramabulana_Sadiola Hill petrology.txt,"7,8","Figure 1: Locality map of Mali showing neighbouring countries, Sadiola and other gold mines with 
estimated reserves, and the occurrence of the Birimian rocks (IAMGold.com) 
1.3. Aims and Objectives 
The main aim of this research project is to derive an ore genetic model that characterizes the potential 
source of gold mineralization and the style of deposition at the Sadiola Hill gold deposit, by 
petrographical investigation of the host rocks and associated sulphides. Microscopic analyses will be 
used to identify any characteristic indicator minerals which characterise the Sadiola Hill gold deposit, 
alteration and sulphide assemblages. A detailed study of mineralogy, alteration assemblage and 
microstructures will be of importance in contrasting the intrusion-related style with the shear-hosted 
style hypotheses with which the difference will be used to establish the most likely model for the 
Sadiola Hill deposit. 1.4 Abbreviations and acronyms 
WAC – West African Craton 
KKI – Kedougou Kenieba Inlier 
SMFZ – Senegalo-Malian Shear Zone 
MTSZ – Main Transcurrent Shear Zone 
TTG – Tonalite-Trondhjemite-Granodiorite 
SFZ – Sadiola Fracture Zone 
QFP – Quartz-feldspar porphyry || The main focus of this project has therefore been to derive an ore genesis model for the Sadiola Hill 
gold deposit by contrasting the intrusion related style hypothesis proposed for the deposit by Theron 
(1997) with the shear-hosted style hypothesis proposed by Hanssen et al. (1998) using petrographic 
analysis. The features which will characterise the Sadiola Hill gold deposit (i.e. indicator minerals, 
alteration assemblage and mineral textures) will be used to contrast the two models and to establish a 
likely model for the deposit. 1.2 Location and Physiography 
The Sadiola Hill gold mine is situated in the Sadiola goldfield, in western Mali at about 77km south of 
the regional capital, Kayes, near the international border of Mali with Senegal (Fig.1). Mali is a 
landlocked country bordered by Niger to the east, Burkina Faso to the east, Algeria to the north, and 
Senegal and Mauritania to the west in the West African Savannah-Sahel region 
(Geographia.com/Mali).",Mali,llm
2013_Ramabulana_Sadiola Hill petrology.txt,9,"Chapter 2 
2.1 Regional Geology  
2.1.1 Geology of the West African Craton 
The West African Craton (WAC) is composed of an Achaean and Palaeoproterozoic basement that is 
divided into two shields which are the Reguibat shield in the north and the Man shield in south (Potrel 
et al., 1998). These two shields are separated by the Taoudeni basin, which is Neoproterozoic to 
Devonian in age and are entirely surrounded by Pan African and Hercynian belts (Matthias et al. 2002). The Reguibat shield contains Palaeoproterozoic assemblages in the eastern part as well as 
Archean relicts which include kimberlites (Ennih and Liegeois, 2008). Large parts of the WAC in the 
Man Shield consist of Palaeoproterozoic rocks referred to as the Birimian Supergroup (Abouchami et 
al. 1990; Beziat et al., 2000). || The Birimian Supergroup represents a juvenile crust without any 
influence of surrounding Archean continents (Abouchami et al. 1990; Pawlig et al. 2006). The Man 
Shield has been divided into three age provinces (Marcfarlane et al. 1981): Leonean (~ 3.0 Ga), 
Liberian (~ 2.7 Ga), and Eburnean (~ 2.0 Ga), but there is a debate as to whether the Leonean and 
Liberian are two separate events or a single event due to limited radiometric dating (Matthias et al. 2002).",Man Shield,llm
2013_Ramabulana_Sadiola Hill petrology.txt,9,"Chapter 2 
2.1 Regional Geology  
2.1.1 Geology of the West African Craton 
The West African Craton (WAC) is composed of an Achaean and Palaeoproterozoic basement that is 
divided into two shields which are the Reguibat shield in the north and the Man shield in south (Potrel 
et al., 1998). These two shields are separated by the Taoudeni basin, which is Neoproterozoic to 
Devonian in age and are entirely surrounded by Pan African and Hercynian belts (Matthias et al. 2002). The Reguibat shield contains Palaeoproterozoic assemblages in the eastern part as well as 
Archean relicts which include kimberlites (Ennih and Liegeois, 2008). Large parts of the WAC in the 
Man Shield consist of Palaeoproterozoic rocks referred to as the Birimian Supergroup (Abouchami et 
al. 1990; Beziat et al., 2000).",Man shield,llm
2013_Ramabulana_Sadiola Hill petrology.txt,7,"The main focus of this project has therefore been to derive an ore genesis model for the Sadiola Hill 
gold deposit by contrasting the intrusion related style hypothesis proposed for the deposit by Theron 
(1997) with the shear-hosted style hypothesis proposed by Hanssen et al. (1998) using petrographic 
analysis. The features which will characterise the Sadiola Hill gold deposit (i.e. indicator minerals, 
alteration assemblage and mineral textures) will be used to contrast the two models and to establish a 
likely model for the deposit. 1.2 Location and Physiography 
The Sadiola Hill gold mine is situated in the Sadiola goldfield, in western Mali at about 77km south of 
the regional capital, Kayes, near the international border of Mali with Senegal (Fig.1). Mali is a 
landlocked country bordered by Niger to the east, Burkina Faso to the east, Algeria to the north, and 
Senegal and Mauritania to the west in the West African Savannah-Sahel region 
(Geographia.com/Mali).",Mauritania,llm
2013_Ramabulana_Sadiola Hill petrology.txt,10,"Fig. 2: Geological sketch map showing major tectonic units of the West African Craton (After Boher 
et al. 1992) and location of the Kedougou-Kenieba Inlier (rectangle) 
2.1.1 Geology of the Kedougou-Kenieba Inlier 
The Kedougou-Kenieba Inlier (KKI) is the westernmost exposed part of the WAC in eastern Senegal 
and western Mali (Dia et al., 1997). The KKI is a triangular-shaped area bounded by the Mauritanide 
Hercynian Belt on its western side and is covered to the north, east and south by Neoproterozoic and 
Palaeozoic formations of the Taoudeni basin (Gueye et al. 2007). The KKI consist of Birimian 
formations formed during the Eburnean orogeny at ca.",Mauritanide Hercynian Belt,llm
2013_Ramabulana_Sadiola Hill petrology.txt,34,"texture is consistent with that described by McFarlane et al. (2011) for the Morila gold mine in 
southeast Mali, which is classified as intrusion related gold deposit. The brecciated units are scattered around the contact aureole of the tonalite-granodiorite (Matabane, 
2008) and formed as a result of high pressure fluid circulation or by dilantacy accompanied by 
hydraulic fracturing during emplacement of the granodiorite dykes (e.g. Ethendge, 1983). The former 
correlates with skarn development described by Theron (1997a). The hydrothermal minerals in the Sadiola Hill deposit are randomly orientated (i.e.",Morila gold mine,llm
2013_Ramabulana_Sadiola Hill petrology.txt,6,"The 
deposits are characterized by shear fabrics that are associated with sulphide mineralisation. The Sadiola deposit is unique in West Africa as most of the deposits are structurally controlled (e.g. Ashanti in Ghana; Essakane in Burkina Faso; Tongon in Cote d’Ivoire, and others), but it shows 
similarities with the Morila gold mine in southern Mali which is an intrusion-related deposit 
(McFarlane et al. 2012).",Morila gold mine in southern Mali,llm
2013_Ramabulana_Sadiola Hill petrology.txt,7,"The main focus of this project has therefore been to derive an ore genesis model for the Sadiola Hill 
gold deposit by contrasting the intrusion related style hypothesis proposed for the deposit by Theron 
(1997) with the shear-hosted style hypothesis proposed by Hanssen et al. (1998) using petrographic 
analysis. The features which will characterise the Sadiola Hill gold deposit (i.e. indicator minerals, 
alteration assemblage and mineral textures) will be used to contrast the two models and to establish a 
likely model for the deposit. 1.2 Location and Physiography 
The Sadiola Hill gold mine is situated in the Sadiola goldfield, in western Mali at about 77km south of 
the regional capital, Kayes, near the international border of Mali with Senegal (Fig.1). Mali is a 
landlocked country bordered by Niger to the east, Burkina Faso to the east, Algeria to the north, and 
Senegal and Mauritania to the west in the West African Savannah-Sahel region 
(Geographia.com/Mali).",Niger,llm
2013_Ramabulana_Sadiola Hill petrology.txt,9,"Chapter 2 
2.1 Regional Geology  
2.1.1 Geology of the West African Craton 
The West African Craton (WAC) is composed of an Achaean and Palaeoproterozoic basement that is 
divided into two shields which are the Reguibat shield in the north and the Man shield in south (Potrel 
et al., 1998). These two shields are separated by the Taoudeni basin, which is Neoproterozoic to 
Devonian in age and are entirely surrounded by Pan African and Hercynian belts (Matthias et al. 2002). The Reguibat shield contains Palaeoproterozoic assemblages in the eastern part as well as 
Archean relicts which include kimberlites (Ennih and Liegeois, 2008). Large parts of the WAC in the 
Man Shield consist of Palaeoproterozoic rocks referred to as the Birimian Supergroup (Abouchami et 
al. 1990; Beziat et al., 2000).",Reguibat shield,llm
2013_Ramabulana_Sadiola Hill petrology.txt,11,"late transcurrent deformation events (D1-D2), which led to the development of the MTZ and the SMFZ 
(Ledru et al. 1991; Dabo and Aifa, 2010,2011; Lawrence et al. 2013). Figure 3: Geological map of the KKI located in the eastern part of Senegal (West Africa) with sample 
localities (modified after Ledru et al. 1991). Symbol explanation: Eburnian granitoids: 1-4 ; Mako 
Group: 4 = volcano-sedimentary series; 5 = intermediate to mafic volcanics; 6 = mafic volcanics; 
Dialé-Daléma Group: 7 = intermediate volcanics; 8 = volcanogenic sediments and tuff; 9 = 
intermediate volcanics; 10 = undifferentiated detrital sediments; 11 = limestone; 12 = tourmaline-
bearing sediments; 13 = undifferentiated flyschic sediments.",SMFZ,llm
2013_Ramabulana_Sadiola Hill petrology.txt,"6,8","Figure 1: Locality map of Mali showing neighbouring countries, Sadiola and other gold mines with 
estimated reserves, and the occurrence of the Birimian rocks (IAMGold.com) 
1.3. Aims and Objectives 
The main aim of this research project is to derive an ore genetic model that characterizes the potential 
source of gold mineralization and the style of deposition at the Sadiola Hill gold deposit, by 
petrographical investigation of the host rocks and associated sulphides. Microscopic analyses will be 
used to identify any characteristic indicator minerals which characterise the Sadiola Hill gold deposit, 
alteration and sulphide assemblages. A detailed study of mineralogy, alteration assemblage and 
microstructures will be of importance in contrasting the intrusion-related style with the shear-hosted 
style hypotheses with which the difference will be used to establish the most likely model for the 
Sadiola Hill deposit. 1.4 Abbreviations and acronyms 
WAC – West African Craton 
KKI – Kedougou Kenieba Inlier 
SMFZ – Senegalo-Malian Shear Zone 
MTSZ – Main Transcurrent Shear Zone 
TTG – Tonalite-Trondhjemite-Granodiorite 
SFZ – Sadiola Fracture Zone 
QFP – Quartz-feldspar porphyry || The 
deposits are characterized by shear fabrics that are associated with sulphide mineralisation. The Sadiola deposit is unique in West Africa as most of the deposits are structurally controlled (e.g. Ashanti in Ghana; Essakane in Burkina Faso; Tongon in Cote d’Ivoire, and others), but it shows 
similarities with the Morila gold mine in southern Mali which is an intrusion-related deposit 
(McFarlane et al. 2012).",Sadiola,llm
