filename,page,mention,location,source
2011_Woolfe_The stratigraphy and metamorphic facies of the KEMB.txt,"5,6","STUDY AREA 
a. Road to Markoye 
N 
Kel Enguef 
Kel Enguef metamorphic belt 
1 km 
b. Road to Dori 
Figure 1.1: a) Location of field area within Burkina Faso with surrounding greenstone belts and major shears 
indicated (after Tshibubudze et al., 2009). b) Satellite image of the field area in relation to Gorom Gorom. Indicated 
on the image is the location of Kel Enguef and the main roads in the area. (Google Earth) 
4 || The  field  area,  which  is  approximately  30km2,  hosts  two  east-west  trending  ridges  that 
expose a portion of the KEMB  (Fig. 1.1b). The  UTM coordinates of the extent of the field 
area  are:    30  P  (Northern  Hemisphere)  0805000  E,  1600000  N;  0805000  E,  1594000  N; 
0810000 E, 1594000 N; 0810000 E, 1600000 N. This region of Burkina Faso is situated in 
the Sahel, just south of the Sahara Desert. Climatic conditions are arid, that is very hot and 
dry. Field  work  was  carried  out  in  January  which  is  the  coolest  time  of  the  year  although 
daily  temperatures  exceeded  30  ⁰C.",Burkina Faso,llm
2011_Woolfe_The stratigraphy and metamorphic facies of the KEMB.txt,47,"Considering the KEMB and related 
pressure-temperature  conditions,  would  it  have  been  possible  to  produce  a  migmatite? The 
migmatite  is  situated  between  the  greenschist  and  amphibolite  facies. Here  temperatures 
would have been in excess of 450 ⁰C (c.f., Vernon and Clarke, 2008). The influx of fluids at 
these  temperatures  would  not  have  been  sufficient  to  induce  melting. However  there  is  the 
presence  of  several  large  plutons  in  the  surrounding  area  which  include  the  Tin  Taradat 
granodiorite-tonalite,  Dori  batholith  and  the  Granite  Adamelite  (Tshibubudze  and  Hein, 
submitted). These  could  have  been  the  source  of  high  temperature  igneous  related  fluids 
which would have infiltrated the surrounding rocks.",Dori batholith,llm
2011_Woolfe_The stratigraphy and metamorphic facies of the KEMB.txt,4,"The  Essakane  gold  mine  and  Tambão  manganese  deposit  are  situated  approximately 
20km ESE and 40km NNE of the field area, respectively, and similar styles of mineralisation 
may occur in the field area. 1.2 Location and physiography 
The KEMB is located in the northeast of Burkina Faso, approximately 275km to the northeast 
of Ouagadougou and east of the town of Gorom Gorom (Fig. 1.1a & 1.1b). 3",Essakane gold mine,llm
2011_Woolfe_The stratigraphy and metamorphic facies of the KEMB.txt,8,"2. Geology setting 
2.1 Regional geology and tectonics 
The West African Craton is composed of Palaeoproterozoic rocks of the Birimian Supergroup 
(Feybesse et  al.,  2006; Hein,  2010) and Tarkwa Group (Davis  et  al.,  1994)  as  well as  calc-
alkaline plutons which include tonalite-trondjhemite-granodiorite and diorite intrusions which 
intrude the Palaeoproterozoic stratigraphy (Pons et al., 1995; Naba et al., 2004 Hein, 2010). The Birimian Supergroup is dominated by metamorphosed sedimentary, volcano-sedimentary 
and  volcanic  sequences. The  meta-volcanic  sequences  in  the  Goren  greenstone  belt  and 
Boromo greenstone belt are at dated at 2238 ± 5 Ma and 2171 ± 7 Ma respectively (Castaing 
et  al.,  2003)  based  on  Pb-Pb  zircon  dating  from  rhyolites  within  the  belts. The 
metasedimentary  rocks  of  the  Birimian  Supergroup  comprise  mainly  metamorphosed 
volcaniclastics,  greywacke,  siltstone,  shale,  chemical  sediments  and  chert. The  younger 
Tarkwa  Group,  dated  at  2194–2132  Ma  from  U-Pb  detrital  zircons  (Davis  et  al.,  1994), 
comprises  clastic  sedimentary  rocks  derived  from  erosion  of  the  Birimian  Supergroup  of 
which it overlies unconformably (Hirdes et al., 1992 and Davis et al., 1994).",Goren greenstone belt,llm
2011_Woolfe_The stratigraphy and metamorphic facies of the KEMB.txt,"5,6","River  channels  trend  east  towards  a  major 
river that is located on the eastern limits of the field area. The majority of the land between 
the ridges is covered by millet fields where the underlying rock is covered by a layer of sand. Huts  are  scatted  across  the  farm  land  with  the  village  of  Kel  Enguef  situated  to  the  east 
between  the  two  ridges  of  the  field  area  (Fig. 1.1b). Dirt  roads  are  present  connecting  the 
village of Kel Enguef to the main road off to the west of the field area. Access into the field 
was either from this main road or from the north off a main road that connects Gorom Gorom 
to the village of Markoye (Fig. || STUDY AREA 
a. Road to Markoye 
N 
Kel Enguef 
Kel Enguef metamorphic belt 
1 km 
b. Road to Dori 
Figure 1.1: a) Location of field area within Burkina Faso with surrounding greenstone belts and major shears 
indicated (after Tshibubudze et al., 2009). b) Satellite image of the field area in relation to Gorom Gorom. Indicated 
on the image is the location of Kel Enguef and the main roads in the area. (Google Earth) 
4",Gorom Gorom,llm
2011_Woolfe_The stratigraphy and metamorphic facies of the KEMB.txt,"4,42,47,48,49,8","(2003), Tshibubudze et al. (2009)  and  Tshibubudze  and  Hein  (submitted)  give  an  understanding  of  the  stratigraphic 
sequences and metamorphism in the area. This has given some indication of what might be 
present in the Kel Enguef metamorphic belt. The project has involved the geological mapping of the field area with follow up petrographic 
and mineralogical work to elucidate the stratigraphy and metamorphic facies of the  KEMB. An  attempt  has  been  made  to  reconstruct  the  environment  of  deposition  and  the  tectonic 
setting. The study will also investigate if there is any economic mineralization and if so what 
type. || 7.4 Tectonic History 
The  KEMB  is  host  to  metamorphosed  sedimentary  sequences  and  igneous  intrusions. The 
terrain has been subjected to a series of regional tectonic events. The studies of Tshibubudze 
et al. (2009) and Tshibubudze and Hein (submitted) have indicated that the KEMB lies west 
of    the  Markoye  Shear  Zone  which  developed  by  at  least  two  regional  deformation  events. Understanding the tectonic history of the KEMB is beyond the scope of this project however 
based on the metamorphic and structural data collected, a simplified tectonic history can be 
suggested. Saying this, further studies will be crucial in acquiring a greater understanding of 
how the KEMB fits in with the regional geology. || The  Essakane  gold  mine  and  Tambão  manganese  deposit  are  situated  approximately 
20km ESE and 40km NNE of the field area, respectively, and similar styles of mineralisation 
may occur in the field area. 1.2 Location and physiography 
The KEMB is located in the northeast of Burkina Faso, approximately 275km to the northeast 
of Ouagadougou and east of the town of Gorom Gorom (Fig. 1.1a & 1.1b). 3 || The craton has been subjected to several tectonic events corresponding to the deformation of 
Birimian  Supergroup. This  includes  the  SW  directed  shortening  of  the  Tangaean  Event 
(2170-2130  Ma),  SE-NW  shortening  of  the  Eburnean  Orogeny  (2130-1980  Ma)  and  the 
young Wabo-Tampelse Event. The Tangaean Event and Eburnean Orogeny were associated 
with emplacement of TTG-suite plutons and dykes (Feybesse et al., 2006; Tshibubudze et al., 
2009; Hein 2010). The tectonic events resulted in the formation of greenstone belts separated 
by  the  granitoids  (Hirdes  and  Davis,  2002). The  Eburnean  Orogeny  resulted  in  regional 
metamorphism of the Birimian Supergroup to greenschist facies and contact metamorphism 
from pluton emplacement to low - medium amphibolite facies (Pons et al., 1995; Debat et al., 
2003). 2.2 Local geology 
The  Markoye  Shear  Zone  lies  to  the  east  of  the  KEMB. || The intrusion of the diorite pluton. There are several granodiorite plutons that occur in 
the  surrounding  area  (Tshibubudze  and  Hein,  submitted). The  most  likely  source  of 
the pluton in KEMB could be a  younger batholith related diorite intrusions south of 
the town of Gorom Gorom. 7. The  formation  of  the  ferricrete  horizons  followed  by  the  tertiary  sands. Ferricrete 
horizons  in  the  WAC  formed  during  the  Cretaceous  and  associated  with  the 
development of in situ laterite (Brown et al., 1994; Burke and Gunnell, 2008). || Therefore  the  sequences  described  may 
represent a portion of the Oudalan-Gorouol greenstone belt and this would also be enforced 
by the KEMB close proximity to the belt, to east of the Markoye shear zone, 
41 || These zones of infiltration would have 
had  to  be  concentrated  and  localised. The  rapid  increase  of  temperature  in  pre-existing  hot 
conditions could have induced partial melting and dehydration of the rock. Migmatites from 
Saint-Malo, France, with a very similar mineral assemblage of muscovite-plagioclase-quartz 
leucosome and biotite-rich melanosome, are interpreted to have formed by the breakdown of 
muscovite (Sawyer, 2008). Although the Saint-Malo migmatites have been proposed to have 
formed  in  upper  amphibolite  facies,  the  presence  of  muscovite  in  the  metamorphosed  rock 
which formed the migmatite in KEMB would have been a source for more hydrous fluid. 46",KEMB,llm
2011_Woolfe_The stratigraphy and metamorphic facies of the KEMB.txt,"13,5","Kel Enguef 
Figure 2.2: Geography and surface cover map of the KEMB. 12 || STUDY AREA 
a. Road to Markoye 
N 
Kel Enguef 
Kel Enguef metamorphic belt 
1 km 
b. Road to Dori 
Figure 1.1: a) Location of field area within Burkina Faso with surrounding greenstone belts and major shears 
indicated (after Tshibubudze et al., 2009). b) Satellite image of the field area in relation to Gorom Gorom. Indicated 
on the image is the location of Kel Enguef and the main roads in the area. (Google Earth) 
4",Kel Enguef,llm
2011_Woolfe_The stratigraphy and metamorphic facies of the KEMB.txt,"10,2,30,4,5","(2003), Tshibubudze et al. (2009)  and  Tshibubudze  and  Hein  (submitted)  give  an  understanding  of  the  stratigraphic 
sequences and metamorphism in the area. This has given some indication of what might be 
present in the Kel Enguef metamorphic belt. The project has involved the geological mapping of the field area with follow up petrographic 
and mineralogical work to elucidate the stratigraphy and metamorphic facies of the  KEMB. An  attempt  has  been  made  to  reconstruct  the  environment  of  deposition  and  the  tectonic 
setting. The study will also investigate if there is any economic mineralization and if so what 
type. || 3. Methodology 
In order to  gain  an understanding of the field  area, a mosaic was constructed using Google 
Earth® images of the Kel Enguef metamorphic belt before entering the field. This was used 
to  locate  the  field  area  with  respect  to  the  surrounding  topography  which  included  the 
location and orientation of rivers and ridges, as well as roads and villages. These were used 
for orientation in the field. Reconnaissance of the terrain and geology was carried out  in the field area before mapping 
commenced. This assisted in planning field mapping and the location of suitable drop-off and 
pick-up points and access within the field area. || 5. Petrography 
The petrographic study included 16 thin section samples of the Kel Enguef metamorphic belt. These  were  chosen  as  representative  samples  of  the  stratigraphy. The  focus  of  the 
petrographic study was on the textural features and mineral assemblages in order to establish 
the original rock types and the conditions which lead to metamorphism of the metamorphic 
samples. The study splits the samples into the various facies. Intrusive samples focus on the 
mineralogy. || Abstract 
The  Kel  Enguef  metamorphic  belt  is  host  to  metamorphosed  clastic  and  chemical 
sedimentary  rocks  that  are  intruded  by  gabbro  dykes  and  a  diorite  pluton. The 
metamorphosed  clastic  and  sedimentary  rocks  were  deposited  in  a  deltaic  setting  into  a 
shallow  marine  environment. The  sequences  comprise  fine-  to  coarse-grained  sedimentary 
rocks  that  exhibit  an  overall  upward  coarsening  stratigraphy. The  metamorphism  and 
deformation of the sequences is interpreted to have occurred mainly as a result of burial. Both 
greenschist and amphibolite grade metamorphism have been recognised. Gradation between 
these two facies is not observed. || STUDY AREA 
a. Road to Markoye 
N 
Kel Enguef 
Kel Enguef metamorphic belt 
1 km 
b. Road to Dori 
Figure 1.1: a) Location of field area within Burkina Faso with surrounding greenstone belts and major shears 
indicated (after Tshibubudze et al., 2009). b) Satellite image of the field area in relation to Gorom Gorom. Indicated 
on the image is the location of Kel Enguef and the main roads in the area. (Google Earth) 
4",Kel Enguef metamorphic belt,llm
2011_Woolfe_The stratigraphy and metamorphic facies of the KEMB.txt,"48,8","7.4 Tectonic History 
The  KEMB  is  host  to  metamorphosed  sedimentary  sequences  and  igneous  intrusions. The 
terrain has been subjected to a series of regional tectonic events. The studies of Tshibubudze 
et al. (2009) and Tshibubudze and Hein (submitted) have indicated that the KEMB lies west 
of    the  Markoye  Shear  Zone  which  developed  by  at  least  two  regional  deformation  events. Understanding the tectonic history of the KEMB is beyond the scope of this project however 
based on the metamorphic and structural data collected, a simplified tectonic history can be 
suggested. Saying this, further studies will be crucial in acquiring a greater understanding of 
how the KEMB fits in with the regional geology. || The craton has been subjected to several tectonic events corresponding to the deformation of 
Birimian  Supergroup. This  includes  the  SW  directed  shortening  of  the  Tangaean  Event 
(2170-2130  Ma),  SE-NW  shortening  of  the  Eburnean  Orogeny  (2130-1980  Ma)  and  the 
young Wabo-Tampelse Event. The Tangaean Event and Eburnean Orogeny were associated 
with emplacement of TTG-suite plutons and dykes (Feybesse et al., 2006; Tshibubudze et al., 
2009; Hein 2010). The tectonic events resulted in the formation of greenstone belts separated 
by  the  granitoids  (Hirdes  and  Davis,  2002). The  Eburnean  Orogeny  resulted  in  regional 
metamorphism of the Birimian Supergroup to greenschist facies and contact metamorphism 
from pluton emplacement to low - medium amphibolite facies (Pons et al., 1995; Debat et al., 
2003). 2.2 Local geology 
The  Markoye  Shear  Zone  lies  to  the  east  of  the  KEMB.",Markoye Shear Zone,llm
2011_Woolfe_The stratigraphy and metamorphic facies of the KEMB.txt,"4,9","(2003) and the area has been shown to comprise basalt, rhyolite and tuffaceous 
material  with  evidence  of  possible  gold  mineralisation. Apart  from  Castaing  et  al. (2003) 
nothing  further  has  been  described  for  the  area  indicating  the  importance  of  this  study. Studies  in  the  surrounding  area  of  the  Oudalan-Gorouol  Greenstone  Belt  (just  east  of  the 
KEMB) by Nikiema et al. (1993), Pons et al. (1995), Debat et al. || Specifically  the  Oudalan-Gorouol  Greenstone  Belt  has  undergone  greenschist-
facies  metamorphism  (Tshibubudze  et  al.,  2009). Regional  metamorphism  to  greenschist 
facies is associated to north-south crustal shortening during the Eburnean Orogeny (Vidal et 
al., 1996, Beziat et al., 2000, Hein et al., 2004 and Naba et al., 2004). Contact metamorphism 
of  these  rocks  occurred  due  to  the  emplacement  of  granitoids  which  include  granite-
adamellite,  granite  and  granodiorite  compositions  (Pons  et  al.,  1995;  Debat  et  al.,  2003; 
Tshibubudze et al., 2009). Metamorphism of the surrounding units to the granitoids occurred 
to  amphibolite-facies  (Pons  et  al.,  1995;  Tshibubudze  et  al.,  2009;  Tshibubudze  and  Hein, 
submitted)  and  granulite  facies  (Tshibubudze  and  Hein,  submitted).. Through  hornblende 
barometric estimates, shallow crust (3-4 kbar) emplacement of plutons has been established 
(Pons et al., 1992). Gold and manganese mineralisation as well as pegamatite veins are present in the Oudalan-
Gorouol  greenstone  belt  (Milési  et  al.,  1992;  Nikiéma,  1992;  Beauvais  et  al.,  2008 
Tshibubudze, et al., 2009; Tshibubudze and Hein, submitted).",Oudalan-Gorouol Greenstone Belt,llm
2011_Woolfe_The stratigraphy and metamorphic facies of the KEMB.txt,42,"The deltaic environment determined 
from the metaclastic succession allows for the interpretation of the underlying banded iron-
formation  and amphibolite. Although definitive evidence of a  conformable contact  between 
the iron-formation and the metaclastics was not observed, the increase in metamorphic grade 
and  facing  direction  suggests  that  these  sequences  occur  lower  in  the  stratigraphy. The 
occurrence of the banded ironstone formation is typical of shallow water environments of the 
Proterozoic (Leeder, 1999). This  would have occurred distal  to  a delta setting on a shelf or 
proximal to the delta during periods of reduced sedimentation. The fine-grained sediment of 
the amphibolite would have been deposited in the prodelta in the form of shales or mudstone. The  described  protoliths  of  quartzwacke,  shale  and  possible  pebble  quartz  arenite  fit  well 
with  the  sedimentary  rocks  of  the  Birimian  Supergroup  and  in  particular  the  Oudalan-
Gorouol  greenstone belt  described by  Pons  et  al., 1995; Debat  et  al., 2003;  Tshibubudze et 
al.,  2009;  Tshibubudze  and  Hein,  submitted. || Therefore  the  sequences  described  may 
represent a portion of the Oudalan-Gorouol greenstone belt and this would also be enforced 
by the KEMB close proximity to the belt, to east of the Markoye shear zone, 
41",Oudalan-Gorouol greenstone belt,llm
2011_Woolfe_The stratigraphy and metamorphic facies of the KEMB.txt,5,"STUDY AREA 
a. Road to Markoye 
N 
Kel Enguef 
Kel Enguef metamorphic belt 
1 km 
b. Road to Dori 
Figure 1.1: a) Location of field area within Burkina Faso with surrounding greenstone belts and major shears 
indicated (after Tshibubudze et al., 2009). b) Satellite image of the field area in relation to Gorom Gorom. Indicated 
on the image is the location of Kel Enguef and the main roads in the area. (Google Earth) 
4",Road to Dori,llm
2011_Woolfe_The stratigraphy and metamorphic facies of the KEMB.txt,5,"STUDY AREA 
a. Road to Markoye 
N 
Kel Enguef 
Kel Enguef metamorphic belt 
1 km 
b. Road to Dori 
Figure 1.1: a) Location of field area within Burkina Faso with surrounding greenstone belts and major shears 
indicated (after Tshibubudze et al., 2009). b) Satellite image of the field area in relation to Gorom Gorom. Indicated 
on the image is the location of Kel Enguef and the main roads in the area. (Google Earth) 
4",Road to Markoye,llm
2011_Woolfe_The stratigraphy and metamorphic facies of the KEMB.txt,6,"The  field  area,  which  is  approximately  30km2,  hosts  two  east-west  trending  ridges  that 
expose a portion of the KEMB  (Fig. 1.1b). The  UTM coordinates of the extent of the field 
area  are:    30  P  (Northern  Hemisphere)  0805000  E,  1600000  N;  0805000  E,  1594000  N; 
0810000 E, 1594000 N; 0810000 E, 1600000 N. This region of Burkina Faso is situated in 
the Sahel, just south of the Sahara Desert. Climatic conditions are arid, that is very hot and 
dry. Field  work  was  carried  out  in  January  which  is  the  coolest  time  of  the  year  although 
daily  temperatures  exceeded  30  ⁰C.",Sahara Desert,llm
2011_Woolfe_The stratigraphy and metamorphic facies of the KEMB.txt,6,"The  field  area,  which  is  approximately  30km2,  hosts  two  east-west  trending  ridges  that 
expose a portion of the KEMB  (Fig. 1.1b). The  UTM coordinates of the extent of the field 
area  are:    30  P  (Northern  Hemisphere)  0805000  E,  1600000  N;  0805000  E,  1594000  N; 
0810000 E, 1594000 N; 0810000 E, 1600000 N. This region of Burkina Faso is situated in 
the Sahel, just south of the Sahara Desert. Climatic conditions are arid, that is very hot and 
dry. Field  work  was  carried  out  in  January  which  is  the  coolest  time  of  the  year  although 
daily  temperatures  exceeded  30  ⁰C.",Sahel,llm
2011_Woolfe_The stratigraphy and metamorphic facies of the KEMB.txt,47,"These zones of infiltration would have 
had  to  be  concentrated  and  localised. The  rapid  increase  of  temperature  in  pre-existing  hot 
conditions could have induced partial melting and dehydration of the rock. Migmatites from 
Saint-Malo, France, with a very similar mineral assemblage of muscovite-plagioclase-quartz 
leucosome and biotite-rich melanosome, are interpreted to have formed by the breakdown of 
muscovite (Sawyer, 2008). Although the Saint-Malo migmatites have been proposed to have 
formed  in  upper  amphibolite  facies,  the  presence  of  muscovite  in  the  metamorphosed  rock 
which formed the migmatite in KEMB would have been a source for more hydrous fluid. 46","Saint-Malo, France",llm
2011_Woolfe_The stratigraphy and metamorphic facies of the KEMB.txt,9,"Gold mineralisation, found at 
many locations, is hosted in shear zones as structural hosted lode-gold associated with NW-
SE structures (Nikiéma, 1992; Tshibubudze et al., 2009; Tshibubudze and Hein, submitted). Manganese  mineralisation  is  situated  NE  and  SW  of  the  KEMB  at  Tambăo  and  Billiata 
(Tshibubudze and Hein, submitted) and pegamatite veins are situated NE at Tambăo. 8",Tambao,llm
2011_Woolfe_The stratigraphy and metamorphic facies of the KEMB.txt,4,"The  Essakane  gold  mine  and  Tambão  manganese  deposit  are  situated  approximately 
20km ESE and 40km NNE of the field area, respectively, and similar styles of mineralisation 
may occur in the field area. 1.2 Location and physiography 
The KEMB is located in the northeast of Burkina Faso, approximately 275km to the northeast 
of Ouagadougou and east of the town of Gorom Gorom (Fig. 1.1a & 1.1b). 3",Tambao manganese deposit,llm
2011_Woolfe_The stratigraphy and metamorphic facies of the KEMB.txt,47,"Considering the KEMB and related 
pressure-temperature  conditions,  would  it  have  been  possible  to  produce  a  migmatite? The 
migmatite  is  situated  between  the  greenschist  and  amphibolite  facies. Here  temperatures 
would have been in excess of 450 ⁰C (c.f., Vernon and Clarke, 2008). The influx of fluids at 
these  temperatures  would  not  have  been  sufficient  to  induce  melting. However  there  is  the 
presence  of  several  large  plutons  in  the  surrounding  area  which  include  the  Tin  Taradat 
granodiorite-tonalite,  Dori  batholith  and  the  Granite  Adamelite  (Tshibubudze  and  Hein, 
submitted). These  could  have  been  the  source  of  high  temperature  igneous  related  fluids 
which would have infiltrated the surrounding rocks.",Tin Taradat granodiorite-tonalite,llm
2011_Woolfe_The stratigraphy and metamorphic facies of the KEMB.txt,49,"The intrusion of the diorite pluton. There are several granodiorite plutons that occur in 
the  surrounding  area  (Tshibubudze  and  Hein,  submitted). The  most  likely  source  of 
the pluton in KEMB could be a  younger batholith related diorite intrusions south of 
the town of Gorom Gorom. 7. The  formation  of  the  ferricrete  horizons  followed  by  the  tertiary  sands. Ferricrete 
horizons  in  the  WAC  formed  during  the  Cretaceous  and  associated  with  the 
development of in situ laterite (Brown et al., 1994; Burke and Gunnell, 2008).",WAC,llm
