filename,location,pages,mentions,source,location_type,geocode_lat,geocode_lon,geocode_str,geocode_type
2011_Peters_East Markoye_2011.txt,Beziat,12,"stated that there were in  fact  three phases of deformation; (1)  the Tangaean Event  which is 
the characterised by a north-west trending fold-thrust belt (2170-2130 Ma cf., Tshibubudze et 
al.,  2009;  Hein,  2010);  (2)  the  polycyclic  Eburnean  Orogeny  which  involved  continental 
collision  with the orogenic front and associated shear zones in a north-northeast orientation 
(2130-1980  Ma,  Feybesse  et  al.,  2006)  and  (3)  the  Wabo-Tampelse  Event  which  is 
characterised  by  dextral  reverse  thrusts  and  WNW-trending  shears  and  folds  (undated  cf., 
Hein et al., 2004; Hein, 2010). 3.5. Metallogenesis 
Gold  mineralisation  in  the  WAC  is  classified  into  five  different  processes  of  formation  by 
Milesi et al. (1989) which was reviewed by Beziat et al. (2008) and Hein and Matabane (in 
review). These classifications are: (1) Mineralisation that occurs in tourmalinised turbidites; 
(2)  Mineralisation  of  intrusive  rocks  that  occur  within  disseminated  sulphides;  (3) 
Conglomerates which host gold; (4) Lode gold where the gold is formed within arsenopyrite; 
(5) Lode gold hosted in quartz veins where the gold is in its native state.",rules,PLACE,43.3928963,1.5314333,"Beziat, Auragne, Muret, Haute-Garonne, Occitania, Metropolitan France, 31190, France",APPROXIMATE
2011_Peters_East Markoye_2011.txt,Boromo- Goren Greenstone Belt,54,"Birimian 
lithological  succession  and  structural  evolution  in  the  Goren  Segment  of  the  Boromo-
Goren Greenstone Belt, Burkina Faso. Journal of African Earth Sciences, 39, 1–23. Hein,  K. A. A.,  (2010). Succession  of  structural  events  in  the  Goren  greenstone  belt 
(Burkina  Faso):  Implications  for  West  African  tectonics.",rules,GEOLOGICAL_UNIT,no-geocode-result,no-geocode-result,no-geocode-result,no-geocode-result
2011_Peters_East Markoye_2011.txt,Boromo-Goren,53,"Dott, R. H., (1964). Wacke, Graywacke and matrix-what approach to immature sandstone 
classification? Journal of Sedimentary Petrology, 34, 625-632. Feybesse,  J.-L.,  Milesi,  J.-P.,  Ouedraogo,  M.F.,  Prost,  A.,  (1990). La  ‘‘ceinture’’ 
Proterozoıque  inferieur  de  Boromo–Goren  (Burkina  Faso):  un  exemple  d’interference 
entre  deux  phases  transcurrentes  eburneenes.",llm,PLACE,no-geocode-result,no-geocode-result,no-geocode-result,no-geocode-result
2011_Peters_East Markoye_2011.txt,Boromo-Goren Greenstone Belt,54,"Birimian 
lithological  succession  and  structural  evolution  in  the  Goren  Segment  of  the  Boromo-
Goren Greenstone Belt, Burkina Faso. Journal of African Earth Sciences, 39, 1–23. Hein,  K. A. A.,  (2010). Succession  of  structural  events  in  the  Goren  greenstone  belt 
(Burkina  Faso):  Implications  for  West  African  tectonics.",llm,GEOLOGICAL_UNIT,no-geocode-result,no-geocode-result,no-geocode-result,no-geocode-result
2011_Peters_East Markoye_2011.txt,Bouchot,53,"Comptes  Rendus  de  l’Academie  des 
Sciences de Paris, Serie II, Sciences de la Terre et des Planetes, 310, 1353–1360. Feybesse, J. L., Billa, M., Guerrot, C., Duguey, E., Lescuyer, J. L., Milesi, J. P., Bouchot, 
V., 2006. The paleoproterozoic Ghanian province: geodynamic model and ore 
controls, including regional stress modelling.",rules,PLACE,48.8094602,6.0781699,"Bouchot, Belleville, Nancy, Meurthe-et-Moselle, Grand Est, Metropolitan France, 54940, France",APPROXIMATE
2011_Peters_East Markoye_2011.txt,Boulder,28,"This type 
of  alteration  is  common  and  can  affect  mafic  to  felsic  rocks  during  crystallisation. An 
example  where  deuteric  alteration  affects  quartz  monzonites,  similar  in  composition  to  the 
dykes  of  the  field  area,  is  from  the  Boulder  Batholith  in  Montana,  USA. In  this  case,  the 
alteration is related to the formation of ore deposits hosted within the intrusion (Neuerburg, 
1958). 27",rules,PLACE,40.0149856,-105.270545,"Boulder, Boulder County, Colorado, United States",APPROXIMATE
2011_Peters_East Markoye_2011.txt,"Boulder Batholith in Montana, USA",28,"This type 
of  alteration  is  common  and  can  affect  mafic  to  felsic  rocks  during  crystallisation. An 
example  where  deuteric  alteration  affects  quartz  monzonites,  similar  in  composition  to  the 
dykes  of  the  field  area,  is  from  the  Boulder  Batholith  in  Montana,  USA. In  this  case,  the 
alteration is related to the formation of ore deposits hosted within the intrusion (Neuerburg, 
1958). 27",llm,GEOLOGICAL_UNIT,39.7837304,-100.445882,United States,APPROXIMATE
2011_Peters_East Markoye_2011.txt,"Boulder Batholith, Montana",56,"Introduction  to  mineralogy. Oxford  University  Press,  Oxford,  pg 
92, 442 pp. Neuerburg,  G. J.,  (1958). Deuteric  alteration  of  some  aplite-pegmatities  of  the  Boulder 
Batholith,  Montana,  and  its  possible  significance  to  ore  deposition. Economic  Geology, 
53, 287-299.",llm,GEOLOGICAL_UNIT,47.3752671,-109.638757,"Montana, United States",APPROXIMATE
2011_Peters_East Markoye_2011.txt,Bouma,48,"Layer A-Planar and cross-bedding    
Layer B-Massive and graded 
Figure 17: Layer A and B of a Bouma sequence in the greywackes 
0      1 km 
                                     N                      
   N                                           0     100 m 
Figure  18:    Laterite  capped  ridges  covering  a 
relatively large area of the study region. 47",rules,PLACE,12.65,3.5833333,"Bouma, Gaya, Dosso Region, Niger",APPROXIMATE
2011_Peters_East Markoye_2011.txt,Bouma Cycle,11,"Needham  et  al. (1988)  stated  that  these  interbedded  units  make  up  only  a 
portion of the Bouma Cycle from a turbiditic origin. 3.3. Intrusions 
Tshibubudze et al. (2009) studied and described the intrusive bodies in the northern region of 
Burkina  Faso. The  Tin  Taradat  granodiorite  tonalite  is  intruded  by  the  Yacouba  Mafic 
Complex  (layered  pyroxenite  and  gabbro  suite).",rules,PLACE,no-geocode-result,no-geocode-result,no-geocode-result,no-geocode-result
2011_Peters_East Markoye_2011.txt,Brazil,55,"Hirdes, W., Davis, D. W., (2002). U-Pd geochronology of Palaeoproterozoic rocks in the 
southern  part  of  the  Kedougou-Kenieba  Inlier,  Senegal,  West  Africa:  Evidence  for 
diachronous accretionary development of the Eburnean province. Precambrian Research, 
118, 83-99. Klein, E.L., Moura, C.A.V., (2009). São Luis craton and Gurupi belt (Brazil): possible 
links with the West African craton and surroundings Pan-African belts.","llm,rules",PLACE,-10.3333333,-53.2,Brazil,APPROXIMATE
2011_Peters_East Markoye_2011.txt,Burke,53,"Burke, K., Gunnell, Y., (2008). The African erosion surface: a continental-scale synthesis 
of  geomorphology, tectonics, and environmental change over the past 180 million years. Published by Geological Society of America, 34-40. Carter,  R. M. and  Naish,  T.",rules,PLACE,35.7270403,-81.6632108,"Burke County, North Carolina, United States",APPROXIMATE
2011_Peters_East Markoye_2011.txt,Burkina,5,"2.0. Introduction 
2.1. Preamble 
The  study  area  is  situated  in  the  Oudalan-Gourouol  Greenstone  Belt  (OGGB)  in  north-east 
Burkina  Faso  (Fig. 1). Besides  the  research  completed  by  Tshibubudze  et  al. (2009)  which 
only encompassed a minor portion to the north of the study area, the study area has not been 
previously  mapped  or  described.",rules,PLACE,12.0753083,-1.6880314,Burkina Faso,APPROXIMATE
2011_Peters_East Markoye_2011.txt,Burkina Faso,"52,53,54,53","Birimian 
lithological  succession  and  structural  evolution  in  the  Goren  Segment  of  the  Boromo-
Goren Greenstone Belt, Burkina Faso. Journal of African Earth Sciences, 39, 1–23. Hein,  K. A. A.,  (2010). Succession  of  structural  events  in  the  Goren  greenstone  belt 
(Burkina  Faso):  Implications  for  West  African  tectonics. || Dott, R. H., (1964). Wacke, Graywacke and matrix-what approach to immature sandstone 
classification? Journal of Sedimentary Petrology, 34, 625-632. Feybesse,  J.-L.,  Milesi,  J.-P.,  Ouedraogo,  M.F.,  Prost,  A.,  (1990). La  ‘‘ceinture’’ 
Proterozoıque  inferieur  de  Boromo–Goren  (Burkina  Faso):  un  exemple  d’interference 
entre  deux  phases  transcurrentes  eburneenes. || Principles of Sedimentology and stratigraphy: Fourth Edition, Pearson 
Prentice Hall, New Jersey, 662 pp. Bossiere,  G.,  Bonkoungou,  I.,  Peucat,  J. J.,  Pupin,  J. P.,  (1996). Origin  and  age  of 
Palaeoproterozoic  conglomerates  and  sandstones  of  the  Tarkwaian  Group  in  Burkina 
Faso, West Africa. Precambrian Research, 80, 153-172. || Brown, E. T., Bourles, D. L., Colin, F., Safno, Z., Raisbeck, G. M., Yiou, F., (1994). The 
development of iron crust lateritic systems in Burkina Faso, West Africa examined with 
in-situ-produced cosmogenic nuclides. Earth and Planetary Science Letters, 124, 19–33.","llm,rules",PLACE,12.0753083,-1.6880314,Burkina Faso,APPROXIMATE
2011_Peters_East Markoye_2011.txt,Cambridge,"52,58","12.0. References  
Albarede,  F.,  (2003). Geochemistry:  An  Introduction. Cambridge  University  Press, 
Cambridge, 248 pp. Anders,  E.,  and  Grevesse,  N.,  (1989). Abundances  of  the  elements:  Meteoric  and  solar. || Cambridge 
University Press, Cambridge, 446. 57","llm,rules",PLACE,52.2055314,0.1186637,"Cambridge, Cambridgeshire, Cambridgeshire and Peterborough, England, United Kingdom",APPROXIMATE
2011_Peters_East Markoye_2011.txt,Carlsbad,22,"the influence of gravity and makes up part of the Bouma Cycle (Bouma, 1962). In the field 
area,  the  bottom  layers  of  the  cycle  was  seen;  (1)  massive  and  graded;  (2)  plane  parallel 
laminae and (3) ripples, wavy or convoluted laminae (Bouma, 1962; Shanmugam, 1997). There is a variable amount of orthoclase in most samples, (modal abundance ranging from 2-
15%)  as  shown  by  very  prominent  Carlsbad  twinning  and  the  typical  smoky  grey  to  white 
colourations. Granophyric  texture  in  some  clasts  provided  evidence  of  simultaneous  rapid 
growth  of  quartz  and  alkali  feldspars  in  the  source  rock  region  (Barker,  1970). Perthitic 
textures  were  also  evident  in  some  clasts  indicating  that  the  clast  source  region  underwent 
exsolution between plagioclase and K-feldspars (Nesse, 2000). Clinopyroxene was present in 
most of the samples in a relatively high abundance of 5-10%.",rules,PLACE,50.2306216,12.8701437,"Karlovy Vary, okres Karlovy Vary, Karlovy Vary Region, Northwest, Czechia",APPROXIMATE
2011_Peters_East Markoye_2011.txt,Castaing,38,"sequence  with  occasional  mud  drapes  making  up  the  Bouma  Te/f  layer  of  the  sequence. Layers A and B often occur together in coarser grained sediments which is the case for the 
greywackes (Boggs, 2004) as shown by Figure 14. Figure 14: Classic model of the Bouma Cycle (Shanmugam, 1997). Stratigraphically, the entire field area was previously assigned to the metasedimentary rocks 
of the Tarkwa Group (Milesi et al., 1989, 1992; Castaing et al., 2003) which represents the 
erosional  product  of  the  Birimian  Supergroup. The  correlation  with  the  Tarkwa  Group  was 
based on the single conglomerate unit in the study area and several conglomerate bands near 
the  Essakane  gold  mine  (Milesi  et  al.,  1989,  1991;  Bossiere  et  al.,  1996). The  Tarkwaian 
conglomerates in the type section in Ghana consist mostly of quartz vein clasts and a minor 
proportion  of  quartzite  pebbles  in  a  dark,  fine-grained,  sandy  matrix.",rules,PLACE,43.4389545,1.2497833,"Castaing, Lherm, Muret, Haute-Garonne, Occitania, Metropolitan France, 31600, France",APPROXIMATE
2011_Peters_East Markoye_2011.txt,Cenozoic,52,"Chemical and physical erosion 
rhythms  of  the  West  African  Cenozoic  morphogenesis:  The  39Ar-40Ar  dating  of 
supergene K-Mn oxides. Journal of Geophysical Research, 113, 1-15. Beziat, D., Dubois, M., Debat, P., Nikiema, S., Salvi, S., Tollon, F., (2008). Gold 
metallogeny  in  the  Birimian  craton  of  Burkina  Faso  (West  Africa). Journal  of  African 
Earth Sciences, 50, 215–233. Boggs, S., (2006).",rules,PLACE,32.4409175,-111.0722822,"North Cenozoic Drive, Marana, Pima County, Arizona, United States",APPROXIMATE
2011_Peters_East Markoye_2011.txt,Clarke,29,"The  field  area  and  the  OGGB  do  not  exhibit  the  correct  criteria  for  large-scale  contact 
metamorphism. One  would  expect  to  see  a  prominent  zonation  to  an  igneous  mass. In  the 
case  of  the  Pine  Creek  Inlier,  a  zonation  from  hornfels  to  greenschist  is  mappable,  with  a 
definable  biotite  isograd  (Hein,  2003). Burial  metamorphism  is  an  active  process  which 
would  have  involved  basin  subsidence  and  a  resulting  increase  in  the  geothermal  gradient. There  would  be  an  increase  in  pressure  and  temperature  as  well  as  the  development  of 
bedding parallel cleavage at depth (Vernon and Clarke, 2008). Cleavage is not present in the 
rocks,  even  at  a  petrographic  scale  and  there  is  no  mineral  fabric  suggesting  burial 
metamorphism.",rules,PLACE,33.9458693,-83.3557816,"Clarke County, Georgia, United States",APPROXIMATE
2011_Peters_East Markoye_2011.txt,Colin,53,"Brown, E. T., Bourles, D. L., Colin, F., Safno, Z., Raisbeck, G. M., Yiou, F., (1994). The 
development of iron crust lateritic systems in Burkina Faso, West Africa examined with 
in-situ-produced cosmogenic nuclides. Earth and Planetary Science Letters, 124, 19–33.",rules,PLACE,31.8633433,-102.3323167,"Colin, Odessa, Ector County, Texas, 79761, United States",APPROXIMATE
2011_Peters_East Markoye_2011.txt,Cosmochimica Acta,52,"Geochemica et Cosmochimica Acta, 53, 197-214. Barker,  D. S.,  (1970). Compositions  of  Granophyre,  Myrmekite,  and  Graphic  Granite. The Geological Society of America, 81, 3339-3350. Beauvais, A., Ruffet, G., Henocque, O., Colin F., (2008).",rules,PLACE,no-geocode-result,no-geocode-result,no-geocode-result,no-geocode-result
2011_Peters_East Markoye_2011.txt,Dott,17,"For the igneous samples, the Streckeisen 
diagram (Streckeisen, 1976) was used to identify the rock and for sedimentary samples, the 
Dott  classification  (Dott,  1964). Using  geochemical  data  for  the  igneous  rocks,  the 
Streckeisen  diagram  was  created,  after  the  values  had  been  normalised  according  to  the 
CIPW  norm. The  two  diagrams  could  then  be  compared  to  each  other. Le  Maitre’s 
classification (Le Maitre, 1989) was also completed using total alkalis versus silica content in 
weight percent. A spider diagram was created using the XRF trace data and a REE plot using 
the ICP-MS trace elements. 16",rules,PLACE,37.468727,-81.2459332,"Dott, Mercer County, West Virginia, 24729, United States",APPROXIMATE
2011_Peters_East Markoye_2011.txt,Dubois,52,"Chemical and physical erosion 
rhythms  of  the  West  African  Cenozoic  morphogenesis:  The  39Ar-40Ar  dating  of 
supergene K-Mn oxides. Journal of Geophysical Research, 113, 1-15. Beziat, D., Dubois, M., Debat, P., Nikiema, S., Salvi, S., Tollon, F., (2008). Gold 
metallogeny  in  the  Birimian  craton  of  Burkina  Faso  (West  Africa). Journal  of  African 
Earth Sciences, 50, 215–233. Boggs, S., (2006).",rules,PLACE,38.3644324,-86.8870278,"Dubois County, Indiana, United States",APPROXIMATE
2011_Peters_East Markoye_2011.txt,Earth Science Reviews,57,"Shanmugam,  G., (1997). The  Bouma sequence and the turbidite mindset. Earth Science 
Reviews, 42, 201-229. Streckeisen,  A. L.,  (1976). To  each  plutonic  rock  its  proper  name.",rules,PLACE,no-geocode-result,no-geocode-result,no-geocode-result,no-geocode-result
2011_Peters_East Markoye_2011.txt,East,10,"This resulted 
in thick units of greywacke being deposited which is similar and therefore significant for the 
East  Markoye  region. The  tectonic  setting  of  the  Wanganui  Basin  is  described  in  detail  by 
Proust  et  al. (2005). They  explained  that  the  basin  is  situated  on  the  Australian  Plate 
approximately  200  km  behind  an  active  zone  of  subduction. In  this  subduction  zone,  the 
Pacific  Plate  is  thrust  beneath  the  Australian  Plate  obliquely. The  angle  of  subduction  has 
remained constant for about 25 million years and is responsible for the creation of large fault 
systems that lie between the fore-arc basin and the Wanganui Basin.",rules,PLACE,12.255555,1.0095764,"East, Burkina Faso",APPROXIMATE
2011_Peters_East Markoye_2011.txt,East Markoye,10,"This resulted 
in thick units of greywacke being deposited which is similar and therefore significant for the 
East  Markoye  region. The  tectonic  setting  of  the  Wanganui  Basin  is  described  in  detail  by 
Proust  et  al. (2005). They  explained  that  the  basin  is  situated  on  the  Australian  Plate 
approximately  200  km  behind  an  active  zone  of  subduction. In  this  subduction  zone,  the 
Pacific  Plate  is  thrust  beneath  the  Australian  Plate  obliquely. The  angle  of  subduction  has 
remained constant for about 25 million years and is responsible for the creation of large fault 
systems that lie between the fore-arc basin and the Wanganui Basin.","llm,rules",PLACE,14.7095001,0.0948661,"Markoye, Oudalan, Sahel, Burkina Faso",APPROXIMATE
2011_Peters_East Markoye_2011.txt,Eastern Senegal,57,"Pawlig, S., Gueye, M., Klischies, R., Schwarz, S., Wemmer, K., Siegesmund, S., (2006). Geochemical and Sr–Nd isotopic data on the Birimian of the Kedougou-Kenieba Inlier 
(Eastern Senegal): implications on the Palaeoproterozoic evolution of the West African 
Craton. South African Journal of Geology, 109, 411–427. Proust, J. N., Lamarche, G., Nodder, S., Kamp, P. J.","llm,rules",PLACE,14.6661109,121.1096537,"Senegal Street, Marikina Greenheigts, Nangka, District II, Marikina, Eastern Manila District, Metro Manila, 1800, Philippines",APPROXIMATE
2011_Peters_East Markoye_2011.txt,Eburnean Orogeny,31,"the Tangaean Event and the Eburnean Orogeny. To determine 
the mean fold axis, the data was split into the different fold limbs. Figure 9: Stereographic projection of poles of the bedding data. 30",rules,PLACE,no-geocode-result,no-geocode-result,no-geocode-result,no-geocode-result
2011_Peters_East Markoye_2011.txt,Eburnean province,55,"Hirdes, W., Davis, D. W., (2002). U-Pd geochronology of Palaeoproterozoic rocks in the 
southern  part  of  the  Kedougou-Kenieba  Inlier,  Senegal,  West  Africa:  Evidence  for 
diachronous accretionary development of the Eburnean province. Precambrian Research, 
118, 83-99. Klein, E.L., Moura, C.A.V., (2009). São Luis craton and Gurupi belt (Brazil): possible 
links with the West African craton and surroundings Pan-African belts.",llm,GEOLOGICAL_UNIT,no-geocode-result,no-geocode-result,no-geocode-result,no-geocode-result
2011_Peters_East Markoye_2011.txt,Essakane,"11,12","The  tonalite  intruded  a  granite  adamellite 
west of the Markoye Shear Zone. To the east, it intrudes Palaeoproterozoic sedimentary and 
volcanic sequences (Tshibubudze and Hein, in review). A swarm of late dolerite dykes which 
trend WNW and NW cross-cut the supracrustal rocks of the Birimian Supergroup. They are 
dated at 250 Ma. Tshibubudze et al. (2009) classified dolerite dykes with the same trend in 
the north-east of Burkina Faso, at Essakane, which also cross-cut supracrustal rocks including 
greywacke and siltstone. || Tshibubudze  et  al. (2009)  described 
gold mineralisation at Essakane and observed that it exists in stockwork veins that are made 
up  of  quartz  and  carbonate  material. Tshibubudze  et  al. (2009)  explained  that  Essakane 
goldfield hosts gold-bearing veins in an anticline that formed in D1 and was dilated in D2. 11",llm,PLACE,16.781011,-3.6346771,"Essakane, Goundam Cercle, Timbuktu, Mali",APPROXIMATE
2011_Peters_East Markoye_2011.txt,Essakane gold mine,38,"sequence  with  occasional  mud  drapes  making  up  the  Bouma  Te/f  layer  of  the  sequence. Layers A and B often occur together in coarser grained sediments which is the case for the 
greywackes (Boggs, 2004) as shown by Figure 14. Figure 14: Classic model of the Bouma Cycle (Shanmugam, 1997). Stratigraphically, the entire field area was previously assigned to the metasedimentary rocks 
of the Tarkwa Group (Milesi et al., 1989, 1992; Castaing et al., 2003) which represents the 
erosional  product  of  the  Birimian  Supergroup. The  correlation  with  the  Tarkwa  Group  was 
based on the single conglomerate unit in the study area and several conglomerate bands near 
the  Essakane  gold  mine  (Milesi  et  al.,  1989,  1991;  Bossiere  et  al.,  1996). The  Tarkwaian 
conglomerates in the type section in Ghana consist mostly of quartz vein clasts and a minor 
proportion  of  quartzite  pebbles  in  a  dark,  fine-grained,  sandy  matrix.",llm,GEOLOGICAL_UNIT,16.781011,-3.6346771,"Essakane, Goundam Cercle, Timbuktu, Mali",APPROXIMATE
2011_Peters_East Markoye_2011.txt,Essakane goldfield,12,"Tshibubudze  et  al. (2009)  described 
gold mineralisation at Essakane and observed that it exists in stockwork veins that are made 
up  of  quartz  and  carbonate  material. Tshibubudze  et  al. (2009)  explained  that  Essakane 
goldfield hosts gold-bearing veins in an anticline that formed in D1 and was dilated in D2. 11",llm,PLACE,16.781011,-3.6346771,"Essakane, Goundam Cercle, Timbuktu, Mali",APPROXIMATE
2011_Peters_East Markoye_2011.txt,Evans,56,"Lompo, M., (2009). Geodynamic evolution of the 2.5-2.0 Ga Palaeoproterozoic magmatic 
rocks in  the  Leo-Man Shield of the West  African Craton. A model of subsidence of an 
oceanic plateau. In: Reddy, S. M., Mazumder, R., Evans, D. A.",rules,PLACE,32.1613648,-81.8980725,"Evans County, Georgia, United States",APPROXIMATE
2011_Peters_East Markoye_2011.txt,Furnes,41,"9.0. Tectonic Setting 
Using  the  sedimentary  features,  its  composition  and  the  type  of  sediments  deposited,  a 
probable basin setting can be determined. The sediments were deposited in a retro-arc basin, 
probably a back-arc basin. The basin was situated behind an ancient magmatic arc, which was 
caused  by  subduction. Such  an  extensional  environment  is  suitable  for  depositing  large 
quantities of sediment in a relatively short time (Ravanas, 1991; Ravanas and Furnes, 1995; 
Carter and Naish, 1998). This is synonymous with the greywacke succession of the study area 
which has an approximate thickness of 4.5 kilometres.",rules,PLACE,51.0724273,2.6621323,"Veurne, West Flanders, 8630, Belgium",APPROXIMATE
