filename,pages,location,geocode_str,geocode_lat,geocode_lon,source,location_type,doc_id,gold_decision
2007_Tshibubudze_THE MARKOYE FAULT_2007.txt,"35,35,49",Markoye Shear,no-geocode-result,no-geocode-result,no-geocode-result,"llm,rules",PLACE,"2007_Tshibubudze_THE MARKOYE FAULT_2007.txt|35,35,49",correct
2007_Tshibubudze_THE MARKOYE FAULT_2007.txt,"14,17,21,32,33,34,35,43,46,54,6,7,6",Markoye fault,"Markoye, Oudalan, Sahel, Burkina Faso",14.7095001,0.0948661,"llm,rules",GEOLOGICAL_UNIT,"2007_Tshibubudze_THE MARKOYE FAULT_2007.txt|14,17,21,32,33,34,35,43,46,54,6,7,6",correct
2007_Tshibubudze_THE MARKOYE FAULT_2007.txt,41,Mylonitic,no-geocode-result,no-geocode-result,no-geocode-result,rules,PLACE,2007_Tshibubudze_THE MARKOYE FAULT_2007.txt|41,incorrect
2007_Tshibubudze_THE MARKOYE FAULT_2007.txt,23,N 14 26 22 3 W 00 00 16 3,no-geocode-result,no-geocode-result,no-geocode-result,llm,GPS,2007_Tshibubudze_THE MARKOYE FAULT_2007.txt|23,correct
2007_Tshibubudze_THE MARKOYE FAULT_2007.txt,44,N 14 30 47 6 E 00 00 17 7,no-geocode-result,no-geocode-result,no-geocode-result,llm,GPS,2007_Tshibubudze_THE MARKOYE FAULT_2007.txt|44,correct
2007_Tshibubudze_THE MARKOYE FAULT_2007.txt,43,N 14 30 53 2 E 00 00 22 6,no-geocode-result,no-geocode-result,no-geocode-result,llm,GPS,2007_Tshibubudze_THE MARKOYE FAULT_2007.txt|43,correct
2007_Tshibubudze_THE MARKOYE FAULT_2007.txt,42,N 14 32 40 6 W 00 00 39 2,no-geocode-result,no-geocode-result,no-geocode-result,llm,GPS,2007_Tshibubudze_THE MARKOYE FAULT_2007.txt|42,correct
2007_Tshibubudze_THE MARKOYE FAULT_2007.txt,42,N 14 34 57 9 W 00 02 03 6,no-geocode-result,no-geocode-result,no-geocode-result,llm,GPS,2007_Tshibubudze_THE MARKOYE FAULT_2007.txt|42,correct
2007_Tshibubudze_THE MARKOYE FAULT_2007.txt,27,N 14 36 31 8 W 00 00 45 2,no-geocode-result,no-geocode-result,no-geocode-result,llm,GPS,2007_Tshibubudze_THE MARKOYE FAULT_2007.txt|27,correct
2007_Tshibubudze_THE MARKOYE FAULT_2007.txt,39,N 14 36 39 4 E 00 00 10 4,no-geocode-result,no-geocode-result,no-geocode-result,llm,GPS,2007_Tshibubudze_THE MARKOYE FAULT_2007.txt|39,correct
2007_Tshibubudze_THE MARKOYE FAULT_2007.txt,38,N 14 36 43 9 E 00 00 01 4,no-geocode-result,no-geocode-result,no-geocode-result,llm,GPS,2007_Tshibubudze_THE MARKOYE FAULT_2007.txt|38,correct
2007_Tshibubudze_THE MARKOYE FAULT_2007.txt,25,N 14 38 03 3 E 00 03 32 8,no-geocode-result,no-geocode-result,no-geocode-result,llm,GPS,2007_Tshibubudze_THE MARKOYE FAULT_2007.txt|25,correct
2007_Tshibubudze_THE MARKOYE FAULT_2007.txt,24,N 14 38 30 7 E 00 03 36 2,no-geocode-result,no-geocode-result,no-geocode-result,llm,GPS,2007_Tshibubudze_THE MARKOYE FAULT_2007.txt|24,correct
2007_Tshibubudze_THE MARKOYE FAULT_2007.txt,26,N 16 19 70 0 E 01 82 69 1,no-geocode-result,no-geocode-result,no-geocode-result,llm,GPS,2007_Tshibubudze_THE MARKOYE FAULT_2007.txt|26,correct
2007_Tshibubudze_THE MARKOYE FAULT_2007.txt,"10,11,12,13,14",NE of Burkina Faso,Burkina Faso,12.0753083,-1.6880314,llm,APPROXIMATE,"2007_Tshibubudze_THE MARKOYE FAULT_2007.txt|10,11,12,13,14",correct
2007_Tshibubudze_THE MARKOYE FAULT_2007.txt,44,NE of Tin Taradat Village,no-geocode-result,no-geocode-result,no-geocode-result,llm,APPROXIMATE,2007_Tshibubudze_THE MARKOYE FAULT_2007.txt|44,correct
2007_Tshibubudze_THE MARKOYE FAULT_2007.txt,21,NE of the Gossey orpaillage,no-geocode-result,no-geocode-result,no-geocode-result,llm,APPROXIMATE,2007_Tshibubudze_THE MARKOYE FAULT_2007.txt|21,correct
2007_Tshibubudze_THE MARKOYE FAULT_2007.txt,"17,8",Ouagadougou,"Ouagadougou, Kadiogo, Centre, Burkina Faso",12.3681873,-1.5270944,"llm,rules",PLACE,"2007_Tshibubudze_THE MARKOYE FAULT_2007.txt|17,8",correct
2007_Tshibubudze_THE MARKOYE FAULT_2007.txt,12,Ouedraogo,"Ouédraogo, Rabogtenga, Doulougou, Bazèga, Central-South, Burkina Faso",11.854525,-1.4991635,rules,PLACE,2007_Tshibubudze_THE MARKOYE FAULT_2007.txt|12,correct
2007_Tshibubudze_THE MARKOYE FAULT_2007.txt,8,Sahara,"Sahara, Tazrouk, Tazrouk District, Tamanrasset, Algeria",22.25,9.8,"llm,rules",PLACE,2007_Tshibubudze_THE MARKOYE FAULT_2007.txt|8,correct
2007_Tshibubudze_THE MARKOYE FAULT_2007.txt,47,Shanmugan,"Shanmugan kadu, Elanthakuttai, Kumarapalayam, Namakkal, Tamil Nadu, 638008, India",11.41255,77.77355,rules,PLACE,2007_Tshibubudze_THE MARKOYE FAULT_2007.txt|47,incorrect
2007_Tshibubudze_THE MARKOYE FAULT_2007.txt,47,Sultan,"Sultan, Snohomish County, Washington, United States",47.862282,-121.814731,rules,PLACE,2007_Tshibubudze_THE MARKOYE FAULT_2007.txt|47,incorrect
2007_Tshibubudze_THE MARKOYE FAULT_2007.txt,"14,15,17,22",Tambao,"Tambao, Markoye, Oudalan, Sahel, Burkina Faso",14.7788614,0.0384507,llm,PLACE,"2007_Tshibubudze_THE MARKOYE FAULT_2007.txt|14,15,17,22",correct
2007_Tshibubudze_THE MARKOYE FAULT_2007.txt,10,Taoudeni basin,"Taoudeni Basin, Hodh Ech Chargui, Mauritania",21.9170588,-6.3578906,llm,GEOLOGICAL_UNIT,2007_Tshibubudze_THE MARKOYE FAULT_2007.txt|10,correct
2007_Tshibubudze_THE MARKOYE FAULT_2007.txt,7,Tarkwa Basin,no-geocode-result,no-geocode-result,no-geocode-result,"llm,rules",GEOLOGICAL_UNIT,2007_Tshibubudze_THE MARKOYE FAULT_2007.txt|7,correct
2007_Tshibubudze_THE MARKOYE FAULT_2007.txt,"10,15",Tarkwa Group,"NEZO Group, WT 0819-2439, IR6, Tarkwa, Tarkwa-Nsuaem Municipal District, Western Region, 00233, Ghana",5.2260678,-2.0158312,llm,GEOLOGICAL_UNIT,"2007_Tshibubudze_THE MARKOYE FAULT_2007.txt|10,15",correct
2007_Tshibubudze_THE MARKOYE FAULT_2007.txt,13,"Tarkwa mine, Ghana","Tarkwa Mine, Tarkwa, Tarkwa-Nsuaem Municipal District, Western Region, Ghana",5.3183943,-2.0135788,llm,GEOLOGICAL_UNIT,2007_Tshibubudze_THE MARKOYE FAULT_2007.txt|13,correct
2007_Tshibubudze_THE MARKOYE FAULT_2007.txt,48,Tarkwa type section in Ghana,Ghana,8.0300284,-1.0800271,llm,PLACE,2007_Tshibubudze_THE MARKOYE FAULT_2007.txt|48,incorrect
2007_Tshibubudze_THE MARKOYE FAULT_2007.txt,16,Tin Agadel,"Tin-Agadel, Markoye, Oudalan, Sahel, Burkina Faso",14.4855754,-0.0384118,llm,PLACE,2007_Tshibubudze_THE MARKOYE FAULT_2007.txt|16,correct
2007_Tshibubudze_THE MARKOYE FAULT_2007.txt,16,Tin Taradat,"Ti-n-Taradat, Markoye, Oudalan, Sahel, Burkina Faso",14.6562836,0.1646254,llm,PLACE,2007_Tshibubudze_THE MARKOYE FAULT_2007.txt|16,correct
2007_Tshibubudze_THE MARKOYE FAULT_2007.txt,44,Tin Taradat Village,"Ti-n-Taradat, Markoye, Oudalan, Sahel, Burkina Faso",14.6562836,0.1646254,rules,PLACE,2007_Tshibubudze_THE MARKOYE FAULT_2007.txt|44,correct
2007_Tshibubudze_THE MARKOYE FAULT_2007.txt,22,Tin-Taradat,no-geocode-result,no-geocode-result,no-geocode-result,llm,PLACE,2007_Tshibubudze_THE MARKOYE FAULT_2007.txt|22,correct
2007_Tshibubudze_THE MARKOYE FAULT_2007.txt,8,Togo,Togo,8.7800265,1.0199765,"llm,rules",PLACE,2007_Tshibubudze_THE MARKOYE FAULT_2007.txt|8,correct
2007_Tshibubudze_THE MARKOYE FAULT_2007.txt,14,Wabi-Tampelse Shear,no-geocode-result,no-geocode-result,no-geocode-result,"llm,rules",PLACE,2007_Tshibubudze_THE MARKOYE FAULT_2007.txt|14,correct
2007_Tshibubudze_THE MARKOYE FAULT_2007.txt,8,West Africa,"West Africa, Rue d'Auxonne, Faubourg Saint-Pierre, Université, Dijon, Côte-d'Or, Bourgogne – Franche-Comté, Metropolitan France, 21000, France",47.3138746,5.0488196,rules,PLACE,2007_Tshibubudze_THE MARKOYE FAULT_2007.txt|8,correct
2007_Tshibubudze_THE MARKOYE FAULT_2007.txt,10,eastern part of Burkina Faso,Burkina Faso,12.0753083,-1.6880314,llm,APPROXIMATE,2007_Tshibubudze_THE MARKOYE FAULT_2007.txt|10,correct
2007_Tshibubudze_THE MARKOYE FAULT_2007.txt,"6,7",north-eastern part of Burkina Faso,Burkina Faso,12.0753083,-1.6880314,llm,APPROXIMATE,"2007_Tshibubudze_THE MARKOYE FAULT_2007.txt|6,7",correct
2007_Tshibubudze_THE MARKOYE FAULT_2007.txt,21,northern part of the,"Part of the Wall from Durrës Castle, SH51, Durrës, Bashkia Durrës, Durrës County, Northern Albania, 2001, Albania",41.3100398,19.4477744,llm,APPROXIMATE,2007_Tshibubudze_THE MARKOYE FAULT_2007.txt|21,incorrect
2007_Tshibubudze_THE MARKOYE FAULT_2007.txt,23,south of Gossey,"Gossey, Markoye, Oudalan, Sahel, Burkina Faso",14.515532,0.102903,llm,APPROXIMATE,2007_Tshibubudze_THE MARKOYE FAULT_2007.txt|23,correct
2007_Tshibubudze_THE MARKOYE FAULT_2007.txt,32,southern part of the Essakane Orpaillage,no-geocode-result,no-geocode-result,no-geocode-result,llm,APPROXIMATE,2007_Tshibubudze_THE MARKOYE FAULT_2007.txt|32,correct
2007_Tshibubudze_THE MARKOYE FAULT_2007.txt,25,west of Essakane,"Essakane, Goundam Cercle, Timbuktu, Mali",16.781011,-3.6346771,llm,APPROXIMATE,2007_Tshibubudze_THE MARKOYE FAULT_2007.txt|25,correct
2007_Tshibubudze_THE MARKOYE FAULT_2007.txt,19,west of the Essakane village,no-geocode-result,no-geocode-result,no-geocode-result,llm,APPROXIMATE,2007_Tshibubudze_THE MARKOYE FAULT_2007.txt|19,correct
2007_Tshibubudze_THE MARKOYE FAULT_2007.txt,34,west of the Yacouba Mafic Complex,no-geocode-result,no-geocode-result,no-geocode-result,llm,APPROXIMATE,2007_Tshibubudze_THE MARKOYE FAULT_2007.txt|34,correct
