filename,pages,location,geocode_str,geocode_lat,geocode_lon,source,location_type,doc_id,gold_decision
2013_Ramabulana_Sadiola Hill petrology.txt,6,FE4,"FE4, Rue de la Voivre, Parc d'activités du Plateau, Flavigny-sur-Moselle, Nancy, Meurthe-et-Moselle, Grand Est, Metropolitan France, 54630, France",48.5581644,6.1861872,llm,GPS,2013_Ramabulana_Sadiola Hill petrology.txt|6,incorrect
2013_Ramabulana_Sadiola Hill petrology.txt,16,Gemcom Surpac,no-geocode-result,no-geocode-result,no-geocode-result,rules,PLACE,2013_Ramabulana_Sadiola Hill petrology.txt|16,incorrect
2013_Ramabulana_Sadiola Hill petrology.txt,6,Ghana,Ghana,8.0300284,-1.0800271,rules,PLACE,2013_Ramabulana_Sadiola Hill petrology.txt|6,correct
2013_Ramabulana_Sadiola Hill petrology.txt,10,Gueye et al,"Quincaillerie Darou Salam - Gueye et frères, TAH 7, Toubacouta, Keur Sambel, Firdawsi, Karang Poste, Arrondissement de Toubacouta, Département de Foundiougne, Fatick Region, 24018, Senegal",13.6019924,-16.4230202,rules,PLACE,2013_Ramabulana_Sadiola Hill petrology.txt|10,incorrect
2013_Ramabulana_Sadiola Hill petrology.txt,10,Gueye et al 2007,"Gueye et Frères, Rue OKM-246, Commune de Ouakam, Arrondissement des Almadies, Dakar, Dakar Region, 24095, Senegal",14.7228415,-17.4878013,rules,PLACE,2013_Ramabulana_Sadiola Hill petrology.txt|10,incorrect
2013_Ramabulana_Sadiola Hill petrology.txt,16,Johannesburg,"Johannesburg, City of Johannesburg Metropolitan Municipality, Gauteng, 2001, South Africa",-26.205,28.049722,rules,PLACE,2013_Ramabulana_Sadiola Hill petrology.txt|16,correct
2013_Ramabulana_Sadiola Hill petrology.txt,7,Kayes,"Kayes, Mali",13.8001844,-10.2245548,rules,PLACE,2013_Ramabulana_Sadiola Hill petrology.txt|7,correct
2013_Ramabulana_Sadiola Hill petrology.txt,6,Kedougou-Kenieba,no-geocode-result,no-geocode-result,no-geocode-result,rules,PLACE,2013_Ramabulana_Sadiola Hill petrology.txt|6,correct
2013_Ramabulana_Sadiola Hill petrology.txt,"10,5,9,9",Kedougou-Kenieba Inlier,no-geocode-result,no-geocode-result,no-geocode-result,"llm,rules",GEOLOGICAL_UNIT,"2013_Ramabulana_Sadiola Hill petrology.txt|10,5,9,9",correct
2013_Ramabulana_Sadiola Hill petrology.txt,6,Kedougou-Kenieba inlier,no-geocode-result,no-geocode-result,no-geocode-result,llm,GEOLOGICAL_UNIT,2013_Ramabulana_Sadiola Hill petrology.txt|6,correct
2013_Ramabulana_Sadiola Hill petrology.txt,8,Main Transcurrent Shear,no-geocode-result,no-geocode-result,no-geocode-result,rules,PLACE,2013_Ramabulana_Sadiola Hill petrology.txt|8,correct
2013_Ramabulana_Sadiola Hill petrology.txt,10,Mako Group,"Ashwin Sheth Group (u/c), Arekere, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560076, India",12.8848316,77.5998269,llm,GEOLOGICAL_UNIT,2013_Ramabulana_Sadiola Hill petrology.txt|10,correct
2013_Ramabulana_Sadiola Hill petrology.txt,9,Man,Isle of Man,54.1936805,-4.5591148,rules,PLACE,2013_Ramabulana_Sadiola Hill petrology.txt|9,incorrect
2013_Ramabulana_Sadiola Hill petrology.txt,9,Man shield,"Shield, 73rd Street @ Mingala Street, Yan Myo Lon Ward, Chanayethazan Township, Mahaaungmyay District, Mandalay, Mandalay City, Mandalay, 05024, Myanmar",21.9695175,96.0951482,llm,PLACE,2013_Ramabulana_Sadiola Hill petrology.txt|9,incorrect
2013_Ramabulana_Sadiola Hill petrology.txt,9,Marcfarlane et al,no-geocode-result,no-geocode-result,no-geocode-result,rules,PLACE,2013_Ramabulana_Sadiola Hill petrology.txt|9,incorrect
2013_Ramabulana_Sadiola Hill petrology.txt,7,March,"March, Czechia",49.3597062,17.3094202,rules,PLACE,2013_Ramabulana_Sadiola Hill petrology.txt|7,incorrect
2013_Ramabulana_Sadiola Hill petrology.txt,34,Marschall et al,Marshall Islands,8.9995549,168.0002575,rules,PLACE,2013_Ramabulana_Sadiola Hill petrology.txt|34,incorrect
2013_Ramabulana_Sadiola Hill petrology.txt,7,Mauritania,Mauritania,20.2540382,-9.2399263,"llm,rules",PLACE,2013_Ramabulana_Sadiola Hill petrology.txt|7,correct
2013_Ramabulana_Sadiola Hill petrology.txt,9,Pan African belts,"African, Moselstraße, Bahnhofsviertel, Innenstadt 1, Frankfurt, Hesse, 60329, Germany",50.1094472,8.6644449,llm,GEOLOGICAL_UNIT,2013_Ramabulana_Sadiola Hill petrology.txt|9,correct
2013_Ramabulana_Sadiola Hill petrology.txt,7,Physiography,no-geocode-result,no-geocode-result,no-geocode-result,rules,PLACE,2013_Ramabulana_Sadiola Hill petrology.txt|7,incorrect
2013_Ramabulana_Sadiola Hill petrology.txt,"5,8",Sadiola,"Sadiola, Kayes Cercle, Kayes, Mali",13.891613,-11.7054385,"llm,rules",PLACE,"2013_Ramabulana_Sadiola Hill petrology.txt|5,8",correct
2013_Ramabulana_Sadiola Hill petrology.txt,"12,35",Sadiola Fracture,no-geocode-result,no-geocode-result,no-geocode-result,"llm,rules",PLACE,"2013_Ramabulana_Sadiola Hill petrology.txt|12,35",correct
2013_Ramabulana_Sadiola Hill petrology.txt,"12,14,8,6",Sadiola Hill,no-geocode-result,no-geocode-result,no-geocode-result,"llm,rules",PLACE,"2013_Ramabulana_Sadiola Hill petrology.txt|12,14,8,6",correct
2013_Ramabulana_Sadiola Hill petrology.txt,"11,12,15,16,22,25,26,29,31,33,34,36,37,38,5",Sadiola Hill deposit,no-geocode-result,no-geocode-result,no-geocode-result,llm,PLACE,"2013_Ramabulana_Sadiola Hill petrology.txt|11,12,15,16,22,25,26,29,31,33,34,36,37,38,5",correct
2013_Ramabulana_Sadiola Hill petrology.txt,13,Sadiola Hill gold deposit,no-geocode-result,no-geocode-result,no-geocode-result,llm,PLACE,2013_Ramabulana_Sadiola Hill petrology.txt|13,correct
2013_Ramabulana_Sadiola Hill petrology.txt,"6,7",Sadiola Hill gold mine,no-geocode-result,no-geocode-result,no-geocode-result,llm,GEOLOGICAL_UNIT,"2013_Ramabulana_Sadiola Hill petrology.txt|6,7",correct
2013_Ramabulana_Sadiola Hill petrology.txt,18,Sadiola Hill orebody,no-geocode-result,no-geocode-result,no-geocode-result,llm,PLACE,2013_Ramabulana_Sadiola Hill petrology.txt|18,correct
2013_Ramabulana_Sadiola Hill petrology.txt,"11,12,13,33,37,5,6,7,6",Sadiola goldfield,"Sadiola, Kayes Cercle, Kayes, Mali",13.891613,-11.7054385,"llm,rules",PLACE,"2013_Ramabulana_Sadiola Hill petrology.txt|11,12,13,33,37,5,6,7,6",correct
2013_Ramabulana_Sadiola Hill petrology.txt,"13,16,7",Sadiola mine,"SADIOLA MINE [1er C]ycle, RN21, Sadiola, Kayes Cercle, Kayes, Mali",13.889906,-11.6983648,llm,GEOLOGICAL_UNIT,"2013_Ramabulana_Sadiola Hill petrology.txt|13,16,7",correct
2013_Ramabulana_Sadiola Hill petrology.txt,"13,14",Sadiola opencast,"Sadiola, Kayes Cercle, Kayes, Mali",13.891613,-11.7054385,llm,PLACE,"2013_Ramabulana_Sadiola Hill petrology.txt|13,14",correct
2013_Ramabulana_Sadiola Hill petrology.txt,36,Sadiola,"Sadiola, Kayes Cercle, Kayes, Mali",13.891613,-11.7054385,llm,PLACE,2013_Ramabulana_Sadiola Hill petrology.txt|36,correct
2013_Ramabulana_Sadiola Hill petrology.txt,"36,5",Sekokoto,"Sekokoto, Bafoulabé Cercle, Kayes, Mali",13.2339278,-10.687269,llm,PLACE,"2013_Ramabulana_Sadiola Hill petrology.txt|36,5",correct
2013_Ramabulana_Sadiola Hill petrology.txt,"36,37,38,5",Sekokoto pluton,"Sekokoto, Bafoulabé Cercle, Kayes, Mali",13.2339278,-10.687269,llm,GEOLOGICAL_UNIT,"2013_Ramabulana_Sadiola Hill petrology.txt|36,37,38,5",correct
2013_Ramabulana_Sadiola Hill petrology.txt,7,Senegal,Senegal,14.4750607,-14.4529612,"llm,rules",PLACE,2013_Ramabulana_Sadiola Hill petrology.txt|7,correct
2013_Ramabulana_Sadiola Hill petrology.txt,"12,8",Senegalo-Malian Shear,no-geocode-result,no-geocode-result,no-geocode-result,"llm,rules",PLACE,"2013_Ramabulana_Sadiola Hill petrology.txt|12,8",correct
2013_Ramabulana_Sadiola Hill petrology.txt,6,Tambali prospects,"Tambalí Centre Polivalent d'Atenció a la Infància, Carrer Central, Alp, Cerdanya, Girona, Catalonia, 17538, Spain",42.3720012,1.884831,llm,PLACE,2013_Ramabulana_Sadiola Hill petrology.txt|6,correct
2013_Ramabulana_Sadiola Hill petrology.txt,6,Timbabougouni mines,no-geocode-result,no-geocode-result,no-geocode-result,llm,GEOLOGICAL_UNIT,2013_Ramabulana_Sadiola Hill petrology.txt|6,correct
2013_Ramabulana_Sadiola Hill petrology.txt,6,Tongon,"Tongon, Buol, Central Sulawesi, Sulawesi, Indonesia",1.0999702,121.4054978,rules,PLACE,2013_Ramabulana_Sadiola Hill petrology.txt|6,correct
2013_Ramabulana_Sadiola Hill petrology.txt,6,Tongon in Cote d'Ivoire,Côte d'Ivoire,7.9897371,-5.5679458,llm,PLACE,2013_Ramabulana_Sadiola Hill petrology.txt|6,correct
2013_Ramabulana_Sadiola Hill petrology.txt,16,"University of the Witwatersrand, Johannesburg","University of the Witwatersrand, Empire Road, Braamfontein, Johannesburg Ward 60, Johannesburg, City of Johannesburg Metropolitan Municipality, Gauteng, 2001, South Africa",-26.1888766,28.0247912,llm,PLACE,2013_Ramabulana_Sadiola Hill petrology.txt|16,correct
2013_Ramabulana_Sadiola Hill petrology.txt,"11,6,6",West Africa,"West Africa, Rue d'Auxonne, Faubourg Saint-Pierre, Université, Dijon, Côte-d'Or, Bourgogne – Franche-Comté, Metropolitan France, 21000, France",47.3138746,5.0488196,"llm,rules",PLACE,"2013_Ramabulana_Sadiola Hill petrology.txt|11,6,6",correct
2013_Ramabulana_Sadiola Hill petrology.txt,"10,5,6,9,5",West African Craton,no-geocode-result,no-geocode-result,no-geocode-result,"llm,rules",GEOLOGICAL_UNIT,"2013_Ramabulana_Sadiola Hill petrology.txt|10,5,6,9,5",correct
2013_Ramabulana_Sadiola Hill petrology.txt,9,West African Craton The West African Craton,no-geocode-result,no-geocode-result,no-geocode-result,rules,APPROXIMATE,2013_Ramabulana_Sadiola Hill petrology.txt|9,correct
2013_Ramabulana_Sadiola Hill petrology.txt,7,West African Savannah-Sahel,no-geocode-result,no-geocode-result,no-geocode-result,"llm,rules",PLACE,2013_Ramabulana_Sadiola Hill petrology.txt|7,correct
2013_Ramabulana_Sadiola Hill petrology.txt,16,Witwatersrand,"Witwatersrand, Ermelo, Gelderland, Netherlands, 3851 AA, Netherlands",52.2900224,5.6148779,rules,PLACE,2013_Ramabulana_Sadiola Hill petrology.txt|16,incorrect
2013_Ramabulana_Sadiola Hill petrology.txt,7,border of Mali with Senegal,no-geocode-result,no-geocode-result,no-geocode-result,llm,PLACE,2013_Ramabulana_Sadiola Hill petrology.txt|7,correct
2013_Ramabulana_Sadiola Hill petrology.txt,18,east of the pit,"The Pit, Broome Street, Lower East Side, Manhattan Community Board 3, Manhattan, New York County, New York, 10002, United States",40.719239,-73.9928259,llm,APPROXIMATE,2013_Ramabulana_Sadiola Hill petrology.txt|18,correct
2013_Ramabulana_Sadiola Hill petrology.txt,10,eastern Senegal,"Senegal Street, Marikina Greenheigts, Nangka, District II, Marikina, Eastern Manila District, Metro Manila, 1800, Philippines",14.6661109,121.1096537,llm,PLACE,2013_Ramabulana_Sadiola Hill petrology.txt|10,correct
2013_Ramabulana_Sadiola Hill petrology.txt,11,eastern part of Senegal,Senegal,14.4750607,-14.4529612,llm,APPROXIMATE,2013_Ramabulana_Sadiola Hill petrology.txt|11,correct
2013_Ramabulana_Sadiola Hill petrology.txt,18,eastern side of the pit,"The Pit, 1111, University Boulevard Southeast, Kirtland Addition, Albuquerque, Bernalillo County, New Mexico, 87106, United States",35.0667282,-106.6321991,llm,PLACE,2013_Ramabulana_Sadiola Hill petrology.txt|18,incorrect
2013_Ramabulana_Sadiola Hill petrology.txt,36,south-eastern margin of the Sadiola main pit,no-geocode-result,no-geocode-result,no-geocode-result,llm,APPROXIMATE,2013_Ramabulana_Sadiola Hill petrology.txt|36,correct
2013_Ramabulana_Sadiola Hill petrology.txt,13,west of the SFZ,no-geocode-result,no-geocode-result,no-geocode-result,llm,APPROXIMATE,2013_Ramabulana_Sadiola Hill petrology.txt|13,correct
2013_Ramabulana_Sadiola Hill petrology.txt,18,west of the pit,"The PIT, West 29th Street, NoMad, Chelsea District, Manhattan, New York County, New York, 10001, United States",40.7473981,-73.9922667,llm,APPROXIMATE,2013_Ramabulana_Sadiola Hill petrology.txt|18,incorrect
2013_Ramabulana_Sadiola Hill petrology.txt,9,western part of the Birimian Supergroup,no-geocode-result,no-geocode-result,no-geocode-result,llm,APPROXIMATE,2013_Ramabulana_Sadiola Hill petrology.txt|9,correct
