filename,page,mention,location,label,source
2010_Mohale_GIS interpretation of NE Burkina Faso.txt,18,"Laterites (Ferricrete) 
An  extensive  residual  laterite  cap  exists  in  the  study  area  (Hein. 2008). Laterite  is  an  iron-rich 
profile that is developed under tropical to sub-tropical condition due to long term exposure of rocks to the 
atmosphere and hydrosphere in tectonically stable areas (Dequincey et al., 2006).The ferricrete is matrix 
to  clast  supported  and  typically  contains  clasts  and  rock  fragments  of  the  underlying  stratigraphy 
(Middleton et al., 1997) and is currently forming in lowland areas. The general outcrop distribution of 
ferricrete indicate that, the ferricrete has been eroded, deposited and cemented several times such that the 
current  ferricrete  profile  is  representative  of  several  phases  of  ferricrete  formation  (Middleton  et  al., 
1997). Studies done by Hein, 2008 in the Yatenga District show that ferricrete has a negative correlation 
with master joints. Using 10Be and 26Al isotopic depletion ratios of laterite, Brown et al.",Yatenga District,LOC,spacy
2010_Mohale_GIS interpretation of NE Burkina Faso.txt,19,"2.3.1  Assessment  of  land  degradation  in  the  save  catchment  of  Zimbabwe  by  Julia  Mambo  and  Emma 
Archer, 2007. Methodology 
The  methodology  involves  Buhera  Straddles  three  landsat  satellite  scenes  namely  169/74,169/73 
and  168/74.Two  sets  of  the  three  Landsat  TM  and  ETM  scenes  for  the  years  1992  and  2002  were 
georeferenced using image to image rectification with SPOT images projected in UTM, (Zone 365) and 
referenced onto the WGS 84 ellipsoid. An average of 12 ground control points per image were used; with 
a  residual  error  of  approximately  2.1  metres. The  three  scenes  were  mosaiced  and  an  image  enclosing 
Buhera  district  was  extracted,  upon  which  subsequent  image  processing  was  undertaken. Two  bands  3 
and 4 were used for change detection analysis. Summary of methodology is displayed in the following diagram 
Figure 2.3.1: Flow diagram showing assessment of severity of degradation in the Save catchment.",Zimbabwe,GPE,spacy
2010_Mohale_GIS interpretation of NE Burkina Faso.txt,19,"2.3.1  Assessment  of  land  degradation  in  the  save  catchment  of  Zimbabwe  by  Julia  Mambo  and  Emma 
Archer, 2007. Methodology 
The  methodology  involves  Buhera  Straddles  three  landsat  satellite  scenes  namely  169/74,169/73 
and  168/74.Two  sets  of  the  three  Landsat  TM  and  ETM  scenes  for  the  years  1992  and  2002  were 
georeferenced using image to image rectification with SPOT images projected in UTM, (Zone 365) and 
referenced onto the WGS 84 ellipsoid. An average of 12 ground control points per image were used; with 
a  residual  error  of  approximately  2.1  metres. The  three  scenes  were  mosaiced  and  an  image  enclosing 
Buhera  district  was  extracted,  upon  which  subsequent  image  processing  was  undertaken. Two  bands  3 
and 4 were used for change detection analysis. Summary of methodology is displayed in the following diagram 
Figure 2.3.1: Flow diagram showing assessment of severity of degradation in the Save catchment.",Buhera,GPE,spacy
2010_Mohale_GIS interpretation of NE Burkina Faso.txt,19,"2.3.2 Map updating using high resolution satellite imagery: A case of the kingdom of Swaziland, 2002. A case study of the Kingdom of Swaziland on map updating using high resolution satellite imagery 
was completed because the map for the area is old, outdated and largely exist in analogue form. This work 
19",Kingdom of Swaziland,GPE,spacy
2010_Mohale_GIS interpretation of NE Burkina Faso.txt,21,"Figure  2.3.2:  Updated  national  road  network  map  overlaid  on  mosaiced  SPOT  satellite  images  of  the 
Kingdom of Swaziland. 2.3.3 Photo geology presented by Drury, 1987. Methodology 
The methodology deals with extraction of geological structures to produce geological maps from 
aerial photos and satellite images. The following criteria are used to extract data: Colour and colour tones, 
topography  and  geometry,  stream  drainage  patterns,  vegetation  anomalies. IDRISI  software  package, 
remote sensing and GIS are used considering the following four criteria: 
21",Colour,GPE,spacy
2010_Mohale_GIS interpretation of NE Burkina Faso.txt,22,"-Shape is the geometric outline of an object and it gives information about the nature and geometry 
of the object. -size is the magnitude of an object or a single dimension of an object. The geological interpretation of imagery 
Colour and tones give brightness levels in digital images and reflection of colour tones of different 
materials  on  the  earth  helps  to  distinguish  different  materials  and  their  boundaries  e.g. water  can  be 
distinguished  from  soil  since  water  has  a  different  tone  than  soil  (Lillesand  &  Kiefer,  1994;  Konecny 
2002; Prost, 2001). 2.3.4 Mapping land use/ cover distributions on a mountainous tropical island using remote sensing and 
GIS by Serwan M. J.",Prost,GPE,spacy
2010_Mohale_GIS interpretation of NE Burkina Faso.txt,28,"The  band  combination  321  (RGB)  were 
displayed for true colour visual analysis of geological features (Figure 5). The false colour composite 742 
in  an  RGB  was  displayed  in  order  to  enhance  the  interpretation  and  visual  analysis  of  geological 
structures  shown  by  the  band  combination  321. The  false  colour  composite  742  (Figure  6)  has  the 
advantage  of  preserving  morphological  features  as  well  as  displaying  different  lithological  units  in 
different colours because of the use of near and mid infrared portion of the electromagnetic spectra (Peña 
and  Abdelsalam,  2006). A  false  colour  composite  with  band  combination  (RGB)  7  3  1  was  used  to 
28",Abdelsalam,GPE,spacy
2010_Mohale_GIS interpretation of NE Burkina Faso.txt,37,"Dykes 
The dykes are predominantly NW-trending and are inferred to be dolerite in composition. The dykes are 
not continuous and hard to trace. Sand dunes 
Two images (p194r050 and p195r050) from the false colour composite 742 were used to delineate sand 
dunes  (Fig. 4.4). On  the  image  they  are  light  green  since  they  occur  in  areas with  less  vegetation. The 
sand dunes only cover the northern part of Burkina Faso, they form part of the Sahara desert.",Sahara,LOC,spacy
2010_Mohale_GIS interpretation of NE Burkina Faso.txt,48,"The last FCC 
image was used for the location of outcrops. The prepared 731 FCC imagery (Fig. 3.1) obtained from the 
Landsat 7 data, was used in constructing the detailed strato-tectonic-magmatic map of NE Burkina Faso 
(Fig. 5.2) which illustrates the following:  
1-  The greenstone belts with a brownish to orange colour covered by purple laterite caps, plutonic 
rocks  which  had  a  pinkish  colour  surrounding  the  greenstone  belts  which  were  clearly 
discriminated. 2-  The shear zones which had NNE- NW trends and dykes with laterite skirts trending NW. 3-  The lineaments with East to ENE), North to NNW and NEasterly trends and major joints created 
by the drainage system in the area.",East,LOC,spacy
2010_Mohale_GIS interpretation of NE Burkina Faso.txt,4,"Green show area of vegetation. Figure 4.1: Lineaments with E–W (ENE), N–S (NNW) and NE–SW trends. Figure 4.2: Distribution of greenstone belts, laterites and shear zones (Greenstone belts-green, laterites-
purple and shear zones in red). Figure  4.3. The  Boromo–Goren  Greenstone  Belt  (BGGB)  of  Burkina  Faso,  together  with  the  Bouroum 
and Yalogo greenstone belts Hein et al. (2004).",Green,GEO,geotext
2010_Mohale_GIS interpretation of NE Burkina Faso.txt,11,"CHAPTER 1: INTRODUCTION 
1.1 Preamble 
Most geological maps of Burkina Faso are outdated and due to high cost of aerial photography the maps 
have not been updated. There is massive investment in exploration in NE Burkina Faso and there are few 
geological maps that assist in targeting, with the latest being completed by Castaing in 2003. Therefore a 
GIS  interpretation  was  undertaken  to  create  a  strato-tectonic-magmatic  map  for  the  area. GIS 
interpretation has become the most important modern tool for geological interpretation and a fundamental 
approach in grassroots exploration for the delineation of resource potential. It involves the breaking up of 
complex  data  planes  into  simpler  and  more  interpretable  forms  related  to  geological  features. Remote 
sensing analysis from GIS is used to extract drainage and topographic patterns, curvilinear features and 
stands of lithologically related vegetation (Drury, 1987).",Most,GEO,geotext
2010_Mohale_GIS interpretation of NE Burkina Faso.txt,11,"1.2 Location and physiography 
The study area for the project is north east Burkina Faso. Burkina Faso is a landlocked country located in 
western  Africa,  north  of  Ghana  (Fig  1.1). It  shares  borders  with  six  countries  namely  Benin  in  the 
southeast, Ivory Coast in the south west, Togo and Ghana in the south, Mali in the north and Niger in the 
east. It  has  an  area  of  274.200  km2  and  an  annual  population  growth  of  2.7%.The  capital  city  is 
Ouagadougou. The official language is French and regional languages include Dioula and Mooré. 11",Benin,GEO,geotext
2010_Mohale_GIS interpretation of NE Burkina Faso.txt,11,"1.2 Location and physiography 
The study area for the project is north east Burkina Faso. Burkina Faso is a landlocked country located in 
western  Africa,  north  of  Ghana  (Fig  1.1). It  shares  borders  with  six  countries  namely  Benin  in  the 
southeast, Ivory Coast in the south west, Togo and Ghana in the south, Mali in the north and Niger in the 
east. It  has  an  area  of  274.200  km2  and  an  annual  population  growth  of  2.7%.The  capital  city  is 
Ouagadougou. The official language is French and regional languages include Dioula and Mooré. 11",Mali,GEO,geotext
2010_Mohale_GIS interpretation of NE Burkina Faso.txt,11,"1.2 Location and physiography 
The study area for the project is north east Burkina Faso. Burkina Faso is a landlocked country located in 
western  Africa,  north  of  Ghana  (Fig  1.1). It  shares  borders  with  six  countries  namely  Benin  in  the 
southeast, Ivory Coast in the south west, Togo and Ghana in the south, Mali in the north and Niger in the 
east. It  has  an  area  of  274.200  km2  and  an  annual  population  growth  of  2.7%.The  capital  city  is 
Ouagadougou. The official language is French and regional languages include Dioula and Mooré. 11",Niger,GEO,geotext
2010_Mohale_GIS interpretation of NE Burkina Faso.txt,11,"1.2 Location and physiography 
The study area for the project is north east Burkina Faso. Burkina Faso is a landlocked country located in 
western  Africa,  north  of  Ghana  (Fig  1.1). It  shares  borders  with  six  countries  namely  Benin  in  the 
southeast, Ivory Coast in the south west, Togo and Ghana in the south, Mali in the north and Niger in the 
east. It  has  an  area  of  274.200  km2  and  an  annual  population  growth  of  2.7%.The  capital  city  is 
Ouagadougou. The official language is French and regional languages include Dioula and Mooré. 11",Togo,GEO,geotext
2010_Mohale_GIS interpretation of NE Burkina Faso.txt,18,"The  branch  consists  of  an  array  of  interconnected  sub-shears 
trending NE. The sub-shears crosscut and offset all the lithologies, F1 folds and D1 boudins at Tangapella 
area (Hein, 2010). Belahouro Shear Zone 
The Belahouro Shear Zone (BSZ) is a mineralised NNW trending shear zone. It is modelled as a 
back structure to the major NNE trending Markoye Shear Zone (Middleton et al., 1997)). The Belahouro 
Shear  Zone  is  mineralised and  is  considered  a  prospective  exploration  target. Basalt and  volcanoclastic 
within the NE portion of the region have a sheared contact and provide a lithological contrast (Middleton 
et al., 1997).",Middleton,GEO,geotext
2010_Mohale_GIS interpretation of NE Burkina Faso.txt,22,"Baban and Kamaruzaman Wan Yusuf, 2001 
Study area: Langkawi Islands 
Data collection and methodology 
The study area has a Landsat TM satellite image for Langkawi Island, acquired on March 1995 was 
analysed using IDRISI, a raster-based GIS software program. Image was atmospherically corrected using 
the  darkest  pixel  approach  and  geocorrected  with  a mean  square  (RMS)  error of  less  than  half a  pixel. Using IDRISI, with composite images of the bands TM3, TM4 and TM5 an unsupervised classification of 
land use/cover was performed on the basis of spectral signatures for nine clustering areas. Secondary data 
was used to support this work. This consisted of a 1990 topographic map of scale 1:500 000, 1990 land 
use map of scale 1:150 000 and 1986 map at scale 1:100 000 and ground truth data from 255 sampled 
points. This  was  followed  by  a  supervised  classification  for  land  use/cover  where  training  sites  were 
selected on the basis of the unsupervised classified image.",March,GEO,geotext
2010_Mohale_GIS interpretation of NE Burkina Faso.txt,4,"Green show area of vegetation. Figure 4.1: Lineaments with E–W (ENE), N–S (NNW) and NE–SW trends. Figure 4.2: Distribution of greenstone belts, laterites and shear zones (Greenstone belts-green, laterites-
purple and shear zones in red). Figure  4.3. The  Boromo–Goren  Greenstone  Belt  (BGGB)  of  Burkina  Faso,  together  with  the  Bouroum 
and Yalogo greenstone belts Hein et al. (2004).",Goren Greenstone Belt,regex-GEO,regex
2010_Mohale_GIS interpretation of NE Burkina Faso.txt,7,"ACRONYMS AND ABBREVIATIONS 
The following abbreviations are used: 
GIS- Geographic Information System 
RGB-Red, Green, Blue 
TTG- Tonalite Tronjomite Granodiorite 
OGGB- Oudalan-Gorouol Greenstone Belt 
BGGB- Boroum-Goren Greenstone Belt 
GGB- Goren Greenstone Belt 
MSZ- Markoye Shear Zone 
SSZ- Sabce Shear Zone 
BSZ- Belahouro Shear Zone 
FCC- False Colour Composite 
7",TTG- Tonalite Tronjomite Granodiorite OGGB- Oudalan-Gorouol Greenstone Belt,regex-GEO,regex
2010_Mohale_GIS interpretation of NE Burkina Faso.txt,7,"ACRONYMS AND ABBREVIATIONS 
The following abbreviations are used: 
GIS- Geographic Information System 
RGB-Red, Green, Blue 
TTG- Tonalite Tronjomite Granodiorite 
OGGB- Oudalan-Gorouol Greenstone Belt 
BGGB- Boroum-Goren Greenstone Belt 
GGB- Goren Greenstone Belt 
MSZ- Markoye Shear Zone 
SSZ- Sabce Shear Zone 
BSZ- Belahouro Shear Zone 
FCC- False Colour Composite 
7",BGGB- Boroum-Goren Greenstone Belt GGB- Goren Greenstone Belt,regex-GEO,regex
2010_Mohale_GIS interpretation of NE Burkina Faso.txt,7,"ACRONYMS AND ABBREVIATIONS 
The following abbreviations are used: 
GIS- Geographic Information System 
RGB-Red, Green, Blue 
TTG- Tonalite Tronjomite Granodiorite 
OGGB- Oudalan-Gorouol Greenstone Belt 
BGGB- Boroum-Goren Greenstone Belt 
GGB- Goren Greenstone Belt 
MSZ- Markoye Shear Zone 
SSZ- Sabce Shear Zone 
BSZ- Belahouro Shear Zone 
FCC- False Colour Composite 
7",MSZ- Markoye Shear Zone SSZ- Sabce Shear Zone,regex-GEO,regex
2010_Mohale_GIS interpretation of NE Burkina Faso.txt,7,"ACRONYMS AND ABBREVIATIONS 
The following abbreviations are used: 
GIS- Geographic Information System 
RGB-Red, Green, Blue 
TTG- Tonalite Tronjomite Granodiorite 
OGGB- Oudalan-Gorouol Greenstone Belt 
BGGB- Boroum-Goren Greenstone Belt 
GGB- Goren Greenstone Belt 
MSZ- Markoye Shear Zone 
SSZ- Sabce Shear Zone 
BSZ- Belahouro Shear Zone 
FCC- False Colour Composite 
7",BSZ- Belahouro Shear Zone,regex-GEO,regex
