filename,location,pages,mentions,source
2011_Peters_East Markoye_2011.txt,Bonkoungou,52,"Principles of Sedimentology and stratigraphy: Fourth Edition, Pearson 
Prentice Hall, New Jersey, 662 pp. Bossiere,  G.,  Bonkoungou,  I.,  Peucat,  J. J.,  Pupin,  J. P.,  (1996). Origin  and  age  of 
Palaeoproterozoic  conglomerates  and  sandstones  of  the  Tarkwaian  Group  in  Burkina 
Faso, West Africa. Precambrian Research, 80, 153-172.",rules
2011_Peters_East Markoye_2011.txt,Boromo- Goren Greenstone Belt,54,"Birimian 
lithological  succession  and  structural  evolution  in  the  Goren  Segment  of  the  Boromo-
Goren Greenstone Belt, Burkina Faso. Journal of African Earth Sciences, 39, 1–23. Hein,  K. A. A.,  (2010). Succession  of  structural  events  in  the  Goren  greenstone  belt 
(Burkina  Faso):  Implications  for  West  African  tectonics.",rules
2011_Peters_East Markoye_2011.txt,Boromo-Goren,53,"Dott, R. H., (1964). Wacke, Graywacke and matrix-what approach to immature sandstone 
classification? Journal of Sedimentary Petrology, 34, 625-632. Feybesse,  J.-L.,  Milesi,  J.-P.,  Ouedraogo,  M.F.,  Prost,  A.,  (1990). La  ‘‘ceinture’’ 
Proterozoıque  inferieur  de  Boromo–Goren  (Burkina  Faso):  un  exemple  d’interference 
entre  deux  phases  transcurrentes  eburneenes.",llm
2011_Peters_East Markoye_2011.txt,Boromo-Goren Greenstone Belt,54,"Birimian 
lithological  succession  and  structural  evolution  in  the  Goren  Segment  of  the  Boromo-
Goren Greenstone Belt, Burkina Faso. Journal of African Earth Sciences, 39, 1–23. Hein,  K. A. A.,  (2010). Succession  of  structural  events  in  the  Goren  greenstone  belt 
(Burkina  Faso):  Implications  for  West  African  tectonics.",llm
2011_Peters_East Markoye_2011.txt,Boulder,28,"This type 
of  alteration  is  common  and  can  affect  mafic  to  felsic  rocks  during  crystallisation. An 
example  where  deuteric  alteration  affects  quartz  monzonites,  similar  in  composition  to  the 
dykes  of  the  field  area,  is  from  the  Boulder  Batholith  in  Montana,  USA. In  this  case,  the 
alteration is related to the formation of ore deposits hosted within the intrusion (Neuerburg, 
1958). 27",rules
2011_Peters_East Markoye_2011.txt,Boulder Batholith,28,"This type 
of  alteration  is  common  and  can  affect  mafic  to  felsic  rocks  during  crystallisation. An 
example  where  deuteric  alteration  affects  quartz  monzonites,  similar  in  composition  to  the 
dykes  of  the  field  area,  is  from  the  Boulder  Batholith  in  Montana,  USA. In  this  case,  the 
alteration is related to the formation of ore deposits hosted within the intrusion (Neuerburg, 
1958). 27",llm
2011_Peters_East Markoye_2011.txt,"Boulder Batholith, Montana",56,"Introduction  to  mineralogy. Oxford  University  Press,  Oxford,  pg 
92, 442 pp. Neuerburg,  G. J.,  (1958). Deuteric  alteration  of  some  aplite-pegmatities  of  the  Boulder 
Batholith,  Montana,  and  its  possible  significance  to  ore  deposition. Economic  Geology, 
53, 287-299.",llm
2011_Peters_East Markoye_2011.txt,Brazil,55,"Hirdes, W., Davis, D. W., (2002). U-Pd geochronology of Palaeoproterozoic rocks in the 
southern  part  of  the  Kedougou-Kenieba  Inlier,  Senegal,  West  Africa:  Evidence  for 
diachronous accretionary development of the Eburnean province. Precambrian Research, 
118, 83-99. Klein, E.L., Moura, C.A.V., (2009). São Luis craton and Gurupi belt (Brazil): possible 
links with the West African craton and surroundings Pan-African belts.","llm,rules"
2011_Peters_East Markoye_2011.txt,Burke,53,"Burke, K., Gunnell, Y., (2008). The African erosion surface: a continental-scale synthesis 
of  geomorphology, tectonics, and environmental change over the past 180 million years. Published by Geological Society of America, 34-40. Carter,  R. M. and  Naish,  T.",rules
2011_Peters_East Markoye_2011.txt,Burkina Faso,"11,52,53,54","Birimian 
lithological  succession  and  structural  evolution  in  the  Goren  Segment  of  the  Boromo-
Goren Greenstone Belt, Burkina Faso. Journal of African Earth Sciences, 39, 1–23. Hein,  K. A. A.,  (2010). Succession  of  structural  events  in  the  Goren  greenstone  belt 
(Burkina  Faso):  Implications  for  West  African  tectonics. || Dott, R. H., (1964). Wacke, Graywacke and matrix-what approach to immature sandstone 
classification? Journal of Sedimentary Petrology, 34, 625-632. Feybesse,  J.-L.,  Milesi,  J.-P.,  Ouedraogo,  M.F.,  Prost,  A.,  (1990). La  ‘‘ceinture’’ 
Proterozoıque  inferieur  de  Boromo–Goren  (Burkina  Faso):  un  exemple  d’interference 
entre  deux  phases  transcurrentes  eburneenes. || Principles of Sedimentology and stratigraphy: Fourth Edition, Pearson 
Prentice Hall, New Jersey, 662 pp. Bossiere,  G.,  Bonkoungou,  I.,  Peucat,  J. J.,  Pupin,  J. P.,  (1996). Origin  and  age  of 
Palaeoproterozoic  conglomerates  and  sandstones  of  the  Tarkwaian  Group  in  Burkina 
Faso, West Africa. Precambrian Research, 80, 153-172. || The  tonalite  intruded  a  granite  adamellite 
west of the Markoye Shear Zone. To the east, it intrudes Palaeoproterozoic sedimentary and 
volcanic sequences (Tshibubudze and Hein, in review). A swarm of late dolerite dykes which 
trend WNW and NW cross-cut the supracrustal rocks of the Birimian Supergroup. They are 
dated at 250 Ma. Tshibubudze et al. (2009) classified dolerite dykes with the same trend in 
the north-east of Burkina Faso, at Essakane, which also cross-cut supracrustal rocks including 
greywacke and siltstone.","llm,rules"
2011_Peters_East Markoye_2011.txt,Calvez,56,"P., Johan, V., Tegyey, M., Calvez, J. Y., Lagny, P., 
(1989). West  African  gold  deposits,  in  their  lower  Proterozoic  lithostructural  setting. Chronique de la Recherche Miniere, 497, 3–98. Milesi,  J.P.,  Ledru,  P.,  Ankrah,  P.,  Johan,  V.,  Marcoux,  E.,  Vinchon,  C.,  (1991). The 
metallogenic  relationship  between  Birimian  and  Tarkwaian  gold  deposits  in  Ghana.",rules
2011_Peters_East Markoye_2011.txt,Cambridge,"52,58","12.0. References  
Albarede,  F.,  (2003). Geochemistry:  An  Introduction. Cambridge  University  Press, 
Cambridge, 248 pp. Anders,  E.,  and  Grevesse,  N.,  (1989). Abundances  of  the  elements:  Meteoric  and  solar. || Cambridge 
University Press, Cambridge, 446. 57","llm,rules"
2011_Peters_East Markoye_2011.txt,Carlsbad,22,"the influence of gravity and makes up part of the Bouma Cycle (Bouma, 1962). In the field 
area,  the  bottom  layers  of  the  cycle  was  seen;  (1)  massive  and  graded;  (2)  plane  parallel 
laminae and (3) ripples, wavy or convoluted laminae (Bouma, 1962; Shanmugam, 1997). There is a variable amount of orthoclase in most samples, (modal abundance ranging from 2-
15%)  as  shown  by  very  prominent  Carlsbad  twinning  and  the  typical  smoky  grey  to  white 
colourations. Granophyric  texture  in  some  clasts  provided  evidence  of  simultaneous  rapid 
growth  of  quartz  and  alkali  feldspars  in  the  source  rock  region  (Barker,  1970). Perthitic 
textures  were  also  evident  in  some  clasts  indicating  that  the  clast  source  region  underwent 
exsolution between plagioclase and K-feldspars (Nesse, 2000). Clinopyroxene was present in 
most of the samples in a relatively high abundance of 5-10%.",rules
2011_Peters_East Markoye_2011.txt,Cenozoic,55,"In: Pankhurst, 
R.J., Trouw, R.A.J., Britto Neves, B.B., de Wit, M.J. (Eds.), West Gondwana: Pre-
Cenozoic correlations across the South-Atlantic region, Geological Society, London, 
137–151 (Special Publications). Le Maitre, R.W., Bateman, P., Dudek, A., Keller, J., Lameyre, J., Le Bas, M. J., Sabine, 
P. A., Schmid, R., Sorensen, H., Streckeisen, A., Woolley, A. R.,  Zanettin, B., (1989).",rules
2011_Peters_East Markoye_2011.txt,Clarke,29,"The  field  area  and  the  OGGB  do  not  exhibit  the  correct  criteria  for  large-scale  contact 
metamorphism. One  would  expect  to  see  a  prominent  zonation  to  an  igneous  mass. In  the 
case  of  the  Pine  Creek  Inlier,  a  zonation  from  hornfels  to  greenschist  is  mappable,  with  a 
definable  biotite  isograd  (Hein,  2003). Burial  metamorphism  is  an  active  process  which 
would  have  involved  basin  subsidence  and  a  resulting  increase  in  the  geothermal  gradient. There  would  be  an  increase  in  pressure  and  temperature  as  well  as  the  development  of 
bedding parallel cleavage at depth (Vernon and Clarke, 2008). Cleavage is not present in the 
rocks,  even  at  a  petrographic  scale  and  there  is  no  mineral  fabric  suggesting  burial 
metamorphism.",rules
2011_Peters_East Markoye_2011.txt,Colin,53,"Brown, E. T., Bourles, D. L., Colin, F., Safno, Z., Raisbeck, G. M., Yiou, F., (1994). The 
development of iron crust lateritic systems in Burkina Faso, West Africa examined with 
in-situ-produced cosmogenic nuclides. Earth and Planetary Science Letters, 124, 19–33.",rules
2011_Peters_East Markoye_2011.txt,Collins,56,"D., Collins, A. S. (Eds.), 
Palaeoproterozoic and global evolution. Geological Society, London, Special Publication 
323, 231-254. Lompo, M., (2010). Palaeoproterozoic structural evolution of the Man-Leo Shield (West 
Africa).",rules
2011_Peters_East Markoye_2011.txt,DTS1,16,"The  elemental  concentrations  were  obtained  by  comparison  to  13  known  standards. The 
standards  used  included:  W2,  GSP1,  BHVO2,  AGV2,  G2,  DTS1,  PCC1,  BCR2,  NIM  N, 
NIM P, NIM S, NIM D, NIM G. A synthetic internal standard was run after every 5 analyses 
to monitor and compensate for instrumental drift. Trace Analysis 
All trace elements were analyzed for on an infinitely thick pressed pellet. 1. Preparation of the pressed pellet: 
Approximately  6g  of  sample  was  mixed  with  three  drops  of  4%  commercially  purchased 
Mowiol (polyvinyl alcohol).",rules
2011_Peters_East Markoye_2011.txt,Dott,17,"For the igneous samples, the Streckeisen 
diagram (Streckeisen, 1976) was used to identify the rock and for sedimentary samples, the 
Dott  classification  (Dott,  1964). Using  geochemical  data  for  the  igneous  rocks,  the 
Streckeisen  diagram  was  created,  after  the  values  had  been  normalised  according  to  the 
CIPW  norm. The  two  diagrams  could  then  be  compared  to  each  other. Le  Maitre’s 
classification (Le Maitre, 1989) was also completed using total alkalis versus silica content in 
weight percent. A spider diagram was created using the XRF trace data and a REE plot using 
the ICP-MS trace elements. 16",rules
2011_Peters_East Markoye_2011.txt,Dubois,52,"Chemical and physical erosion 
rhythms  of  the  West  African  Cenozoic  morphogenesis:  The  39Ar-40Ar  dating  of 
supergene K-Mn oxides. Journal of Geophysical Research, 113, 1-15. Beziat, D., Dubois, M., Debat, P., Nikiema, S., Salvi, S., Tollon, F., (2008). Gold 
metallogeny  in  the  Birimian  craton  of  Burkina  Faso  (West  Africa). Journal  of  African 
Earth Sciences, 50, 215–233. Boggs, S., (2006).",rules
2011_Peters_East Markoye_2011.txt,East Markoye region,10,"This resulted 
in thick units of greywacke being deposited which is similar and therefore significant for the 
East  Markoye  region. The  tectonic  setting  of  the  Wanganui  Basin  is  described  in  detail  by 
Proust  et  al. (2005). They  explained  that  the  basin  is  situated  on  the  Australian  Plate 
approximately  200  km  behind  an  active  zone  of  subduction. In  this  subduction  zone,  the 
Pacific  Plate  is  thrust  beneath  the  Australian  Plate  obliquely. The  angle  of  subduction  has 
remained constant for about 25 million years and is responsible for the creation of large fault 
systems that lie between the fore-arc basin and the Wanganui Basin.","llm,rules"
2011_Peters_East Markoye_2011.txt,Eastern Senegal,57,"Pawlig, S., Gueye, M., Klischies, R., Schwarz, S., Wemmer, K., Siegesmund, S., (2006). Geochemical and Sr–Nd isotopic data on the Birimian of the Kedougou-Kenieba Inlier 
(Eastern Senegal): implications on the Palaeoproterozoic evolution of the West African 
Craton. South African Journal of Geology, 109, 411–427. Proust, J. N., Lamarche, G., Nodder, S., Kamp, P. J.",llm
2011_Peters_East Markoye_2011.txt,Eburnean Orogeny,2,"Abstract 
The  rocks  of  the  Oudalan-Gourouol  Greenstone  Belt  (OGGB)  are  largely  made  up  of 
supracrustal,  island-arc  derived  sediments  including,  but  not  limited  to,  thick  greywacke 
sequences. These were deposited in a deltaic-shelf environment on the margin of a back-arc 
basin. The  local  stratigraphy  has  been  constrained  by  facies  variation  determined  by 
sedimentary  features  and  differences  in  the  depositional  environment. Regional  low-middle 
greenschist  metamorphism  is  shown  by  the  ubiquitous  presence  of  chlorite,  epidote  and 
minor  muscovite  and  is  suggested  to  be  a  result  of  large  TTG  pluton  emplacement  that 
occurred  syn-tectonically  with  the  Eburnean  Orogeny. This  thesis  proposes  it  is  due  to 
diastathermal  metamorphism  caused  by  back-arc  extension  and  mantle  upwelling. Contact 
metamorphism of the greywacke to hornblende-hornfels facies occurs within close proximity 
of  the  calc-alkaline  dykes.",rules
2011_Peters_East Markoye_2011.txt,Eburnean province,55,"Hirdes, W., Davis, D. W., (2002). U-Pd geochronology of Palaeoproterozoic rocks in the 
southern  part  of  the  Kedougou-Kenieba  Inlier,  Senegal,  West  Africa:  Evidence  for 
diachronous accretionary development of the Eburnean province. Precambrian Research, 
118, 83-99. Klein, E.L., Moura, C.A.V., (2009). São Luis craton and Gurupi belt (Brazil): possible 
links with the West African craton and surroundings Pan-African belts.",llm
2011_Peters_East Markoye_2011.txt,Essakane,"11,12","The  tonalite  intruded  a  granite  adamellite 
west of the Markoye Shear Zone. To the east, it intrudes Palaeoproterozoic sedimentary and 
volcanic sequences (Tshibubudze and Hein, in review). A swarm of late dolerite dykes which 
trend WNW and NW cross-cut the supracrustal rocks of the Birimian Supergroup. They are 
dated at 250 Ma. Tshibubudze et al. (2009) classified dolerite dykes with the same trend in 
the north-east of Burkina Faso, at Essakane, which also cross-cut supracrustal rocks including 
greywacke and siltstone. || Tshibubudze  et  al. (2009)  described 
gold mineralisation at Essakane and observed that it exists in stockwork veins that are made 
up  of  quartz  and  carbonate  material. Tshibubudze  et  al. (2009)  explained  that  Essakane 
goldfield hosts gold-bearing veins in an anticline that formed in D1 and was dilated in D2. 11",llm
2011_Peters_East Markoye_2011.txt,Essakane gold mine,38,"sequence  with  occasional  mud  drapes  making  up  the  Bouma  Te/f  layer  of  the  sequence. Layers A and B often occur together in coarser grained sediments which is the case for the 
greywackes (Boggs, 2004) as shown by Figure 14. Figure 14: Classic model of the Bouma Cycle (Shanmugam, 1997). Stratigraphically, the entire field area was previously assigned to the metasedimentary rocks 
of the Tarkwa Group (Milesi et al., 1989, 1992; Castaing et al., 2003) which represents the 
erosional  product  of  the  Birimian  Supergroup. The  correlation  with  the  Tarkwa  Group  was 
based on the single conglomerate unit in the study area and several conglomerate bands near 
the  Essakane  gold  mine  (Milesi  et  al.,  1989,  1991;  Bossiere  et  al.,  1996). The  Tarkwaian 
conglomerates in the type section in Ghana consist mostly of quartz vein clasts and a minor 
proportion  of  quartzite  pebbles  in  a  dark,  fine-grained,  sandy  matrix.",llm
2011_Peters_East Markoye_2011.txt,Evans,56,"Lompo, M., (2009). Geodynamic evolution of the 2.5-2.0 Ga Palaeoproterozoic magmatic 
rocks in  the  Leo-Man Shield of the West  African Craton. A model of subsidence of an 
oceanic plateau. In: Reddy, S. M., Mazumder, R., Evans, D. A.",rules
2011_Peters_East Markoye_2011.txt,Feybesse,56,"Key structures for vertical to transcurrent tectonics. Journal of African Earth 
Sciences, 58, 19–36. Milesi, J. P., Feybesse, J. L., Ledru, P., Dommanget, A., Ouedraogo, M. F., Marcoux, E., 
Prost, A., Vinchon, Ch., Sylvain, J.",rules
2011_Peters_East Markoye_2011.txt,Ghana,"38,43,53,55,56,9,9","A 
Classification of Igneous Rocks and Glossary of terms: Recommendations of the 
International Union of Geological Sciences Subcommission on the Systematics of 
Igneous Rocks. Blackwell Scientific Publications, Oxford, U.K. 236 pp. Leube, A., Hirdes, W., Mauer, R., Kesse, G. O., (1990). The early Proterozoic Birimian 
Supergroup of Ghana and some aspects of its associated gold mineralization. || P., Johan, V., Tegyey, M., Calvez, J. Y., Lagny, P., 
(1989). West  African  gold  deposits,  in  their  lower  Proterozoic  lithostructural  setting. Chronique de la Recherche Miniere, 497, 3–98. Milesi,  J.P.,  Ledru,  P.,  Ankrah,  P.,  Johan,  V.,  Marcoux,  E.,  Vinchon,  C.,  (1991). The 
metallogenic  relationship  between  Birimian  and  Tarkwaian  gold  deposits  in  Ghana. || R.,  (1998). A  review  of  Wanganui  Basin,  New  Zealand: 
global 
reference 
section 
for 
shallow  marine,  Plio–Pleistocene 
(2.5–0  Ma) 
cyclostratigraphy. Sedimentary Geology, 122, 37-52. Davis,  D. W.,  Hirdes,  W.,  Schaltegger,  Nunoo,  A.,  (1994). U–Pb  age  constraints  on 
deposition and provenance of Birimian and gold-bearing Tarkwaian sediments in Ghana, 
West Africa. || These  authors  mentioned  that  the  Tarkwa 
Group formed as a result of erosion of Birimian rocks and overlies the Birimian Supergroup 
unconformably. Milesi  et  al. (1989,  1992)  stated  that  the  region  to  the  east  of  the  town  of 
Markoye  is  made  up  Tarkwa  Group  sediments. Tshibubudze  et  al. (2009)  disagreed  with 
these conclusions as the stratigraphy does not match the type section for the Tarkwa Group in 
Ghana (Milesi et al., 1989, 1991; Bossiere et al., 1996). Brown  et  al. || This  is  shown  by  the  lower  greywacke  unit  in  the  stratigraphic  succession, 
having  a much higher abundance of lithic fragments  and igneous minerals  compared to  the 
overlying units. The Dembam Conglomerate Member and those described by Tshibubudze et 
al.,  (2009)  lower  down  in  the  stratigraphy  may  have  been  deposited  very  rapidly,  possibly 
within 1 day. Perhaps this occurred during times of flood. This negates the idea of the field 
area’s original classification of Tarkwa Group rocks (Milesi et al., 1989, 1992). The Tarkwa 
Group, in the type section in Ghana overlies the Birimian supracrustal rocks unconformably. The  Dembam  Conglomerate  Member  is  interbedded  within  greywacke  from  the  Birimian 
Supergroup and does not fit the description for the Tarkwaian Group, post-orogenic molasse 
deposits, as described in Ghana (Milesi et al., 1991; Leube et al., 1990). || sequence  with  occasional  mud  drapes  making  up  the  Bouma  Te/f  layer  of  the  sequence. Layers A and B often occur together in coarser grained sediments which is the case for the 
greywackes (Boggs, 2004) as shown by Figure 14. Figure 14: Classic model of the Bouma Cycle (Shanmugam, 1997). Stratigraphically, the entire field area was previously assigned to the metasedimentary rocks 
of the Tarkwa Group (Milesi et al., 1989, 1992; Castaing et al., 2003) which represents the 
erosional  product  of  the  Birimian  Supergroup. The  correlation  with  the  Tarkwa  Group  was 
based on the single conglomerate unit in the study area and several conglomerate bands near 
the  Essakane  gold  mine  (Milesi  et  al.,  1989,  1991;  Bossiere  et  al.,  1996). The  Tarkwaian 
conglomerates in the type section in Ghana consist mostly of quartz vein clasts and a minor 
proportion  of  quartzite  pebbles  in  a  dark,  fine-grained,  sandy  matrix. || These  authors  mentioned  that  the  Tarkwa 
Group formed as a result of erosion of Birimian rocks and overlies the Birimian Supergroup 
unconformably. Milesi  et  al. (1989,  1992)  stated  that  the  region  to  the  east  of  the  town  of 
Markoye  is  made  up  Tarkwa  Group  sediments. Tshibubudze  et  al. (2009)  disagreed  with 
these conclusions as the stratigraphy does not match the type section for the Tarkwa Group in 
Ghana (Milesi et al., 1989, 1991; Bossiere et al., 1996). Brown  et  al.","llm,rules"
2011_Peters_East Markoye_2011.txt,Goren Greenstone Belt,5,"(2004)  concluded  that  the 
Goren  Greenstone  Belt  of  north-east  Burkina  Faso  is  made  up  of  metamorphosed  volcanic 
and pyroclastic rock units that are intercalated with metasedimentary rocks, thus revising the 
type section stratigraphy of that belt. This research focuses on different geological aspects and provides a holistic study of the field 
area. Due  to  the  lack  of  field  work  in  the  region,  basic  stratigraphy  is  not  known  in  many 
parts  of  the  WAC. However,  Tshibubudze  and  Hein  (in  review)  have  established  a 
stratigraphy  for  the  OGGB  in  a  large  way. The  study  area  characterizes  the  greywacke 
sequence,  establishes  its  internal  stratigraphy  and  looks  at  its  relationships  with  intrusive 
rocks that crop out throughout the region. The rocks in the field area are well exposed which 
is not the case for other parts of the belt, making correlation difficult.","llm,rules"
2011_Peters_East Markoye_2011.txt,Goren Segment,54,"Birimian 
lithological  succession  and  structural  evolution  in  the  Goren  Segment  of  the  Boromo-
Goren Greenstone Belt, Burkina Faso. Journal of African Earth Sciences, 39, 1–23. Hein,  K. A. A.,  (2010). Succession  of  structural  events  in  the  Goren  greenstone  belt 
(Burkina  Faso):  Implications  for  West  African  tectonics.",llm
2011_Peters_East Markoye_2011.txt,Goren greenstone belt,54,"Birimian 
lithological  succession  and  structural  evolution  in  the  Goren  Segment  of  the  Boromo-
Goren Greenstone Belt, Burkina Faso. Journal of African Earth Sciences, 39, 1–23. Hein,  K. A. A.,  (2010). Succession  of  structural  events  in  the  Goren  greenstone  belt 
(Burkina  Faso):  Implications  for  West  African  tectonics.",llm
2011_Peters_East Markoye_2011.txt,Granite,52,"Geochemica et Cosmochimica Acta, 53, 197-214. Barker,  D. S.,  (1970). Compositions  of  Granophyre,  Myrmekite,  and  Graphic  Granite. The Geological Society of America, 81, 3339-3350. Beauvais, A., Ruffet, G., Henocque, O., Colin F., (2008).",rules
2011_Peters_East Markoye_2011.txt,Gurupi,55,"Hirdes, W., Davis, D. W., (2002). U-Pd geochronology of Palaeoproterozoic rocks in the 
southern  part  of  the  Kedougou-Kenieba  Inlier,  Senegal,  West  Africa:  Evidence  for 
diachronous accretionary development of the Eburnean province. Precambrian Research, 
118, 83-99. Klein, E.L., Moura, C.A.V., (2009). São Luis craton and Gurupi belt (Brazil): possible 
links with the West African craton and surroundings Pan-African belts.",rules
2011_Peters_East Markoye_2011.txt,Gurupi belt,55,"Hirdes, W., Davis, D. W., (2002). U-Pd geochronology of Palaeoproterozoic rocks in the 
southern  part  of  the  Kedougou-Kenieba  Inlier,  Senegal,  West  Africa:  Evidence  for 
diachronous accretionary development of the Eburnean province. Precambrian Research, 
118, 83-99. Klein, E.L., Moura, C.A.V., (2009). São Luis craton and Gurupi belt (Brazil): possible 
links with the West African craton and surroundings Pan-African belts.",llm
2011_Peters_East Markoye_2011.txt,Hein,9,"3.0. Literature Review/Regional Geology 
3.1. Stratigraphy 
According to Harcöuet et al. (2007) in Hein (2010), the West African Craton (WAC) is made 
up  of  Palaeoproterozoic  volcaniclastics  and  metasediments  that  overlie  an  inferred  granite 
basement that is Archaean in age. Tshibubudze et al. (2009) and Hirdes et al.",rules
2011_Peters_East Markoye_2011.txt,Hirdes,55,"A 
Classification of Igneous Rocks and Glossary of terms: Recommendations of the 
International Union of Geological Sciences Subcommission on the Systematics of 
Igneous Rocks. Blackwell Scientific Publications, Oxford, U.K. 236 pp. Leube, A., Hirdes, W., Mauer, R., Kesse, G. O., (1990). The early Proterozoic Birimian 
Supergroup of Ghana and some aspects of its associated gold mineralization.",rules
2011_Peters_East Markoye_2011.txt,Ivory Coast,58,"Evolution of a Paleoproterozoic ‘‘weak type” orogeny in the West African Craton (Ivory 
Coast). Tectonophysics, 477, 145–159. Vernon, R. H., Clarke, G. L., (2008). Principles of metamorphic geology.","llm,rules"
